Report Date:;08.04.2014 12:24:28
Report User Name:;miacsomini
Report Computer Name:;KWB45
Application:;WinSitu.exe
Application Version:;5.6.21.0


Log File Properties
File Name;March19_test_Append_2014-04-08_10-00-41-718.wsl
Create Date;08.04.2014 10:00:41

Device Properties
Device;Aqua TROLL 100
Site;Panke Messstelle Bürgerpark
Device Name; 
Serial Number;192791
Firmware Version;1.10
Hardware Version;2
Device Address;1
Device Comm Cfg;19200,8,Even,1,(Modbus-RTU)
Used Memory;26
Used Battery;61

Log Configuration
;Log Name;March19_test
;Created By;miacsomini
;Computer Name;KWB45
;Application;WinSitu.exe
;Application Version;5.6.21.0
;Create Date;19.03.2014 16:04:56 Westeuropäische Normalzeit
;Log Setup Time Zone;Westeuropäische Normalzeit
;Notes Size(bytes);4096
;Overwrite when full;Disabled
;Scheduled Start Time;Manual Start
;Scheduled Stop Time;No Stop Time
;Type;Linear
 ;Interval;Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings

;Specific Conductivity Model:;Standard Methods
;;Reference Temperature:;25
;;Temperature Coefficient:;0.0191


Log Notes:
Date and Time;Note
19.03.2014 16:04:59;Sensor SN: 192791  Factory calibration has expired.: 31.07.2012 19:14:39
19.03.2014 16:05:00;Used Battery: 61% Used Memory: 28%   User Name: miacsomini
19.03.2014 16:05:22;Manual Start Command
28.03.2014 10:26:46;Log Download - Used Battery: 61% Used Memory: 28%   User Name: miacsomini
04.04.2014 12:06:06;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 28.03.2014 10:20:22
08.04.2014 10:00:20;Log Download - Used Battery: 62% Used Memory: 28%   User Name: miacsomini Interval -  Start Time: 04.04.2014 12:05:22


Log Data:
Record Count;1892

Sensors;1

 ,1,192791,Conductivity

Time Zone: Westeuropäische Normalzeit/Westeuropäische Sommerzeit

;;Sensor: Cond                  ;Sensor: Cond                  ;Sensor: Cond                  ;
29.03.2014 09:50:22;  841500.000;                       592.682;                         7.594;                       887.856;
29.03.2014 10:05:22;  842400.000;                       597.225;                         7.653;                       893.138;
29.03.2014 10:20:22;  843300.000;                       605.659;                         7.806;                       901.813;
29.03.2014 10:35:22;  844200.000;                       605.630;                         7.928;                       898.654;
29.03.2014 10:50:22;  845100.000;                       609.090;                         8.037;                       901.009;
29.03.2014 11:05:22;  846000.000;                       612.319;                         8.146;                       902.996;
29.03.2014 11:20:22;  846900.000;                       611.209;                         8.311;                       897.206;
29.03.2014 11:35:22;  847800.000;                       614.058;                         8.450;                       897.871;
29.03.2014 11:50:22;  848700.000;                       614.969;                         8.624;                       894.879;
29.03.2014 12:05:22;  849600.000;                       617.801;                         8.785;                       894.976;
29.03.2014 12:20:22;  850500.000;                       622.365;                         8.935;                       897.868;
29.03.2014 12:35:22;  851400.000;                       622.977;                         9.103;                       894.608;
29.03.2014 12:50:22;  852300.000;                       626.844;                         9.259;                       896.318;
29.03.2014 13:05:22;  853200.000;                       625.044;                         9.384;                       890.721;
29.03.2014 13:20:22;  854100.000;                       628.406;                         9.521;                       892.187;
29.03.2014 13:35:22;  855000.000;                       629.049;                         9.617;                       890.775;
29.03.2014 13:50:22;  855900.000;                       636.051;                         9.752;                       897.402;
29.03.2014 14:05:22;  856800.000;                       636.451;                         9.845;                       895.718;
29.03.2014 14:20:22;  857700.000;                       633.422;                         9.939;                       889.225;
29.03.2014 14:35:22;  858600.000;                       636.230;                        10.066;                       890.128;
29.03.2014 14:50:22;  859500.000;                       641.832;                        10.224;                       894.195;
29.03.2014 15:05:22;  860400.000;                       643.563;                        10.308;                       894.596;
29.03.2014 15:20:22;  861300.000;                       643.865;                        10.371;                       893.528;
29.03.2014 15:35:22;  862200.000;                       643.221;                        10.403;                       891.884;
29.03.2014 15:50:22;  863100.000;                       642.351;                        10.403;                       890.684;
29.03.2014 16:05:22;  864000.000;                       644.947;                        10.383;                       894.755;
29.03.2014 16:20:22;  864900.000;                       645.806;                        10.373;                       896.170;
29.03.2014 16:35:22;  865800.000;                       647.020;                        10.343;                       898.575;
29.03.2014 16:50:22;  866700.000;                       646.414;                        10.315;                       898.390;
29.03.2014 17:05:22;  867600.000;                       650.263;                        10.285;                       904.476;
29.03.2014 17:20:22;  868500.000;                       644.922;                        10.222;                       898.539;
29.03.2014 17:35:22;  869400.000;                       646.044;                        10.165;                       901.477;
29.03.2014 17:50:22;  870300.000;                       643.728;                        10.088;                       900.093;
29.03.2014 18:05:22;  871200.000;                       642.156;                        10.002;                       899.949;
29.03.2014 18:20:22;  872100.000;                       645.115;                         9.942;                       905.567;
29.03.2014 18:35:22;  873000.000;                       640.640;                         9.853;                       901.436;
29.03.2014 18:50:22;  873900.000;                       642.672;                         9.791;                       905.793;
29.03.2014 19:05:22;  874800.000;                       638.739;                         9.703;                       902.394;
29.03.2014 19:20:22;  875700.000;                       638.902;                         9.644;                       904.073;
29.03.2014 19:35:22;  876600.000;                       635.479;                         9.572;                       900.982;
29.03.2014 19:50:22;  877500.000;                       637.598;                         9.514;                       905.394;
29.03.2014 20:05:22;  878400.000;                       638.707;                         9.471;                       908.033;
29.03.2014 20:20:22;  879300.000;                       640.205;                         9.422;                       911.380;
29.03.2014 20:35:22;  880200.000;                       634.963;                         9.318;                       906.474;
29.03.2014 20:50:22;  881100.000;                       635.136;                         9.278;                       907.706;
29.03.2014 21:05:22;  882000.000;                       635.239;                         9.207;                       909.633;
29.03.2014 21:20:22;  882900.000;                       633.823;                         9.139;                       909.286;
29.03.2014 21:35:22;  883800.000;                       632.818;                         9.075;                       909.443;
29.03.2014 21:50:22;  884700.000;                       632.528;                         9.061;                       909.364;
29.03.2014 22:05:22;  885600.000;                       626.603;                         9.020;                       901.860;
29.03.2014 22:20:22;  886500.000;                       631.304;                         8.997;                       909.215;
29.03.2014 22:35:22;  887400.000;                       627.171;                         8.901;                       905.647;
29.03.2014 22:50:22;  888300.000;                       632.498;                         8.924;                       912.751;
29.03.2014 23:05:22;  889200.000;                       632.967;                         8.816;                       916.174;
29.03.2014 23:20:22;  890100.000;                       631.959;                         8.815;                       914.723;
29.03.2014 23:35:22;  891000.000;                       630.020;                         8.806;                       912.156;
29.03.2014 23:50:22;  891900.000;                       626.506;                         8.741;                       908.697;
30.03.2014 00:05:22;  892800.000;                       626.894;                         8.648;                       911.605;
30.03.2014 00:20:22;  893700.000;                       630.235;                         8.595;                       917.813;
30.03.2014 00:35:22;  894600.000;                       629.155;                         8.689;                       913.857;
30.03.2014 00:50:22;  895500.000;                       627.204;                         8.600;                       913.276;
30.03.2014 01:05:22;  896400.000;                       625.249;                         8.537;                       912.027;
30.03.2014 01:20:22;  897300.000;                       630.190;                         8.490;                       920.441;
30.03.2014 01:35:22;  898200.000;                       631.059;                         8.399;                       924.059;
30.03.2014 01:50:22;  899100.000;                       631.604;                         8.450;                       923.539;
30.03.2014 03:05:22;  900000.000;                       631.237;                         8.412;                       923.995;
30.03.2014 03:20:22;  900900.000;                       628.785;                         8.407;                       920.518;
30.03.2014 03:35:22;  901800.000;                       620.990;                         8.298;                       911.902;
30.03.2014 03:50:22;  902700.000;                       625.707;                         8.182;                       921.812;
30.03.2014 04:05:22;  903600.000;                       627.337;                         8.261;                       922.171;
30.03.2014 04:20:22;  904500.000;                       626.379;                         8.151;                       923.612;
30.03.2014 04:35:22;  905400.000;                       626.090;                         8.154;                       923.097;
30.03.2014 04:50:22;  906300.000;                       623.989;                         8.122;                       920.849;
30.03.2014 05:05:22;  907200.000;                       621.246;                         8.023;                       919.355;
30.03.2014 05:20:22;  908100.000;                       626.115;                         7.995;                       927.308;
30.03.2014 05:35:22;  909000.000;                       623.778;                         7.858;                       927.441;
30.03.2014 05:50:22;  909900.000;                       624.893;                         7.807;                       930.444;
30.03.2014 06:05:22;  910800.000;                       620.739;                         7.857;                       922.925;
30.03.2014 06:20:22;  911700.000;                       616.555;                         7.788;                       918.522;
30.03.2014 06:35:22;  912600.000;                       619.041;                         7.646;                       925.957;
30.03.2014 06:50:22;  913500.000;                       617.628;                         7.698;                       922.485;
30.03.2014 07:05:22;  914400.000;                       616.871;                         7.673;                       922.013;
30.03.2014 07:20:22;  915300.000;                       617.888;                         7.621;                       924.892;
30.03.2014 07:35:22;  916200.000;                       611.804;                         7.645;                       915.167;
30.03.2014 07:50:22;  917100.000;                       620.482;                         7.637;                       928.357;
30.03.2014 08:05:22;  918000.000;                       621.669;                         7.659;                       929.544;
30.03.2014 08:20:22;  918900.000;                       621.830;                         7.684;                       929.114;
30.03.2014 08:35:22;  919800.000;                       618.764;                         7.810;                       921.237;
30.03.2014 08:50:22;  920700.000;                       618.085;                         7.964;                       916.211;
30.03.2014 09:05:22;  921600.000;                       618.339;                         8.018;                       915.195;
30.03.2014 09:20:22;  922500.000;                       622.197;                         8.133;                       917.904;
30.03.2014 09:35:22;  923400.000;                       621.761;                         8.221;                       915.007;
30.03.2014 09:50:22;  924300.000;                       622.467;                         8.306;                       913.862;
30.03.2014 10:05:22;  925200.000;                       619.498;                         8.415;                       906.715;
30.03.2014 10:20:22;  926100.000;                       626.659;                         8.537;                       914.094;
30.03.2014 10:35:22;  927000.000;                       627.983;                         8.661;                       912.872;
30.03.2014 10:50:22;  927900.000;                       631.182;                         8.806;                       913.831;
30.03.2014 11:05:22;  928800.000;                       633.372;                         8.976;                       912.706;
30.03.2014 11:20:22;  929700.000;                       634.924;                         9.114;                       911.490;
30.03.2014 11:35:22;  930600.000;                       636.620;                         9.295;                       909.415;
30.03.2014 11:50:22;  931500.000;                       639.046;                         9.448;                       909.085;
30.03.2014 12:05:22;  932400.000;                       641.362;                         9.597;                       908.699;
30.03.2014 12:20:22;  933300.000;                       644.875;                         9.781;                       909.157;
30.03.2014 12:35:22;  934200.000;                       645.679;                         9.913;                       907.055;
30.03.2014 12:50:22;  935100.000;                       647.134;                        10.059;                       905.546;
30.03.2014 13:05:22;  936000.000;                       649.224;                        10.165;                       905.913;
30.03.2014 13:20:22;  936900.000;                       650.662;                        10.385;                       902.622;
30.03.2014 13:35:22;  937800.000;                       652.243;                        10.493;                       902.250;
30.03.2014 13:50:22;  938700.000;                       660.233;                        10.590;                       910.950;
30.03.2014 14:05:22;  939600.000;                       656.404;                        10.729;                       902.363;
30.03.2014 14:20:22;  940500.000;                       660.793;                        10.830;                       906.010;
30.03.2014 14:35:22;  941400.000;                       657.154;                        10.910;                       899.135;
30.03.2014 14:50:22;  942300.000;                       655.381;                        11.044;                       893.577;
30.03.2014 15:05:22;  943200.000;                       637.560;                        11.027;                       869.654;
30.03.2014 15:20:22;  944100.000;                       632.514;                        11.161;                       859.770;
30.03.2014 15:35:22;  945000.000;                       638.788;                        11.315;                       864.854;
30.03.2014 15:50:22;  945900.000;                       645.632;                        11.477;                       870.465;
30.03.2014 16:05:22;  946800.000;                       640.838;                        11.485;                       863.824;
30.03.2014 16:20:22;  947700.000;                       645.418;                        11.505;                       869.559;
30.03.2014 16:35:22;  948600.000;                       655.748;                        11.552;                       882.405;
30.03.2014 16:50:22;  949500.000;                       648.424;                        11.614;                       871.156;
30.03.2014 17:05:22;  950400.000;                       651.720;                        11.574;                       876.494;
30.03.2014 17:20:22;  951300.000;                       649.022;                        11.461;                       875.387;
30.03.2014 17:35:22;  952200.000;                       653.922;                        11.398;                       883.429;
30.03.2014 17:50:22;  953100.000;                       656.262;                        11.343;                       887.857;
30.03.2014 18:05:22;  954000.000;                       649.674;                        11.238;                       881.342;
30.03.2014 18:20:22;  954900.000;                       660.351;                        11.173;                       897.334;
30.03.2014 18:35:22;  955800.000;                       650.629;                        11.000;                       888.113;
30.03.2014 18:50:22;  956700.000;                       664.158;                        10.890;                       909.175;
30.03.2014 19:05:22;  957600.000;                       654.539;                        10.743;                       899.481;
30.03.2014 19:20:22;  958500.000;                       653.521;                        10.615;                       901.095;
30.03.2014 19:35:22;  959400.000;                       651.117;                        10.551;                       899.300;
30.03.2014 19:50:22;  960300.000;                       651.010;                        10.511;                       900.098;
30.03.2014 20:05:22;  961200.000;                       645.094;                        10.346;                       895.827;
30.03.2014 20:20:22;  962100.000;                       642.538;                        10.251;                       894.544;
30.03.2014 20:35:22;  963000.000;                       616.542;                        10.016;                       863.733;
30.03.2014 20:50:22;  963900.000;                       628.149;                         9.973;                       881.010;
30.03.2014 21:05:22;  964800.000;                       630.236;                         9.935;                       884.837;
30.03.2014 21:20:22;  965700.000;                       640.882;                         9.941;                       899.654;
30.03.2014 21:35:22;  966600.000;                       644.128;                         9.855;                       906.283;
30.03.2014 21:50:22;  967500.000;                       644.491;                         9.856;                       906.785;
30.03.2014 22:05:22;  968400.000;                       643.929;                         9.702;                       909.761;
30.03.2014 22:20:22;  969300.000;                       640.551;                         9.575;                       908.099;
30.03.2014 22:35:22;  970200.000;                       637.830;                         9.717;                       900.758;
30.03.2014 22:50:22;  971100.000;                       633.237;                         9.524;                       898.974;
30.03.2014 23:05:22;  972000.000;                       629.840;                         9.348;                       898.435;
30.03.2014 23:20:22;  972900.000;                       630.438;                         9.168;                       903.704;
30.03.2014 23:35:22;  973800.000;                       632.837;                         9.168;                       907.157;
30.03.2014 23:50:22;  974700.000;                       625.004;                         9.054;                       898.727;
31.03.2014 00:05:22;  975600.000;                       628.184;                         9.052;                       903.353;
31.03.2014 00:20:22;  976500.000;                       626.522;                         9.147;                       898.614;
31.03.2014 00:35:22;  977400.000;                       612.603;                         8.912;                       884.335;
31.03.2014 00:50:22;  978300.000;                       625.789;                         8.903;                       903.605;
31.03.2014 01:05:22;  979200.000;                       606.227;                         8.778;                       878.382;
31.03.2014 01:20:22;  980100.000;                       607.942;                         8.716;                       882.376;
31.03.2014 01:35:22;  981000.000;                       613.141;                         8.853;                       886.564;
31.03.2014 01:50:22;  981900.000;                       631.281;                         8.856;                       912.712;
31.03.2014 02:05:22;  982800.000;                       617.175;                         8.802;                       893.653;
31.03.2014 02:20:22;  983700.000;                       627.233;                         8.709;                       910.552;
31.03.2014 02:35:22;  984600.000;                       633.236;                         8.884;                       914.847;
31.03.2014 02:50:22;  985500.000;                       599.473;                         8.918;                       865.244;
31.03.2014 03:05:22;  986400.000;                       629.631;                         8.855;                       910.348;
31.03.2014 03:20:22;  987300.000;                       639.225;                         8.818;                       925.167;
31.03.2014 03:35:22;  988200.000;                       639.149;                         8.813;                       925.180;
31.03.2014 03:50:22;  989100.000;                       622.797;                         8.656;                       905.451;
31.03.2014 04:05:22;  990000.000;                       619.089;                         8.780;                       896.983;
31.03.2014 04:20:22;  990900.000;                       637.332;                         8.769;                       923.688;
31.03.2014 04:35:22;  991800.000;                       638.364;                         8.687;                       927.274;
31.03.2014 04:50:22;  992700.000;                       629.523;                         8.580;                       917.180;
31.03.2014 05:05:22;  993600.000;                       577.923;                         8.510;                       843.634;
31.03.2014 05:20:22;  994500.000;                       610.300;                         8.583;                       889.093;
31.03.2014 05:35:22;  995400.000;                       637.100;                         8.545;                       929.111;
31.03.2014 05:50:22;  996300.000;                       625.721;                         8.444;                       915.086;
31.03.2014 06:05:22;  997200.000;                       622.817;                         8.391;                       912.203;
31.03.2014 06:20:22;  998100.000;                       602.074;                         8.305;                       883.941;
31.03.2014 06:35:22;  999000.000;                       621.650;                         8.220;                       914.850;
31.03.2014 06:50:22;  999900.000;                       615.606;                         8.151;                       907.714;
31.03.2014 07:05:22; 1000800.000;                       616.363;                         8.228;                       906.866;
31.03.2014 07:20:22; 1001700.000;                       599.068;                         8.110;                       884.352;
31.03.2014 07:35:22; 1002600.000;                       615.189;                         8.133;                       907.583;
31.03.2014 07:50:22; 1003500.000;                       608.062;                         8.179;                       895.886;
31.03.2014 08:05:22; 1004400.000;                       607.481;                         8.273;                       892.675;
31.03.2014 08:20:22; 1005300.000;                       608.282;                         8.326;                       892.523;
31.03.2014 08:35:22; 1006200.000;                       617.907;                         8.390;                       905.025;
31.03.2014 08:50:22; 1007100.000;                       606.151;                         8.478;                       885.639;
31.03.2014 09:05:22; 1008000.000;                       612.163;                         8.569;                       892.156;
31.03.2014 09:20:22; 1008900.000;                       615.377;                         8.704;                       893.471;
31.03.2014 09:35:22; 1009800.000;                       608.973;                         8.791;                       882.045;
31.03.2014 09:50:22; 1010700.000;                       625.529;                         8.882;                       903.764;
31.03.2014 10:05:22; 1011600.000;                       617.340;                         9.029;                       888.329;
31.03.2014 10:20:22; 1012500.000;                       624.285;                         9.135;                       895.694;
31.03.2014 10:35:22; 1013400.000;                       626.767;                         9.275;                       895.830;
31.03.2014 10:50:22; 1014300.000;                       626.798;                         9.374;                       893.451;
31.03.2014 11:05:22; 1015200.000;                       630.364;                         9.503;                       895.386;
31.03.2014 11:20:22; 1016100.000;                       617.848;                         9.632;                       874.556;
31.03.2014 11:35:22; 1017000.000;                       625.532;                         9.751;                       882.598;
31.03.2014 11:50:22; 1017900.000;                       617.926;                         9.846;                       869.634;
31.03.2014 12:05:22; 1018800.000;                       613.449;                         9.983;                       860.174;
31.03.2014 12:20:22; 1019700.000;                       626.059;                        10.143;                       874.105;
31.03.2014 12:35:22; 1020600.000;                       642.821;                        10.289;                       894.019;
31.03.2014 12:50:22; 1021500.000;                       644.921;                        10.358;                       895.313;
31.03.2014 13:05:22; 1022400.000;                       633.702;                        10.377;                       879.277;
31.03.2014 13:20:22; 1023300.000;                       643.337;                        10.440;                       891.174;
31.03.2014 13:35:22; 1024200.000;                       650.705;                        10.623;                       897.039;
31.03.2014 13:50:22; 1025100.000;                       647.038;                        10.754;                       888.916;
31.03.2014 14:05:22; 1026000.000;                       649.531;                        10.785;                       891.620;
31.03.2014 14:20:22; 1026900.000;                       647.084;                        10.874;                       886.180;
31.03.2014 14:35:22; 1027800.000;                       660.308;                        10.910;                       903.445;
31.03.2014 14:50:22; 1028700.000;                       659.317;                        10.898;                       902.372;
31.03.2014 15:05:22; 1029600.000;                       661.622;                        10.938;                       904.583;
31.03.2014 15:20:22; 1030500.000;                       658.105;                        10.901;                       900.629;
31.03.2014 15:35:22; 1031400.000;                       652.740;                        10.930;                       892.622;
31.03.2014 15:50:22; 1032300.000;                       649.494;                        10.913;                       888.579;
31.03.2014 16:05:22; 1033200.000;                       653.915;                        10.937;                       894.055;
31.03.2014 16:20:22; 1034100.000;                       653.622;                        10.928;                       893.874;
31.03.2014 16:35:22; 1035000.000;                       651.368;                        10.913;                       891.150;
31.03.2014 16:50:22; 1035900.000;                       647.069;                        10.916;                       885.199;
31.03.2014 17:05:22; 1036800.000;                       656.970;                        10.993;                       896.930;
31.03.2014 17:20:22; 1037700.000;                       665.079;                        10.952;                       908.969;
31.03.2014 17:35:22; 1038600.000;                       652.293;                        10.904;                       892.622;
31.03.2014 17:50:22; 1039500.000;                       660.572;                        10.801;                       906.383;
31.03.2014 18:05:22; 1040400.000;                       658.362;                        10.732;                       904.998;
31.03.2014 18:20:22; 1041300.000;                       652.619;                        10.667;                       898.624;
31.03.2014 18:35:22; 1042200.000;                       653.598;                        10.571;                       902.244;
31.03.2014 18:50:22; 1043100.000;                       648.186;                        10.466;                       897.259;
31.03.2014 19:05:22; 1044000.000;                       648.959;                        10.378;                       900.438;
31.03.2014 19:20:22; 1044900.000;                       641.623;                        10.276;                       892.672;
31.03.2014 19:35:22; 1045800.000;                       640.465;                        10.128;                       894.584;
31.03.2014 19:50:22; 1046700.000;                       643.517;                         9.987;                       902.240;
31.03.2014 20:05:22; 1047600.000;                       640.219;                         9.938;                       898.794;
31.03.2014 20:20:22; 1048500.000;                       638.665;                         9.891;                       897.746;
31.03.2014 20:35:22; 1049400.000;                       639.603;                         9.839;                       900.320;
31.03.2014 20:50:22; 1050300.000;                       635.560;                         9.704;                       897.866;
31.03.2014 21:05:22; 1051200.000;                       624.411;                         9.563;                       885.495;
31.03.2014 21:20:22; 1052100.000;                       632.618;                         9.466;                       899.510;
31.03.2014 21:35:22; 1053000.000;                       638.960;                         9.498;                       907.720;
31.03.2014 21:50:22; 1053900.000;                       635.552;                         9.395;                       905.413;
31.03.2014 22:05:22; 1054800.000;                       629.023;                         9.197;                       900.979;
31.03.2014 22:20:22; 1055700.000;                       626.333;                         9.099;                       899.535;
31.03.2014 22:35:22; 1056600.000;                       618.781;                         9.041;                       890.101;
31.03.2014 22:50:22; 1057500.000;                       621.159;                         8.977;                       895.104;
31.03.2014 23:05:22; 1058400.000;                       615.376;                         9.039;                       885.259;
31.03.2014 23:20:22; 1059300.000;                       617.922;                         8.876;                       892.914;
31.03.2014 23:35:22; 1060200.000;                       613.423;                         8.919;                       885.352;
31.03.2014 23:50:22; 1061100.000;                       611.047;                         8.782;                       885.271;
01.04.2014 00:05:22; 1062000.000;                       612.935;                         8.525;                       894.371;
01.04.2014 00:20:22; 1062900.000;                       614.095;                         8.577;                       894.768;
01.04.2014 00:35:22; 1063800.000;                       604.895;                         8.576;                       881.395;
01.04.2014 00:50:22; 1064700.000;                       606.874;                         8.556;                       884.751;
01.04.2014 01:05:22; 1065600.000;                       616.361;                         8.580;                       897.998;
01.04.2014 01:20:22; 1066500.000;                       620.661;                         8.552;                       904.972;
01.04.2014 01:35:22; 1067400.000;                       612.584;                         8.416;                       896.582;
01.04.2014 01:50:22; 1068300.000;                       608.721;                         8.613;                       886.055;
01.04.2014 02:05:22; 1069200.000;                       613.219;                         8.544;                       894.315;
01.04.2014 02:20:22; 1070100.000;                       611.753;                         8.481;                       893.734;
01.04.2014 02:35:22; 1071000.000;                       612.194;                         8.543;                       892.839;
01.04.2014 02:50:22; 1071900.000;                       614.427;                         8.442;                       898.612;
01.04.2014 03:05:22; 1072800.000;                       619.205;                         8.445;                       905.533;
01.04.2014 03:20:22; 1073700.000;                       604.047;                         8.307;                       886.777;
01.04.2014 03:35:22; 1074600.000;                       613.532;                         8.268;                       901.697;
01.04.2014 03:50:22; 1075500.000;                       608.803;                         8.333;                       893.112;
01.04.2014 04:05:22; 1076400.000;                       608.902;                         8.258;                       895.143;
01.04.2014 04:20:22; 1077300.000;                       618.620;                         8.256;                       909.478;
01.04.2014 04:35:22; 1078200.000;                       623.516;                         8.227;                       917.424;
01.04.2014 04:50:22; 1079100.000;                       623.490;                         8.234;                       917.210;
01.04.2014 05:05:22; 1080000.000;                       629.711;                         8.177;                       927.834;
01.04.2014 05:20:22; 1080900.000;                       622.994;                         8.194;                       917.515;
01.04.2014 05:35:22; 1081800.000;                       624.104;                         8.229;                       918.228;
01.04.2014 05:50:22; 1082700.000;                       622.305;                         8.200;                       916.331;
01.04.2014 06:05:22; 1083600.000;                       620.950;                         8.104;                       916.812;
01.04.2014 06:20:22; 1084500.000;                       614.506;                         8.071;                       908.154;
01.04.2014 06:35:22; 1085400.000;                       597.066;                         7.988;                       884.452;
01.04.2014 06:50:22; 1086300.000;                       605.396;                         7.987;                       896.820;
01.04.2014 07:05:22; 1087200.000;                       621.164;                         7.905;                       922.310;
01.04.2014 07:20:22; 1088100.000;                       618.264;                         7.938;                       917.147;
01.04.2014 07:35:22; 1089000.000;                       611.960;                         7.806;                       911.198;
01.04.2014 07:50:22; 1089900.000;                       612.213;                         7.891;                       909.379;
01.04.2014 08:05:22; 1090800.000;                       615.235;                         7.930;                       912.850;
01.04.2014 08:20:22; 1091700.000;                       613.389;                         7.979;                       908.851;
01.04.2014 08:35:22; 1092600.000;                       614.134;                         8.126;                       906.198;
01.04.2014 08:50:22; 1093500.000;                       619.397;                         8.187;                       912.404;
01.04.2014 09:05:22; 1094400.000;                       582.552;                         8.401;                       852.990;
01.04.2014 09:20:22; 1095300.000;                       607.790;                         8.400;                       889.954;
01.04.2014 09:35:22; 1096200.000;                       615.636;                         8.482;                       899.397;
01.04.2014 09:50:22; 1097100.000;                       612.911;                         8.575;                       893.100;
01.04.2014 10:05:22; 1098000.000;                       621.147;                         8.662;                       902.905;
01.04.2014 10:20:22; 1098900.000;                       622.800;                         8.787;                       902.173;
01.04.2014 10:35:22; 1099800.000;                       617.602;                         8.880;                       892.360;
01.04.2014 10:50:22; 1100700.000;                       608.813;                         9.003;                       876.677;
01.04.2014 11:05:22; 1101600.000;                       618.544;                         9.115;                       887.960;
01.04.2014 11:20:22; 1102500.000;                       617.774;                         9.268;                       883.152;
01.04.2014 11:35:22; 1103400.000;                       626.802;                         9.378;                       893.358;
01.04.2014 11:50:22; 1104300.000;                       612.277;                         9.489;                       870.040;
01.04.2014 12:05:22; 1105200.000;                       610.766;                         9.561;                       866.188;
01.04.2014 12:20:22; 1106100.000;                       631.032;                         9.681;                       892.039;
01.04.2014 12:35:22; 1107000.000;                       635.580;                         9.773;                       896.231;
01.04.2014 12:50:22; 1107900.000;                       632.387;                         9.906;                       888.541;
01.04.2014 13:05:22; 1108800.000;                       621.183;                         9.984;                       870.984;
01.04.2014 13:20:22; 1109700.000;                       634.219;                        10.090;                       886.752;
01.04.2014 13:35:22; 1110600.000;                       632.007;                        10.198;                       881.109;
01.04.2014 13:50:22; 1111500.000;                       636.018;                        10.428;                       881.312;
01.04.2014 14:05:22; 1112400.000;                       642.891;                        10.627;                       886.155;
01.04.2014 14:20:22; 1113300.000;                       645.757;                        10.679;                       888.904;
01.04.2014 14:35:22; 1114200.000;                       645.450;                        10.716;                       887.623;
01.04.2014 14:50:22; 1115100.000;                       634.832;                        10.700;                       873.367;
01.04.2014 15:05:22; 1116000.000;                       651.897;                        10.689;                       897.115;
01.04.2014 15:20:22; 1116900.000;                       646.141;                        10.784;                       886.990;
01.04.2014 15:35:22; 1117800.000;                       641.066;                        10.795;                       879.757;
01.04.2014 15:50:22; 1118700.000;                       657.736;                        10.890;                       900.387;
01.04.2014 16:05:22; 1119600.000;                       656.700;                        10.891;                       898.940;
01.04.2014 16:20:22; 1120500.000;                       648.762;                        10.827;                       889.576;
01.04.2014 16:35:22; 1121400.000;                       648.252;                        10.774;                       890.100;
01.04.2014 16:50:22; 1122300.000;                       657.882;                        10.901;                       900.326;
01.04.2014 17:05:22; 1123200.000;                       655.796;                        10.836;                       899.018;
01.04.2014 17:20:22; 1124100.000;                       637.220;                        10.635;                       878.173;
01.04.2014 17:35:22; 1125000.000;                       653.948;                        10.676;                       900.235;
01.04.2014 17:50:22; 1125900.000;                       653.552;                        10.636;                       900.646;
01.04.2014 18:05:22; 1126800.000;                       643.610;                        10.474;                       890.736;
01.04.2014 18:20:22; 1127700.000;                       631.887;                        10.294;                       878.701;
01.04.2014 18:35:22; 1128600.000;                       633.189;                        10.246;                       881.632;
01.04.2014 18:50:22; 1129500.000;                       616.285;                        10.121;                       860.960;
01.04.2014 19:05:22; 1130400.000;                       623.213;                        10.074;                       871.731;
01.04.2014 19:20:22; 1131300.000;                       608.625;                         9.995;                       853.129;
01.04.2014 19:35:22; 1132200.000;                       621.688;                         9.929;                       872.990;
01.04.2014 19:50:22; 1133100.000;                       625.069;                         9.878;                       878.940;
01.04.2014 20:05:22; 1134000.000;                       615.189;                         9.795;                       866.980;
01.04.2014 20:20:22; 1134900.000;                       620.258;                         9.711;                       876.096;
01.04.2014 20:35:22; 1135800.000;                       634.722;                         9.716;                       896.407;
01.04.2014 20:50:22; 1136700.000;                       626.497;                         9.671;                       885.871;
01.04.2014 21:05:22; 1137600.000;                       636.236;                         9.620;                       900.881;
01.04.2014 21:20:22; 1138500.000;                       630.142;                         9.539;                       894.211;
01.04.2014 21:35:22; 1139400.000;                       624.183;                         9.462;                       887.606;
01.04.2014 21:50:22; 1140300.000;                       632.426;                         9.422;                       900.290;
01.04.2014 22:05:22; 1141200.000;                       626.368;                         9.411;                       891.943;
01.04.2014 22:20:22; 1142100.000;                       624.264;                         9.305;                       891.512;
01.04.2014 22:35:22; 1143000.000;                       623.334;                         9.274;                       890.941;
01.04.2014 22:50:22; 1143900.000;                       613.542;                         9.251;                       877.504;
01.04.2014 23:05:22; 1144800.000;                       619.756;                         9.215;                       887.256;
