Uhrzeit	Druck	
12:53:27	9,263128	
12:53:28	9,263071	
12:53:29	9,262912	
12:53:30	9,262788	
12:53:31	9,26286	
12:53:32	9,263474	
12:53:33	9,263965	
12:53:34	9,264215	
12:53:35	9,263802	
12:53:36	9,263074	
12:53:37	9,261573	
12:53:38	9,259546	
12:53:39	9,257463	
12:53:40	9,255417	
12:53:41	9,252954	
12:53:42	9,251448	
12:53:43	9,250627	
12:53:44	9,250505	
12:53:45	9,251248	
12:53:46	9,252243	
12:53:47	9,253048	
12:53:48	9,254362	
12:53:49	9,256153	
12:53:50	9,257695	
12:53:51	9,258938	
12:53:52	9,26	
12:53:53	9,260717	
12:53:54	9,261265	
12:53:55	9,262371	
12:53:56	9,263382	
12:53:57	9,264575	
12:53:58	9,265672	
12:53:59	9,266789	
12:54:00	9,267784	
12:54:01	9,269046	
12:54:02	9,270533	
12:54:03	9,271853	
12:54:04	9,27274	
12:54:05	9,273554	
12:54:06	9,27386	
12:54:07	9,273863	
12:54:08	9,273532	
12:54:09	9,272831	
12:54:10	9,27152	
12:54:11	9,270163	
12:54:12	9,268795	
12:54:13	9,267501	
12:54:14	9,266345	
12:54:15	9,265351	
12:54:16	9,264652	
12:54:17	9,264422	
12:54:18	9,264555	
12:54:19	9,265559	
12:54:20	9,267472	
12:54:21	9,269612	
12:54:22	9,27228	
12:54:23	9,269297	
12:54:24	9,247819	
12:54:25	9,22938	
12:54:26	9,20963	
12:54:27	9,190947	
12:54:28	9,173173	
12:54:29	9,156826	
12:54:30	9,139776	
12:54:31	9,125351	
12:54:32	9,113259	
12:54:33	9,09654	
12:54:34	9,078257	
12:54:35	9,061803	
12:54:36	9,049988	
12:54:37	9,033906	
12:54:38	9,022155	
12:54:39	9,012368	
12:54:40	8,990739	
12:54:41	8,952846	
12:54:42	8,916374	
12:54:43	8,895648	
12:54:44	8,878164	
12:54:45	8,869406	
12:54:46	8,863676	
12:54:47	8,859439	
12:54:48	8,854804	
12:54:49	8,84978	
12:54:50	8,844301	
12:54:51	8,838903	
12:54:52	8,832911	
12:54:53	8,826216	
12:54:54	8,819804	
12:54:55	8,813419	
12:54:56	8,807739	
12:54:57	8,798683	
12:54:58	8,788545	
12:54:59	8,779286	
12:55:00	8,770525	
12:55:01	8,760546	
12:55:02	8,752768	
12:55:03	8,746904	
12:55:04	8,740812	
12:55:05	8,736197	
12:55:06	8,731285	
12:55:07	8,726401	
12:55:08	8,717364	
12:55:09	8,709168	
12:55:10	8,702019	
12:55:11	8,694304	
12:55:12	8,689417	
12:55:13	8,682775	
12:55:14	8,678489	
12:55:15	8,673653	
12:55:16	8,670823	
12:55:17	8,667908	
12:55:18	8,664879	
12:55:19	8,662489	
12:55:20	8,660707	
12:55:21	8,659225	
12:55:22	8,657906	
12:55:23	8,657056	
12:55:24	8,656105	
12:55:25	8,655167	
12:55:26	8,654313	
12:55:27	8,653715	
12:55:28	8,652826	
12:55:29	8,652012	
12:55:30	8,651547	
12:55:31	8,650846	
12:55:32	8,650649	
12:55:33	8,650388	
12:55:34	8,650043	
12:55:35	8,649798	
12:55:36	8,650159	
12:55:37	8,650434	
12:55:38	8,650661	
12:55:39	8,650756	
12:55:40	8,651175	
12:55:41	8,651757	
12:55:42	8,652595	
12:55:43	8,653366	
12:55:44	8,654241	
12:55:45	8,655549	
12:55:46	8,657218	
12:55:47	8,658646	
12:55:48	8,659761	
12:55:49	8,660458	
12:55:50	8,660925	
12:55:51	8,660512	
12:55:52	8,659442	
12:55:53	8,658013	
12:55:54	8,656734	
12:55:55	8,654625	
12:55:56	8,652899	
12:55:57	8,650862	
12:55:58	8,648678	
12:55:59	8,647491	
12:56:00	8,64679	
12:56:01	8,646662	
12:56:02	8,647141	
12:56:03	8,648409	
12:56:04	8,650494	
12:56:05	8,653408	
12:56:06	8,657236	
12:56:07	8,660862	
12:56:08	8,664584	
12:56:09	8,667393	
12:56:10	8,669623	
12:56:11	8,670954	
12:56:12	8,671677	
12:56:13	8,671833	
12:56:14	8,671428	
12:56:15	8,670598	
12:56:16	8,6697	
12:56:17	8,668957	
12:56:18	8,668531	
12:56:19	8,668436	
12:56:20	8,668807	
12:56:21	8,669724	
12:56:22	8,670835	
12:56:23	8,672942	
12:56:24	8,674688	
12:56:25	8,677033	
12:56:26	8,678648	
12:56:27	8,680156	
12:56:28	8,681264	
12:56:29	8,682177	
12:56:30	8,682846	
12:56:31	8,683124	
12:56:32	8,682785	
12:56:33	8,682098	
12:56:34	8,681313	
12:56:35	8,680608	
12:56:36	8,679726	
12:56:37	8,679143	
12:56:38	8,678761	
12:56:39	8,678252	
12:56:40	8,677746	
12:56:41	8,676913	
12:56:42	8,676046	
12:56:43	8,674992	
12:56:44	8,673415	
12:56:45	8,672181	
12:56:46	8,670074	
12:56:47	8,667797	
12:56:48	8,66616	
12:56:49	8,664322	
12:56:50	8,66314	
12:56:51	8,662086	
12:56:52	8,661845	
12:56:53	8,66163	
12:56:54	8,661609	
12:56:55	8,661488	
12:56:56	8,661515	
12:56:57	8,661226	
12:56:58	8,660849	
12:56:59	8,66045	
12:57:00	8,660064	
12:57:01	8,659729	
12:57:02	8,659224	
12:57:03	8,659031	
12:57:04	8,659142	
12:57:05	8,659541	
12:57:06	8,660235	
12:57:07	8,66095	
12:57:08	8,661639	
12:57:09	8,661867	
12:57:10	8,661653	
12:57:11	8,66134	
12:57:12	8,66088	
12:57:13	8,66023	
12:57:14	8,659767	
12:57:15	8,659868	
12:57:16	8,660005	
12:57:17	8,660604	
12:57:18	8,661944	
12:57:19	8,663559	
12:57:20	8,665463	
12:57:21	8,667228	
12:57:22	8,668927	
12:57:23	8,670342	
12:57:24	8,671171	
12:57:25	8,671685	
12:57:26	8,671442	
12:57:27	8,671181	
12:57:28	8,670669	
12:57:29	8,669904	
12:57:30	8,669216	
12:57:31	8,668571	
12:57:32	8,667741	
12:57:33	8,666669	
12:57:34	8,665444	
12:57:35	8,664524	
12:57:36	8,6634	
12:57:37	8,662381	
12:57:38	8,661524	
12:57:39	8,661441	
12:57:40	8,661478	
12:57:41	8,661819	
12:57:42	8,661863	
12:57:43	8,661983	
12:57:44	8,661816	
12:57:45	8,660951	
12:57:46	8,659492	
12:57:47	8,657803	
12:57:48	8,654942	
12:57:49	8,652514	
12:57:50	8,650338	
12:57:51	8,648116	
12:57:52	8,646662	
12:57:53	8,646268	
12:57:54	8,646247	
12:57:55	8,64668	
12:57:56	8,647483	
12:57:57	8,648568	
12:57:58	8,649655	
12:57:59	8,650696	
12:58:00	8,652105	
12:58:01	8,653522	
12:58:02	8,655911	
12:58:03	8,658523	
12:58:04	8,661371	
12:58:05	8,664957	
12:58:06	8,668898	
12:58:07	8,673025	
12:58:08	8,676692	
12:58:09	8,679938	
12:58:10	8,682021	
12:58:11	8,683171	
12:58:12	8,683331	
12:58:13	8,682717	
12:58:14	8,681126	
12:58:15	8,677977	
12:58:16	8,673829	
12:58:17	8,669653	
12:58:18	8,66438	
12:58:19	8,660079	
12:58:20	8,655541	
12:58:21	8,651909	
12:58:22	8,649135	
12:58:23	8,647576	
12:58:24	8,647437	
12:58:25	8,648418	
12:58:26	8,650641	
12:58:27	8,652852	
12:58:28	8,656014	
12:58:29	8,659078	
12:58:30	8,661763	
12:58:31	8,664138	
12:58:32	8,665692	
12:58:33	8,666668	
12:58:34	8,667113	
12:58:35	8,667207	
12:58:36	8,666938	
12:58:37	8,666197	
12:58:38	8,664481	
12:58:39	8,662642	
12:58:40	8,660816	
12:58:41	8,659235	
12:58:42	8,657517	
12:58:43	8,655463	
12:58:44	8,653749	
12:58:45	8,651734	
12:58:46	8,649887	
12:58:47	8,648603	
12:58:48	8,647853	
12:58:49	8,647377	
12:58:50	8,647637	
12:58:51	8,648472	
12:58:52	8,650112	
12:58:53	8,6518	
12:58:54	8,653439	
12:58:55	8,654675	
12:58:56	8,655689	
12:58:57	8,656776	
12:58:58	8,657403	
12:58:59	8,657852	
12:59:00	8,658319	
12:59:01	8,658531	
12:59:02	8,658699	
12:59:03	8,65768	
12:59:04	8,653687	
12:59:05	8,646627	
12:59:06	8,639836	
12:59:07	8,632009	
12:59:08	8,622879	
12:59:09	8,612486	
12:59:10	8,60356	
12:59:11	8,593058	
12:59:12	8,583267	
12:59:13	8,570563	
12:59:14	8,556018	
12:59:15	8,540144	
12:59:16	8,528296	
12:59:17	8,514765	
12:59:18	8,50431	
12:59:19	8,493846	
12:59:20	8,485564	
12:59:21	8,475677	
12:59:22	8,463955	
12:59:23	8,453797	
12:59:24	8,444635	
12:59:25	8,398295	
12:59:26	8,364035	
12:59:27	8,339102	
12:59:28	8,323147	
12:59:29	8,313203	
12:59:30	8,30729	
12:59:31	8,304103	
12:59:32	8,301747	
12:59:33	8,299964	
12:59:34	8,297875	
12:59:35	8,29639	
12:59:36	8,295588	
12:59:37	8,294915	
12:59:38	8,294272	
12:59:39	8,293862	
12:59:40	8,293977	
12:59:41	8,294643	
12:59:42	8,295369	
12:59:43	8,295768	
12:59:44	8,295805	
12:59:45	8,294637	
12:59:46	8,292842	
12:59:47	8,291286	
12:59:48	8,289909	
12:59:49	8,288621	
12:59:50	8,287416	
12:59:51	8,286016	
12:59:52	8,284886	
12:59:53	8,283657	
12:59:54	8,282122	
12:59:55	8,279862	
12:59:56	8,276122	
12:59:57	8,271067	
12:59:58	8,265388	
12:59:59	8,260618	
13:00:00	8,255257	
13:00:01	8,250146	
13:00:02	8,245147	
13:00:03	8,240791	
13:00:04	8,23565	
13:00:05	8,231454	
13:00:06	8,22844	
13:00:07	8,224075	
13:00:08	8,221149	
13:00:09	8,218745	
13:00:10	8,217135	
13:00:11	8,216028	
13:00:12	8,21631	
13:00:13	8,217293	
13:00:14	8,218664	
13:00:15	8,220503	
13:00:16	8,222649	
13:00:17	8,224659	
13:00:18	8,226004	
13:00:19	8,22666	
13:00:20	8,226611	
13:00:21	8,226039	
13:00:22	8,224574	
13:00:23	8,223127	
13:00:24	8,221115	
13:00:25	8,218683	
13:00:26	8,215638	
13:00:27	8,211945	
13:00:28	8,208256	
13:00:29	8,205156	
13:00:30	8,2026	
13:00:31	8,200485	
13:00:32	8,199158	
13:00:33	8,198824	
13:00:34	8,198601	
13:00:35	8,198613	
13:00:36	8,198848	
13:00:37	8,199318	
13:00:38	8,199493	
13:00:39	8,198937	
13:00:40	8,198198	
13:00:41	8,197339	
13:00:42	8,195916	
13:00:43	8,193542	
13:00:44	8,190773	
13:00:45	8,188447	
13:00:46	8,184891	
13:00:47	8,181811	
13:00:48	8,178782	
13:00:49	8,176133	
13:00:50	8,174605	
13:00:51	8,172997	
13:00:52	8,172248	
13:00:53	8,172191	
13:00:54	8,172331	
13:00:55	8,172271	
13:00:56	8,17181	
13:00:57	8,171246	
13:00:58	8,170584	
13:00:59	8,170176	
13:01:00	8,169854	
13:01:01	8,169285	
13:01:02	8,168793	
13:01:03	8,168433	
13:01:04	8,168239	
13:01:05	8,168131	
13:01:06	8,168137	
13:01:07	8,168595	
13:01:08	8,169788	
13:01:09	8,171027	
13:01:10	8,172166	
13:01:11	8,173736	
13:01:12	8,175023	
13:01:13	8,176025	
13:01:14	8,176497	
13:01:15	8,177073	
13:01:16	8,177706	
13:01:17	8,178027	
13:01:18	8,178252	
13:01:19	8,178442	
13:01:20	8,178465	
13:01:21	8,178782	
13:01:22	8,179506	
13:01:23	8,180854	
13:01:24	8,182932	
13:01:25	8,185354	
13:01:26	8,187891	
13:01:27	8,190928	
13:01:28	8,193904	
13:01:29	8,196636	
13:01:30	8,19907	
13:01:31	8,201898	
13:01:32	8,203882	
13:01:33	8,206696	
13:01:34	8,209803	
13:01:35	8,213173	
13:01:36	8,216341	
13:01:37	8,220722	
13:01:38	8,224249	
13:01:39	8,226748	
13:01:40	8,22932	
13:01:41	8,231538	
13:01:42	8,233384	
13:01:43	8,235982	
13:01:44	8,238394	
13:01:45	8,240731	
13:01:46	8,24267	
13:01:47	8,243213	
13:01:48	8,242333	
13:01:49	8,240766	
13:01:50	8,238559	
13:01:51	8,235846	
13:01:52	8,232286	
13:01:53	8,228765	
13:01:54	8,225513	
13:01:55	8,222935	
13:01:56	8,221101	
13:01:57	8,219577	
13:01:58	8,218253	
13:01:59	8,217432	
13:02:00	8,216483	
13:02:01	8,215687	
13:02:02	8,214641	
13:02:03	8,213416	
13:02:04	8,212702	
13:02:05	8,212519	
13:02:06	8,212864	
13:02:07	8,213976	
13:02:08	8,215311	
13:02:09	8,216998	
13:02:10	8,218143	
13:02:11	8,219036	
13:02:12	8,219359	
13:02:13	8,219591	
13:02:14	8,219731	
13:02:15	8,220004	
13:02:16	8,220747	
13:02:17	8,22207	
13:02:18	8,223847	
13:02:19	8,225833	
13:02:20	8,227636	
13:02:21	8,229701	
13:02:22	8,23165	
13:02:23	8,232907	
13:02:24	8,234162	
13:02:25	8,235325	
13:02:26	8,236282	
13:02:27	8,236781	
13:02:28	8,237004	
13:02:29	8,237019	
13:02:30	8,236518	
13:02:31	8,235658	
13:02:32	8,234601	
13:02:33	8,233407	
13:02:34	8,231458	
13:02:35	8,229254	
13:02:36	8,226791	
13:02:37	8,224229	
13:02:38	8,220133	
13:02:39	8,216338	
13:02:40	8,212587	
13:02:41	8,209198	
13:02:42	8,206631	
13:02:43	8,204541	
13:02:44	8,202752	
13:02:45	8,201894	
13:02:46	8,201554	
13:02:47	8,201787	
13:02:48	8,202648	
13:02:49	8,204223	
13:02:50	8,206336	
13:02:51	8,208081	
13:02:52	8,209431	
13:02:53	8,210514	
13:02:54	8,210759	
13:02:55	8,210361	
13:02:56	8,209431	
13:02:57	8,208104	
13:02:58	8,206699	
13:02:59	8,205026	
13:03:00	8,203294	
13:03:01	8,201033	
13:03:02	8,198571	
13:03:03	8,196245	
13:03:04	8,193416	
13:03:05	8,190699	
13:03:06	8,188983	
13:03:07	8,187626	
13:03:08	8,18692	
13:03:09	8,186759	
13:03:10	8,186562	
13:03:11	8,186218	
13:03:12	8,185935	
13:03:13	8,185541	
13:03:14	8,184916	
13:03:15	8,183848	
13:03:16	8,182903	
13:03:17	8,182163	
13:03:18	8,18111	
13:03:19	8,180038	
13:03:20	8,178764	
13:03:21	8,177929	
13:03:22	8,176467	
13:03:23	8,174066	
13:03:24	8,17129	
13:03:25	8,168706	
13:03:26	8,167018	
13:03:27	8,165583	
13:03:28	8,16493	
13:03:29	8,165195	
13:03:30	8,166462	
13:03:31	8,168358	
13:03:32	8,17099	
13:03:33	8,172997	
13:03:34	8,174638	
13:03:35	8,175293	
13:03:36	8,174564	
13:03:37	8,173594	
13:03:38	8,172573	
13:03:39	8,171666	
13:03:40	8,171084	
13:03:41	8,170795	
13:03:42	8,170871	
13:03:43	8,171091	
13:03:44	8,171089	
13:03:45	8,170941	
13:03:46	8,171487	
13:03:47	8,172915	
13:03:48	8,174479	
13:03:49	8,176454	
13:03:50	8,179506	
13:03:51	8,182825	
13:03:52	8,186825	
13:03:53	8,190373	
13:03:54	8,167648	
13:03:55	8,112557	
13:03:56	8,073207	
13:03:57	8,046701	
13:03:58	8,032263	
13:03:59	8,02428	
13:04:00	8,014069	
13:04:01	7,987038	
13:04:02	7,941972	
13:04:03	7,907773	
13:04:04	7,890169	
13:04:05	7,874871	
13:04:06	7,862419	
13:04:07	7,847117	
13:04:08	7,804072	
13:04:09	7,759192	
13:04:10	7,723526	
13:04:11	7,702887	
13:04:12	7,691679	
13:04:13	7,683007	
13:04:14	7,668726	
13:04:15	7,651928	
13:04:16	7,637938	
13:04:17	7,622276	
13:04:18	7,611469	
13:04:19	7,602399	
13:04:20	7,594137	
13:04:21	7,580854	
13:04:22	7,541738	
13:04:23	7,502507	
13:04:24	7,466193	
13:04:25	7,44684	
13:04:26	7,436642	
13:04:27	7,432186	
13:04:28	7,428691	
13:04:29	7,426394	
13:04:30	7,42442	
13:04:31	7,422819	
13:04:32	7,42186	
13:04:33	7,421412	
13:04:34	7,411737	
13:04:35	7,395969	
13:04:36	7,383044	
13:04:37	7,37128	
13:04:38	7,366964	
13:04:39	7,366904	
13:04:40	7,367315	
13:04:41	7,365699	
13:04:42	7,361083	
13:04:43	7,356111	
13:04:44	7,351777	
13:04:45	7,348455	
13:04:46	7,344546	
13:04:47	7,341154	
13:04:48	7,338034	
13:04:49	7,334993	
13:04:50	7,331428	
13:04:51	7,327766	
13:04:52	7,323924	
13:04:53	7,320906	
13:04:54	7,317549	
13:04:55	7,315474	
13:04:56	7,314306	
13:04:57	7,314657	
13:04:58	7,31624	
13:04:59	7,318455	
13:05:00	7,321088	
13:05:01	7,323507	
13:05:02	7,325547	
13:05:03	7,326682	
13:05:04	7,326953	
13:05:05	7,32559	
13:05:06	7,323974	
13:05:07	7,321361	
13:05:08	7,318856	
13:05:09	7,316194	
13:05:10	7,313154	
13:05:11	7,310719	
13:05:12	7,308398	
13:05:13	7,306147	
13:05:14	7,303321	
13:05:15	7,300736	
13:05:16	7,298576	
13:05:17	7,296139	
13:05:18	7,293876	
13:05:19	7,2921	
13:05:20	7,290059	
13:05:21	7,287746	
13:05:22	7,285087	
13:05:23	7,282558	
13:05:24	7,279702	
13:05:25	7,277609	
13:05:26	7,276353	
13:05:27	7,275514	
13:05:28	7,275206	
13:05:29	7,274857	
13:05:30	7,27413	
13:05:31	7,272542	
13:05:32	7,269943	
13:05:33	7,26664	
13:05:34	7,263506	
13:05:35	7,260726	
13:05:36	7,257882	
13:05:37	7,255316	
13:05:38	7,253729	
13:05:39	7,253219	
13:05:40	7,254023	
13:05:41	7,255698	
13:05:42	7,25886	
13:05:43	7,262728	
13:05:44	7,266349	
13:05:45	7,270366	
13:05:46	7,274468	
13:05:47	7,277848	
13:05:48	7,281461	
13:05:49	7,28415	
13:05:50	7,286196	
13:05:51	7,287772	
13:05:52	7,288968	
13:05:53	7,289359	
13:05:54	7,288822	
13:05:55	7,287918	
13:05:56	7,286554	
13:05:57	7,285389	
13:05:58	7,284407	
13:05:59	7,284279	
13:06:00	7,28509	
13:06:01	7,286269	
13:06:02	7,287762	
13:06:03	7,288461	
13:06:04	7,289187	
13:06:05	7,289512	
13:06:06	7,289037	
13:06:07	7,288282	
13:06:08	7,287139	
13:06:09	7,285707	
13:06:10	7,284266	
13:06:11	7,281947	
13:06:12	7,279967	
13:06:13	7,279059	
13:06:14	7,278858	
13:06:15	7,278831	
13:06:16	7,2791	
13:06:17	7,279248	
13:06:18	7,279038	
13:06:19	7,27858	
13:06:20	7,277956	
13:06:21	7,276919	
13:06:22	7,275709	
13:06:23	7,274387	
13:06:24	7,273279	
13:06:25	7,27237	
13:06:26	7,271536	
13:06:27	7,271228	
13:06:28	7,271075	
13:06:29	7,270967	
13:06:30	7,271246	
13:06:31	7,272318	
13:06:32	7,274521	
13:06:33	7,277185	
13:06:34	7,280725	
13:06:35	7,284595	
13:06:36	7,287997	
13:06:37	7,29144	
13:06:38	7,293679	
13:06:39	7,295358	
13:06:40	7,297145	
13:06:41	7,299161	
13:06:42	7,301248	
13:06:43	7,302901	
13:06:44	7,304482	
13:06:45	7,305579	
13:06:46	7,306013	
13:06:47	7,305985	
13:06:48	7,305736	
13:06:49	7,305636	
13:06:50	7,305639	
13:06:51	7,305736	
13:06:52	7,305452	
13:06:53	7,30446	
13:06:54	7,303372	
13:06:55	7,302701	
13:06:56	7,303076	
13:06:57	7,304996	
13:06:58	7,30873	
13:06:59	7,314111	
13:07:00	7,320025	
13:07:01	7,325936	
13:07:02	7,33002	
13:07:03	7,331981	
13:07:04	7,334141	
13:07:05	7,335188	
13:07:06	7,335848	
13:07:07	7,336377	
13:07:08	7,336266	
13:07:09	7,335073	
13:07:10	7,3328	
13:07:11	7,32924	
13:07:12	7,32435	
13:07:13	7,318745	
13:07:14	7,314262	
13:07:15	7,311141	
13:07:16	7,308978	
13:07:17	7,307503	
13:07:18	7,306286	
13:07:19	7,304928	
13:07:20	7,303299	
13:07:21	7,30086	
13:07:22	7,29742	
13:07:23	7,294186	
13:07:24	7,290103	
13:07:25	7,286688	
13:07:26	7,282373	
13:07:27	7,278455	
13:07:28	7,275428	
13:07:29	7,272134	
13:07:30	7,269737	
13:07:31	7,267599	
13:07:32	7,266016	
13:07:33	7,264306	
13:07:34	7,262577	
13:07:35	7,259891	
13:07:36	7,256709	
13:07:37	7,253471	
13:07:38	7,249189	
13:07:39	7,244618	
13:07:40	7,239674	
13:07:41	7,235535	
13:07:42	7,230217	
13:07:43	7,224133	
13:07:44	7,217803	
13:07:45	7,207864	
13:07:46	7,196468	
13:07:47	7,182128	
13:07:48	7,163842	
13:07:49	7,143203	
13:07:50	7,118504	
13:07:51	7,089027	
13:07:52	7,060484	
13:07:53	7,028133	
13:07:54	6,994539	
13:07:55	6,959106	
13:07:56	6,934407	
13:07:57	6,893427	
13:07:58	6,867105	
13:07:59	6,833017	
13:08:00	6,804838	
13:08:01	6,782947	
13:08:02	6,76062	
13:08:03	6,72659	
13:08:04	6,642982	
13:08:05	6,569039	
13:08:06	6,530161	
13:08:07	6,496053	
13:08:08	6,471295	
13:08:09	6,453232	
13:08:10	6,437949	
13:08:11	6,426124	
13:08:12	6,410422	
13:08:13	6,396312	
13:08:14	6,383	
13:08:15	6,370533	
13:08:16	6,361326	
13:08:17	6,352463	
13:08:18	6,346562	
13:08:19	6,342734	
13:08:20	6,340172	
13:08:21	6,338629	
13:08:22	6,338609	
13:08:23	6,339465	
13:08:24	6,34134	
13:08:25	6,343894	
13:08:26	6,347235	
13:08:27	6,351542	
13:08:28	6,358873	
13:08:29	6,3656	
13:08:30	6,373298	
13:08:31	6,383982	
13:08:32	6,395105	
13:08:33	6,4085	
13:08:34	6,423043	
13:08:35	6,443933	
13:08:36	6,467091	
13:08:37	6,489211	
13:08:38	6,5174	
13:08:39	6,542583	
13:08:40	6,567042	
13:08:41	6,587738	
13:08:42	6,609941	
13:08:43	6,628726	
13:08:44	6,643711	
13:08:45	6,656175	
13:08:46	6,667086	
13:08:47	6,674859	
13:08:48	6,679934	
13:08:49	6,682583	
13:08:50	6,683844	
13:08:51	6,683321	
13:08:52	6,68156	
13:08:53	6,67906	
13:08:54	6,676431	
13:08:55	6,673386	
13:08:56	6,670939	
13:08:57	6,668695	
13:08:58	6,667534	
13:08:59	6,667367	
13:09:00	6,6678	
13:09:01	6,668425	
13:09:02	6,668494	
13:09:03	6,667244	
13:09:04	6,664509	
13:09:05	6,660486	
13:09:06	6,654513	
13:09:07	6,649036	
13:09:08	6,641738	
13:09:09	6,634255	
13:09:10	6,626772	
13:09:11	6,618702	
13:09:12	6,609445	
13:09:13	6,600001	
13:09:14	6,59208	
13:09:15	6,584531	
13:09:16	6,577769	
13:09:17	6,571602	
13:09:18	6,565661	
13:09:19	6,559928	
13:09:20	6,553394	
13:09:21	6,549253	
13:09:22	6,543028	
13:09:23	6,539169	
13:09:24	6,537829	
13:09:25	6,538662	
13:09:26	6,543914	
13:09:27	6,552178	
13:09:28	6,561865	
13:09:29	6,577121	
13:09:30	6,593149	
13:09:31	6,611054	
13:09:32	6,627444	
13:09:33	6,644106	
13:09:34	6,66132	
13:09:35	6,677327	
13:09:36	6,691546	
13:09:37	6,704205	
13:09:38	6,713002	
13:09:39	6,719499	
13:09:40	6,723455	
13:09:41	6,725333	
13:09:42	6,726089	
13:09:43	6,726357	
13:09:44	6,727357	
13:09:45	6,729474	
13:09:46	6,733593	
13:09:47	6,740165	
13:09:48	6,749345	
13:09:49	6,759387	
13:09:50	6,771362	
13:09:51	6,784064	
13:09:52	6,797303	
13:09:53	6,807171	
13:09:54	6,817708	
13:09:55	6,824792	
13:09:56	6,830301	
13:09:57	6,833315	
13:09:58	6,834176	
13:09:59	6,832697	
13:10:00	6,829875	
13:10:01	6,826985	
13:10:02	6,82451	
13:10:03	6,821855	
13:10:04	6,81928	
13:10:05	6,817143	
13:10:06	6,814828	
13:10:07	6,812305	
13:10:08	6,808773	
13:10:09	6,803902	
13:10:10	6,799304	
13:10:11	6,79232	
13:10:12	6,78597	
13:10:13	6,780634	
13:10:14	6,775483	
13:10:15	6,771707	
13:10:16	6,766734	
13:10:17	6,76256	
13:10:18	6,755662	
13:10:19	6,747393	
13:10:20	6,737398	
13:10:21	6,726558	
13:10:22	6,715566	
13:10:23	6,705286	
13:10:24	6,696576	
13:10:25	6,690186	
13:10:26	6,686061	
13:10:27	6,682286	
13:10:28	6,679323	
13:10:29	6,675675	
13:10:30	6,67046	
13:10:31	6,663684	
13:10:32	6,65622	
13:10:33	6,648552	
13:10:34	6,641436	
13:10:35	6,635482	
13:10:36	6,629596	
13:10:37	6,623066	
13:10:38	6,615882	
13:10:39	6,607681	
13:10:40	6,599877	
13:10:41	6,589555	
13:10:42	6,578945	
13:10:43	6,570646	
13:10:44	6,563024	
13:10:45	6,557962	
13:10:46	6,553363	
13:10:47	6,550691	
13:10:48	6,549519	
13:10:49	6,550014	
13:10:50	6,552278	
13:10:51	6,555165	
13:10:52	6,558774	
13:10:53	6,561912	
13:10:54	6,565874	
13:10:55	6,568743	
13:10:56	6,569768	
13:10:57	6,569402	
13:10:58	6,568066	
13:10:59	6,566136	
13:11:00	6,56458	
13:11:01	6,563865	
13:11:02	6,564123	
13:11:03	6,565557	
13:11:04	6,567593	
13:11:05	6,570459	
13:11:06	6,574016	
13:11:07	6,578751	
13:11:08	6,584475	
13:11:09	6,590075	
13:11:10	6,597665	
13:11:11	6,605373	
13:11:12	6,614591	
13:11:13	6,622251	
13:11:14	6,63117	
13:11:15	6,638123	
13:11:16	6,644351	
13:11:17	6,649627	
13:11:18	6,655818	
13:11:19	6,660898	
13:11:20	6,664973	
13:11:21	6,669493	
13:11:22	6,672166	
13:11:23	6,675522	
13:11:24	6,678012	
13:11:25	6,680469	
13:11:26	6,683393	
13:11:27	6,687212	
13:11:28	6,691953	
13:11:29	6,695921	
13:11:30	6,701388	
13:11:31	6,706457	
13:11:32	6,710584	
13:11:33	6,712861	
13:11:34	6,71341	
13:11:35	6,712606	
13:11:36	6,711601	
13:11:37	6,71108	
13:11:38	6,712142	
13:11:39	6,714137	
13:11:40	6,71754	
13:11:41	6,721451	
13:11:42	6,72526	
13:11:43	6,730504	
13:11:44	6,736946	
13:11:45	6,743644	
13:11:46	6,750814	
13:11:47	6,756184	
13:11:48	6,759983	
13:11:49	6,762913	
13:11:50	6,764569	
13:11:51	6,76483	
13:11:52	6,763031	
13:11:53	6,759978	
13:11:54	6,755825	
13:11:55	6,750797	
13:11:56	6,742771	
13:11:57	6,732759	
13:11:58	6,720576	
13:11:59	6,709854	
13:12:00	6,697736	
13:12:01	6,684643	
13:12:02	6,674781	
13:12:03	6,668241	
13:12:04	6,664254	
13:12:05	6,663034	
13:12:06	6,664294	
13:12:07	6,666788	
13:12:08	6,670768	
13:12:09	6,675313	
13:12:10	6,679464	
13:12:11	6,683951	
13:12:12	6,687114	
13:12:13	6,690226	
13:12:14	6,692331	
13:12:15	6,693429	
13:12:16	6,693898	
13:12:17	6,693827	
13:12:18	6,693158	
13:12:19	6,692155	
13:12:20	6,690989	
13:12:21	6,689907	
13:12:22	6,687531	
13:12:23	6,683923	
13:12:24	6,679802	
13:12:25	6,673161	
13:12:26	6,665949	
13:12:27	6,655705	
13:12:28	6,646971	
13:12:29	6,636477	
