Uhrzeit	Druck	
12:37:01	11,68644	
12:37:02	11,68656	
12:37:03	11,68638	
12:37:04	11,68657	
12:37:05	11,68657	
12:37:06	11,6865	
12:37:07	11,686	
12:37:08	11,68578	
12:37:09	11,68548	
12:37:10	11,68505	
12:37:11	11,68442	
12:37:12	11,68421	
12:37:13	11,68337	
12:37:14	11,68306	
12:37:15	11,68403	
12:37:16	11,68527	
12:37:17	11,6859	
12:37:18	11,68718	
12:37:19	11,68784	
12:37:20	11,68921	
12:37:21	11,69017	
12:37:22	11,6906	
12:37:23	11,69043	
12:37:24	11,69029	
12:37:25	11,69013	
12:37:26	11,6899	
12:37:27	11,69012	
12:37:28	11,68985	
12:37:29	11,68908	
12:37:30	11,68843	
12:37:31	11,68806	
12:37:32	11,68772	
12:37:33	11,68729	
12:37:34	11,6875	
12:37:35	11,68773	
12:37:36	11,68798	
12:37:37	11,68802	
12:37:38	11,68833	
12:37:39	11,68823	
12:37:40	11,68822	
12:37:41	11,68896	
12:37:42	11,69029	
12:37:43	11,691	
12:37:44	11,69136	
12:37:45	11,69151	
12:37:46	11,69174	
12:37:47	11,69233	
12:37:48	11,6929	
12:37:49	11,69373	
12:37:50	11,69405	
12:37:51	11,69359	
12:37:52	11,69231	
12:37:53	11,69075	
12:37:54	11,68998	
12:37:55	11,68969	
12:37:56	11,68924	
12:37:57	11,68864	
12:37:58	11,68834	
12:37:59	11,68765	
12:38:00	11,68746	
12:38:01	11,68715	
12:38:02	11,68656	
12:38:03	11,68538	
12:38:04	11,68453	
12:38:05	11,68444	
12:38:06	11,68482	
12:38:07	11,68515	
12:38:08	11,68579	
12:38:09	11,68682	
12:38:10	11,68807	
12:38:11	11,68876	
12:38:12	11,68964	
12:38:13	11,68994	
12:38:14	11,68962	
12:38:15	11,68968	
12:38:16	11,68992	
12:38:17	11,68994	
12:38:18	11,68972	
12:38:19	11,6892	
12:38:20	11,68857	
12:38:21	11,68824	
12:38:22	11,68817	
12:38:23	11,68758	
12:38:24	11,68703	
12:38:25	11,68667	
12:38:26	11,68639	
12:38:27	11,68649	
12:38:28	11,68633	
12:38:29	11,68633	
12:38:30	11,68656	
12:38:31	11,68649	
12:38:32	11,68677	
12:38:33	11,68736	
12:38:34	11,68801	
12:38:35	11,68835	
12:38:36	11,68864	
12:38:37	11,68886	
12:38:38	11,68835	
12:38:39	11,68783	
12:38:40	11,68717	
12:38:41	11,68681	
12:38:42	11,68643	
12:38:43	11,68615	
12:38:44	11,68572	
12:38:45	11,68486	
12:38:46	11,68454	
12:38:47	11,68384	
12:38:48	11,68362	
12:38:49	11,68351	
12:38:50	11,68392	
12:38:51	11,68415	
12:38:52	11,68459	
12:38:53	11,68463	
12:38:54	11,68475	
12:38:55	11,68477	
12:38:56	11,68404	
12:38:57	11,68317	
12:38:58	11,68269	
12:38:59	11,68239	
12:39:00	11,68225	
12:39:01	11,68219	
12:39:02	11,68181	
12:39:03	11,68141	
12:39:04	11,68205	
12:39:05	11,68229	
12:39:06	11,68226	
12:39:07	11,68282	
12:39:08	11,68356	
12:39:09	11,68399	
12:39:10	11,68431	
12:39:11	11,68487	
12:39:12	11,68528	
12:39:13	11,68548	
12:39:14	11,68608	
12:39:15	11,68668	
12:39:16	11,68647	
12:39:17	11,68646	
12:39:18	11,68642	
12:39:19	11,69143	
12:39:20	11,71981	
12:39:21	11,75201	
12:39:22	11,77879	
12:39:23	11,77427	
12:39:24	11,73761	
12:39:25	11,7088	
12:39:26	11,68506	
12:39:27	11,64681	
12:39:28	11,61929	
12:39:29	11,6011	
12:39:30	11,58649	
12:39:31	11,55113	
12:39:32	11,49098	
12:39:33	11,44461	
12:39:34	11,41308	
12:39:35	11,38859	
12:39:36	11,37685	
12:39:37	11,36117	
12:39:38	11,34968	
12:39:39	11,3405	
12:39:40	11,33318	
12:39:41	11,32504	
12:39:42	11,31745	
12:39:43	11,31151	
12:39:44	11,30483	
12:39:45	11,29918	
12:39:46	11,29363	
12:39:47	11,28897	
12:39:48	11,28335	
12:39:49	11,2789	
12:39:50	11,27444	
12:39:51	11,27009	
12:39:52	11,2664	
12:39:53	11,26286	
12:39:54	11,25942	
12:39:55	11,25658	
12:39:56	11,25254	
12:39:57	11,24761	
12:39:58	11,24224	
12:39:59	11,22	
12:40:00	11,11128	
12:40:01	11,0034	
12:40:02	10,91057	
12:40:03	10,85928	
12:40:04	10,82227	
12:40:05	10,79666	
12:40:06	10,78081	
12:40:07	10,77079	
12:40:08	10,76368	
12:40:09	10,75795	
12:40:10	10,75325	
12:40:11	10,74963	
12:40:12	10,7465	
12:40:13	10,74408	
12:40:14	10,74173	
12:40:15	10,73947	
12:40:16	10,73823	
12:40:17	10,73741	
12:40:18	10,73691	
12:40:19	10,73665	
12:40:20	10,73648	
12:40:21	10,73662	
12:40:22	10,73631	
12:40:23	10,73599	
12:40:24	10,73638	
12:40:25	10,73672	
12:40:26	10,73699	
12:40:27	10,73697	
12:40:28	10,73655	
12:40:29	10,73654	
12:40:30	10,73693	
12:40:31	10,7376	
12:40:32	10,73846	
12:40:33	10,73908	
12:40:34	10,73993	
12:40:35	10,74133	
12:40:36	10,74277	
12:40:37	10,74467	
12:40:38	10,74632	
12:40:39	10,74809	
12:40:40	10,74956	
12:40:41	10,7511	
12:40:42	10,75236	
12:40:43	10,7533	
12:40:44	10,75422	
12:40:45	10,75534	
12:40:46	10,75632	
12:40:47	10,75635	
12:40:48	10,75587	
12:40:49	10,75524	
12:40:50	10,75425	
12:40:51	10,75307	
12:40:52	10,75163	
12:40:53	10,75046	
12:40:54	10,74961	
12:40:55	10,74879	
12:40:56	10,74792	
12:40:57	10,74708	
12:40:58	10,74635	
12:40:59	10,74559	
12:41:00	10,74532	
12:41:01	10,7446	
12:41:02	10,7438	
12:41:03	10,74301	
12:41:04	10,7421	
12:41:05	10,74063	
12:41:06	10,73915	
12:41:07	10,73833	
12:41:08	10,73726	
12:41:09	10,73613	
12:41:10	10,73514	
12:41:11	10,73388	
12:41:12	10,73279	
12:41:13	10,7323	
12:41:14	10,73213	
12:41:15	10,73211	
12:41:16	10,732	
12:41:17	10,73191	
12:41:18	10,73164	
12:41:19	10,73128	
12:41:20	10,73115	
12:41:21	10,73085	
12:41:22	10,73082	
12:41:23	10,73058	
12:41:24	10,73022	
12:41:25	10,72998	
12:41:26	10,7299	
12:41:27	10,72979	
12:41:28	10,72991	
12:41:29	10,73065	
12:41:30	10,73163	
12:41:31	10,73233	
12:41:32	10,73297	
12:41:33	10,73306	
12:41:34	10,73309	
12:41:35	10,73284	
12:41:36	10,7321	
12:41:37	10,73126	
12:41:38	10,73021	
12:41:39	10,72952	
12:41:40	10,72968	
12:41:41	10,73011	
12:41:42	10,73078	
12:41:43	10,73184	
12:41:44	10,73306	
12:41:45	10,73471	
12:41:46	10,73629	
12:41:47	10,73889	
12:41:48	10,74089	
12:41:49	10,74275	
12:41:50	10,74445	
12:41:51	10,74616	
12:41:52	10,74708	
12:41:53	10,747	
12:41:54	10,74644	
12:41:55	10,74548	
12:41:56	10,74403	
12:41:57	10,74237	
12:41:58	10,74106	
12:41:59	10,73925	
12:42:00	10,73832	
12:42:01	10,73768	
12:42:02	10,73706	
12:42:03	10,73726	
12:42:04	10,7381	
12:42:05	10,73983	
12:42:06	10,7412	
12:42:07	10,74268	
12:42:08	10,74441	
12:42:09	10,74655	
12:42:10	10,74838	
12:42:11	10,75028	
12:42:12	10,75181	
12:42:13	10,75312	
12:42:14	10,75407	
12:42:15	10,75478	
12:42:16	10,7557	
12:42:17	10,75636	
12:42:18	10,75692	
12:42:19	10,75708	
12:42:20	10,75786	
12:42:21	10,759	
12:42:22	10,76006	
12:42:23	10,76167	
12:42:24	10,76298	
12:42:25	10,76433	
12:42:26	10,76565	
12:42:27	10,76668	
12:42:28	10,76726	
12:42:29	10,76805	
12:42:30	10,76891	
12:42:31	10,76938	
12:42:32	10,76944	
12:42:33	10,76932	
12:42:34	10,76867	
12:42:35	10,7677	
12:42:36	10,76617	
12:42:37	10,76473	
12:42:38	10,76387	
12:42:39	10,76312	
12:42:40	10,76247	
12:42:41	10,76151	
12:42:42	10,7605	
12:42:43	10,76008	
12:42:44	10,75983	
12:42:45	10,75997	
12:42:46	10,75986	
12:42:47	10,75994	
12:42:48	10,75967	
12:42:49	10,75937	
12:42:50	10,75889	
12:42:51	10,75873	
12:42:52	10,75862	
12:42:53	10,75877	
12:42:54	10,75903	
12:42:55	10,75919	
12:42:56	10,7591	
12:42:57	10,75899	
12:42:58	10,75911	
12:42:59	10,75934	
12:43:00	10,75918	
12:43:01	10,75858	
12:43:02	10,75779	
12:43:03	10,75688	
12:43:04	10,75561	
12:43:05	10,75404	
12:43:06	10,75267	
12:43:07	10,75099	
12:43:08	10,74978	
12:43:09	10,74851	
12:43:10	10,74735	
12:43:11	10,74602	
12:43:12	10,74514	
12:43:13	10,74463	
12:43:14	10,74449	
12:43:15	10,74407	
12:43:16	10,74419	
12:43:17	10,74424	
12:43:18	10,74448	
12:43:19	10,74417	
12:43:20	10,74409	
12:43:21	10,74399	
12:43:22	10,74358	
12:43:23	10,74306	
12:43:24	10,74251	
12:43:25	10,74146	
12:43:26	10,74065	
12:43:27	10,74023	
12:43:28	10,74021	
12:43:29	10,74009	
12:43:30	10,74011	
12:43:31	10,74021	
12:43:32	10,74052	
12:43:33	10,74021	
12:43:34	10,73994	
12:43:35	10,73979	
12:43:36	10,73936	
12:43:37	10,73909	
12:43:38	10,73868	
12:43:39	10,7387	
12:43:40	10,73887	
12:43:41	10,7391	
12:43:42	10,73927	
12:43:43	10,73943	
12:43:44	10,74006	
12:43:45	10,74008	
12:43:46	10,73996	
12:43:47	10,73987	
12:43:48	10,73988	
12:43:49	10,74006	
12:43:50	10,74019	
12:43:51	10,74071	
12:43:52	10,7406	
12:43:53	10,74095	
12:43:54	10,74156	
12:43:55	10,74196	
12:43:56	10,74205	
12:43:57	10,74179	
12:43:58	10,74123	
12:43:59	10,73987	
12:44:00	10,7384	
12:44:01	10,70245	
12:44:02	10,64428	
12:44:03	10,59257	
12:44:04	10,55338	
12:44:05	10,52981	
12:44:06	10,46071	
12:44:07	10,35718	
12:44:08	10,25739	
12:44:09	10,16988	
12:44:10	10,10894	
12:44:11	10,07491	
12:44:12	10,05479	
12:44:13	10,03711	
12:44:14	10,02584	
12:44:15	10,01791	
12:44:16	10,01206	
12:44:17	10,00808	
12:44:18	10,00389	
12:44:19	10,00065	
12:44:20	9,997672	
12:44:21	9,99526	
12:44:22	9,992296	
12:44:23	9,989381	
12:44:24	9,986624	
12:44:25	9,984161	
12:44:26	9,982208	
12:44:27	9,980273	
12:44:28	9,978297	
12:44:29	9,976606	
12:44:30	9,97495	
12:44:31	9,974157	
12:44:32	9,973984	
12:44:33	9,974172	
12:44:34	9,974422	
12:44:35	9,974674	
12:44:36	9,97459	
12:44:37	9,973829	
12:44:38	9,972691	
12:44:39	9,971385	
12:44:40	9,969966	
12:44:41	9,968911	
12:44:42	9,968719	
12:44:43	9,969629	
12:44:44	9,971225	
12:44:45	9,97331	
12:44:46	9,976453	
12:44:47	9,979999	
12:44:48	9,983198	
12:44:49	9,98716	
12:44:50	9,990911	
12:44:51	9,993453	
12:44:52	9,996589	
12:44:53	9,998441	
12:44:54	9,999619	
12:44:55	10,00056	
12:44:56	10,00097	
12:44:57	10,00149	
12:44:58	10,00177	
12:44:59	10,00234	
12:45:00	10,00299	
12:45:01	10,00411	
12:45:02	10,00529	
12:45:03	10,00675	
12:45:04	10,00849	
12:45:05	10,01053	
12:45:06	10,0124	
12:45:07	10,01428	
12:45:08	10,01676	
12:45:09	10,01892	
12:45:10	10,02062	
12:45:11	10,02249	
12:45:12	10,02372	
12:45:13	10,02438	
12:45:14	10,02486	
12:45:15	10,02497	
12:45:16	10,025	
12:45:17	10,02468	
12:45:18	10,02417	
12:45:19	10,02381	
12:45:20	10,02324	
12:45:21	10,02297	
12:45:22	10,02242	
12:45:23	10,02175	
12:45:24	10,02075	
12:45:25	10,02007	
12:45:26	10,01956	
12:45:27	10,01853	
12:45:28	10,01765	
12:45:29	10,0173	
12:45:30	10,01715	
12:45:31	10,01729	
12:45:32	10,01756	
12:45:33	10,01796	
12:45:34	10,01853	
12:45:35	10,01893	
12:45:36	10,01861	
12:45:37	10,01835	
12:45:38	10,01847	
12:45:39	10,01834	
12:45:40	10,01782	
12:45:41	10,01745	
12:45:42	10,01707	
12:45:43	10,01644	
12:45:44	10,01573	
12:45:45	10,01516	
12:45:46	10,01461	
12:45:47	10,01419	
12:45:48	10,01416	
12:45:49	10,01389	
12:45:50	10,01405	
12:45:51	10,01388	
12:45:52	10,01329	
12:45:53	10,0123	
12:45:54	10,01143	
12:45:55	10,01053	
12:45:56	10,00952	
12:45:57	10,00873	
12:45:58	10,00794	
12:45:59	10,00741	
12:46:00	10,00724	
12:46:01	10,00699	
12:46:02	10,00678	
12:46:03	10,00665	
12:46:04	10,00652	
12:46:05	10,00563	
12:46:06	10,0045	
12:46:07	10,00321	
12:46:08	10,00258	
12:46:09	10,00183	
12:46:10	10,00111	
12:46:11	10,00063	
12:46:12	10,00043	
12:46:13	10,00026	
12:46:14	10,00025	
12:46:15	10,00002	
12:46:16	10,00015	
12:46:17	10,0003	
12:46:18	10,00024	
12:46:19	9,999823	
12:46:20	9,999351	
12:46:21	9,998738	
12:46:22	9,998397	
12:46:23	9,998242	
12:46:24	9,998074	
12:46:25	9,998066	
12:46:26	9,998114	
12:46:27	9,998537	
12:46:28	9,99924	
12:46:29	9,999932	
12:46:30	10,00099	
12:46:31	10,00156	
12:46:32	10,00222	
12:46:33	10,00308	
12:46:34	10,00347	
12:46:35	10,00379	
12:46:36	10,00397	
12:46:37	10,00441	
12:46:38	10,00443	
12:46:39	10,00447	
12:46:40	10,00468	
12:46:41	10,00493	
12:46:42	10,00539	
12:46:43	10,00649	
12:46:44	10,00775	
12:46:45	10,00914	
12:46:46	10,01071	
12:46:47	10,01239	
12:46:48	10,01331	
12:46:49	10,01435	
12:46:50	10,01533	
12:46:51	10,01592	
12:46:52	10,01657	
12:46:53	10,01732	
12:46:54	10,01791	
12:46:55	10,01873	
12:46:56	10,01921	
12:46:57	10,01975	
12:46:58	10,01995	
12:46:59	10,01984	
12:47:00	10,01937	
12:47:01	10,01842	
12:47:02	10,01752	
12:47:03	10,01713	
12:47:04	10,01674	
12:47:05	10,01635	
12:47:06	10,01613	
12:47:07	10,01624	
12:47:08	10,01679	
12:47:09	10,01785	
12:47:10	10,01902	
12:47:11	10,02005	
12:47:12	10,02172	
12:47:13	10,02365	
12:47:14	10,02542	
12:47:15	10,02685	
12:47:16	10,02857	
12:47:17	10,03	
12:47:18	10,03119	
12:47:19	10,03186	
12:47:20	10,03212	
12:47:21	10,03232	
12:47:22	10,03248	
12:47:23	10,03271	
12:47:24	10,03359	
12:47:25	10,0344	
12:47:26	10,035	
12:47:27	10,03559	
12:47:28	10,03621	
12:47:29	10,03682	
12:47:30	10,03722	
12:47:31	10,03755	
12:47:32	10,03711	
12:47:33	10,03673	
12:47:34	10,03621	
12:47:35	10,03568	
12:47:36	10,0346	
12:47:37	10,03295	
12:47:38	10,03106	
12:47:39	10,02918	
12:47:40	10,02736	
12:47:41	10,02572	
12:47:42	10,02437	
12:47:43	10,02347	
12:47:44	10,02258	
12:47:45	10,02185	
12:47:46	10,02073	
12:47:47	10,01993	
12:47:48	10,01888	
12:47:49	10,01822	
12:47:50	10,0177	
12:47:51	10,01697	
12:47:52	10,01565	
12:47:53	10,01457	
12:47:54	10,01253	
12:47:55	10,01087	
12:47:56	10,00955	
12:47:57	10,00829	
12:47:58	10,0067	
12:47:59	10,0054	
12:48:00	10,00431	
12:48:01	10,00353	
12:48:02	10,0034	
12:48:03	10,00372	
12:48:04	10,0046	
12:48:05	10,00547	
12:48:06	10,0071	
12:48:07	10,0083	
12:48:08	10,00885	
12:48:09	10,00864	
12:48:10	10,00791	
12:48:11	10,00677	
12:48:12	10,00538	
12:48:13	10,00354	
12:48:14	10,00155	
12:48:15	10,00021	
12:48:16	9,999334	
12:48:17	9,998953	
12:48:18	9,998732	
12:48:19	9,998905	
12:48:20	9,999093	
12:48:21	9,999166	
12:48:22	9,999495	
12:48:23	10,00004	
12:48:24	10,00073	
12:48:25	10,00144	
12:48:26	10,00192	
12:48:27	10,0019	
12:48:28	10,00181	
12:48:29	10,00163	
12:48:30	10,00189	
12:48:31	10,00264	
12:48:32	10,00363	
12:48:33	10,0048	
12:48:34	10,0058	
12:48:35	10,00673	
12:48:36	10,0075	
12:48:37	10,00818	
12:48:38	10,00867	
12:48:39	10,00924	
12:48:40	10,00934	
12:48:41	10,00916	
12:48:42	10,00868	
12:48:43	10,00851	
12:48:44	10,00864	
12:48:45	10,00897	
12:48:46	10,00944	
12:48:47	10,00986	
12:48:48	10,0105	
12:48:49	10,01111	
12:48:50	10,01156	
12:48:51	10,01151	
12:48:52	10,01104	
12:48:53	10,01025	
12:48:54	10,00955	
12:48:55	10,00856	
12:48:56	10,00761	
12:48:57	10,00662	
12:48:58	10,00574	
12:48:59	10,00485	
12:49:00	10,0044	
12:49:01	10,00421	
12:49:02	10,00442	
12:49:03	10,00474	
12:49:04	10,0051	
12:49:05	10,00563	
12:49:06	10,00637	
12:49:07	10,00689	
12:49:08	10,00729	
12:49:09	10,0071	
12:49:10	10,00167	
12:49:11	9,92124	
12:49:12	9,79239	
12:49:13	9,64835	
12:49:14	9,546168	
12:49:15	9,478679	
12:49:16	9,440297	
12:49:17	9,419998	
12:49:18	9,406389	
12:49:19	9,396093	
12:49:20	9,388569	
12:49:21	9,383681	
12:49:22	9,378455	
12:49:23	9,374817	
12:49:24	9,371532	
12:49:25	9,368151	
12:49:26	9,365557	
12:49:27	9,361895	
12:49:28	9,358734	
12:49:29	9,355989	
12:49:30	9,352373	
12:49:31	9,349587	
12:49:32	9,34726	
12:49:33	9,345168	
12:49:34	9,342221	
12:49:35	9,339692	
12:49:36	9,33719	
12:49:37	9,33539	
12:49:38	9,33368	
12:49:39	9,332573	
12:49:40	9,331833	
12:49:41	9,331505	
12:49:42	9,331083	
12:49:43	9,330628	
12:49:44	9,330074	
12:49:45	9,329303	
12:49:46	9,328704	
12:49:47	9,327231	
12:49:48	9,325342	
12:49:49	9,322744	
12:49:50	9,320127	
12:49:51	9,317756	
12:49:52	9,315709	
12:49:53	9,313567	
12:49:54	9,310707	
12:49:55	9,307522	
12:49:56	9,304188	
12:49:57	9,30097	
12:49:58	9,297129	
12:49:59	9,292964	
12:50:00	9,288363	
12:50:01	9,28406	
12:50:02	9,279926	
12:50:03	9,275817	
12:50:04	9,272062	
12:50:05	9,269116	
12:50:06	9,26629	
12:50:07	9,264185	
12:50:08	9,263049	
12:50:09	9,262485	
12:50:10	9,262184	
12:50:11	9,262505	
12:50:12	9,263044	
12:50:13	9,264075	
12:50:14	9,265229	
12:50:15	9,266256	
12:50:16	9,267153	
12:50:17	9,26844	
12:50:18	9,269567	
12:50:19	9,270189	
12:50:20	9,270433	
12:50:21	9,269987	
12:50:22	9,269236	
12:50:23	9,267571	
12:50:24	9,266057	
12:50:25	9,264526	
12:50:26	9,263112	
12:50:27	9,262188	
12:50:28	9,261904	
12:50:29	9,261832	
12:50:30	9,262324	
12:50:31	9,263504	
12:50:32	9,264832	
12:50:33	9,265718	
12:50:34	9,266356	
12:50:35	9,267282	
12:50:36	9,267653	
12:50:37	9,267817	
12:50:38	9,267631	
12:50:39	9,26755	
12:50:40	9,267409	
12:50:41	9,267041	
12:50:42	9,266388	
12:50:43	9,265361	
12:50:44	9,264576	
12:50:45	9,263038	
12:50:46	9,261902	
12:50:47	9,261434	
12:50:48	9,261251	
12:50:49	9,261444	
12:50:50	9,26194	
12:50:51	9,262897	
12:50:52	9,263709	
12:50:53	9,264483	
12:50:54	9,265417	
12:50:55	9,266175	
12:50:56	9,266689	
12:50:57	9,267188	
12:50:58	9,267434	
12:50:59	9,267904	
12:51:00	9,26824	
12:51:01	9,268458	
12:51:02	9,268285	
12:51:03	9,267826	
12:51:04	9,266544	
12:51:05	9,26471	
12:51:06	9,262365	
12:51:07	9,259572	
12:51:08	9,256372	
12:51:09	9,253557	
12:51:10	9,251216	
12:51:11	9,249636	
12:51:12	9,24919	
12:51:13	9,249363	
12:51:14	9,250183	
12:51:15	9,251218	
12:51:16	9,252608	
12:51:17	9,253828	
12:51:18	9,254945	
12:51:19	9,25638	
12:51:20	9,257938	
12:51:21	9,259367	
12:51:22	9,26112	
12:51:23	9,262153	
12:51:24	9,262851	
12:51:25	9,263441	
12:51:26	9,264038	
12:51:27	9,264161	
12:51:28	9,264084	
12:51:29	9,264083	
12:51:30	9,264583	
12:51:31	9,265214	
12:51:32	9,266084	
12:51:33	9,267227	
12:51:34	9,267919	
12:51:35	9,268252	
12:51:36	9,268063	
12:51:37	9,267634	
12:51:38	9,267434	
12:51:39	9,267138	
12:51:40	9,267205	
12:51:41	9,267755	
12:51:42	9,268794	
12:51:43	9,270419	
12:51:44	9,271847	
12:51:45	9,272968	
12:51:46	9,273463	
12:51:47	9,27349	
12:51:48	9,27291	
12:51:49	9,272071	
12:51:50	9,271351	
12:51:51	9,270355	
12:51:52	9,269345	
12:51:53	9,268781	
12:51:54	9,268827	
12:51:55	9,269146	
12:51:56	9,269902	
12:51:57	9,270893	
12:51:58	9,272624	
12:51:59	9,274463	
12:52:00	9,276021	
12:52:01	9,277375	
12:52:02	9,277912	
12:52:03	9,277688	
12:52:04	9,277044	
12:52:05	9,27604	
12:52:06	9,274632	
12:52:07	9,273636	
12:52:08	9,272305	
12:52:09	9,271466	
12:52:10	9,270774	
12:52:11	9,270588	
12:52:12	9,270558	
12:52:13	9,270732	
12:52:14	9,271364	
12:52:15	9,272064	
12:52:16	9,273017	
12:52:17	9,273915	
12:52:18	9,275053	
12:52:19	9,276334	
12:52:20	9,277385	
12:52:21	9,27811	
12:52:22	9,278364	
12:52:23	9,278137	
12:52:24	9,277532	
12:52:25	9,276795	
12:52:26	9,276557	
12:52:27	9,276478	
12:52:28	9,276746	
12:52:29	9,276812	
12:52:30	9,276926	
12:52:31	9,277034	
12:52:32	9,276854	
12:52:33	9,276322	
12:52:34	9,275453	
12:52:35	9,274574	
12:52:36	9,273726	
12:52:37	9,272963	
12:52:38	9,27213	
12:52:39	9,271761	
12:52:40	9,271401	
12:52:41	9,271222	
12:52:42	9,271691	
12:52:43	9,272466	
12:52:44	9,273132	
12:52:45	9,273642	
12:52:46	9,274228	
12:52:47	9,275269	
12:52:48	9,276779	
12:52:49	9,278288	
12:52:50	9,280507	
12:52:51	9,282551	
12:52:52	9,283964	
12:52:53	9,285491	
12:52:54	9,286662	
12:52:55	9,287204	
12:52:56	9,28708	
12:52:57	9,285829	
12:52:58	9,284215	
12:52:59	9,282734	
12:53:00	9,281093	
12:53:01	9,280347	
12:53:02	9,279559	
12:53:03	9,278867	
12:53:04	9,278348	
12:53:05	9,277835	
12:53:06	9,277176	
12:53:07	9,275742	
12:53:08	9,27463	
12:53:09	9,273305	
12:53:10	9,272867	
12:53:11	9,27277	
12:53:12	9,273017	
12:53:13	9,273399	
12:53:14	9,273454	
12:53:15	9,273487	
12:53:16	9,273415	
12:53:17	9,27319	
12:53:18	9,272609	
12:53:19	9,271287	
12:53:20	9,269509	
12:53:21	9,26775	
12:53:22	9,26639	
12:53:23	9,265427	
12:53:24	9,264367	
12:53:25	9,263716	
12:53:26	9,263289	
