Identification: H_W1	SN/TD: 542755/LKY-117	Firmware: FW1.13
Minimum value 10.185 mWS	Maximum value 10.191 mWS	Average value 10.189 mWS	Pressure_Type="rel"	
Time	Date	Pressure [mWS]	Temperature [°C]	Conductivity [mS/cm]	Counter [mm]	
10:15:53	09.09.2013	10.189			0.000
10:15:54	09.09.2013	10.190			0.000
10:15:55	09.09.2013	10.189			0.000
10:15:56	09.09.2013	10.189			0.000
10:15:57	09.09.2013	10.189			0.000
10:15:58	09.09.2013	10.189			0.000
10:15:59	09.09.2013	10.189			0.000
10:16:00	09.09.2013	10.189			0.000
10:16:01	09.09.2013	10.189			0.000
10:16:02	09.09.2013	10.189			0.000
10:16:03	09.09.2013	10.190			0.000
10:16:04	09.09.2013	10.189			0.000
10:16:05	09.09.2013	10.189			0.000
10:16:06	09.09.2013	10.189			0.000
10:16:07	09.09.2013	10.189			0.000
10:16:08	09.09.2013	10.189			0.000
10:16:09	09.09.2013	10.190			0.000
10:16:10	09.09.2013	10.189			0.000
10:16:11	09.09.2013	10.189			0.000
10:16:12	09.09.2013	10.189			0.000
10:16:13	09.09.2013	10.190			0.000
10:16:14	09.09.2013	10.189			0.000
10:16:15	09.09.2013	10.189			0.000
10:16:16	09.09.2013	10.189			0.000
10:16:17	09.09.2013	10.189			0.000
10:16:18	09.09.2013	10.189			0.000
10:16:19	09.09.2013	10.189			0.000
10:16:20	09.09.2013	10.189			0.000
10:16:21	09.09.2013	10.190			0.000
10:16:22	09.09.2013	10.189			0.000
10:16:23	09.09.2013	10.189			0.000
10:16:24	09.09.2013	10.190			0.000
10:16:25	09.09.2013	10.189			0.000
10:16:26	09.09.2013	10.189			0.000
10:16:27	09.09.2013	10.189			0.000
10:16:28	09.09.2013	10.190			0.000
10:16:29	09.09.2013	10.189			0.000
10:16:30	09.09.2013	10.189			0.000
10:16:31	09.09.2013	10.189			0.000
10:16:32	09.09.2013	10.189			0.000
10:16:33	09.09.2013	10.189			0.000
10:16:34	09.09.2013	10.190			0.000
10:16:35	09.09.2013	10.189			0.000
10:16:36	09.09.2013	10.189			0.000
10:16:37	09.09.2013	10.189			0.000
10:16:38	09.09.2013	10.189			0.000
10:16:39	09.09.2013	10.189			0.000
10:16:40	09.09.2013	10.189			0.000
10:16:41	09.09.2013	10.189			0.000
10:16:42	09.09.2013	10.190			0.000
10:16:43	09.09.2013	10.189			0.000
10:16:44	09.09.2013	10.189			0.000
10:16:45	09.09.2013	10.189			0.000
10:16:46	09.09.2013	10.189			0.000
10:16:47	09.09.2013	10.189			0.000
10:16:48	09.09.2013	10.189			0.000
10:16:49	09.09.2013	10.189			0.000
10:16:50	09.09.2013	10.189			0.000
10:16:51	09.09.2013	10.189			0.000
10:16:52	09.09.2013	10.189			0.000
10:16:53	09.09.2013	10.189			0.000
10:16:54	09.09.2013	10.189			0.000
10:16:55	09.09.2013	10.189			0.000
10:16:56	09.09.2013	10.189			0.000
10:16:57	09.09.2013	10.189			0.000
10:16:58	09.09.2013	10.189			0.000
10:16:59	09.09.2013	10.190			0.000
10:17:00	09.09.2013	10.189			0.000
10:17:01	09.09.2013	10.189			0.000
10:17:02	09.09.2013	10.189			0.000
10:17:03	09.09.2013	10.190			0.000
10:17:04	09.09.2013	10.189			0.000
10:17:05	09.09.2013	10.189			0.000
10:17:06	09.09.2013	10.189			0.000
10:17:07	09.09.2013	10.189			0.000
10:17:08	09.09.2013	10.189			0.000
10:17:09	09.09.2013	10.189			0.000
10:17:10	09.09.2013	10.189			0.000
10:17:11	09.09.2013	10.189			0.000
10:17:12	09.09.2013	10.189			0.000
10:17:13	09.09.2013	10.189			0.000
10:17:14	09.09.2013	10.189			0.000
10:17:15	09.09.2013	10.189			0.000
10:17:16	09.09.2013	10.189			0.000
10:17:17	09.09.2013	10.189			0.000
10:17:18	09.09.2013	10.189			0.000
10:17:19	09.09.2013	10.189			0.000
10:17:20	09.09.2013	10.189			0.000
10:17:21	09.09.2013	10.189			0.000
10:17:22	09.09.2013	10.190			0.000
10:17:23	09.09.2013	10.189			0.000
10:17:24	09.09.2013	10.189			0.000
10:17:25	09.09.2013	10.189			0.000
10:17:26	09.09.2013	10.189			0.000
10:17:27	09.09.2013	10.189			0.000
10:17:28	09.09.2013	10.189			0.000
10:17:29	09.09.2013	10.189			0.000
10:17:30	09.09.2013	10.189			0.000
10:17:31	09.09.2013	10.189			0.000
10:17:32	09.09.2013	10.189			0.000
10:17:33	09.09.2013	10.190			0.000
10:17:34	09.09.2013	10.189			0.000
10:17:35	09.09.2013	10.189			0.000
10:17:36	09.09.2013	10.190			0.000
10:17:37	09.09.2013	10.189			0.000
10:17:38	09.09.2013	10.189			0.000
10:17:39	09.09.2013	10.189			0.000
10:17:40	09.09.2013	10.189			0.000
10:17:41	09.09.2013	10.189			0.000
10:17:42	09.09.2013	10.190			0.000
10:17:43	09.09.2013	10.189			0.000
10:17:44	09.09.2013	10.189			0.000
10:17:45	09.09.2013	10.190			0.000
10:17:46	09.09.2013	10.190			0.000
10:17:47	09.09.2013	10.189			0.000
10:17:48	09.09.2013	10.189			0.000
10:17:49	09.09.2013	10.189			0.000
10:17:50	09.09.2013	10.189			0.000
10:17:51	09.09.2013	10.189			0.000
10:17:52	09.09.2013	10.189			0.000
10:17:53	09.09.2013	10.189			0.000
10:17:54	09.09.2013	10.189			0.000
10:17:55	09.09.2013	10.189			0.000
10:17:56	09.09.2013	10.189			0.000
10:17:57	09.09.2013	10.189			0.000
10:17:58	09.09.2013	10.189			0.000
10:17:59	09.09.2013	10.190			0.000
10:18:00	09.09.2013	10.190			0.000
10:18:01	09.09.2013	10.190			0.000
10:18:02	09.09.2013	10.190			0.000
10:18:03	09.09.2013	10.189			0.000
10:18:04	09.09.2013	10.190			0.000
10:18:05	09.09.2013	10.189			0.000
10:18:06	09.09.2013	10.189			0.000
10:18:07	09.09.2013	10.189			0.000
10:18:08	09.09.2013	10.189			0.000
10:18:09	09.09.2013	10.189			0.000
10:18:10	09.09.2013	10.189			0.000
10:18:11	09.09.2013	10.189			0.000
10:18:12	09.09.2013	10.189			0.000
10:18:13	09.09.2013	10.189			0.000
10:18:14	09.09.2013	10.189			0.000
10:18:15	09.09.2013	10.189			0.000
10:18:16	09.09.2013	10.189			0.000
10:18:17	09.09.2013	10.189			0.000
10:18:18	09.09.2013	10.189			0.000
10:18:19	09.09.2013	10.190			0.000
10:18:20	09.09.2013	10.189			0.000
10:18:21	09.09.2013	10.189			0.000
10:18:22	09.09.2013	10.189			0.000
10:18:23	09.09.2013	10.189			0.000
10:18:24	09.09.2013	10.190			0.000
10:18:25	09.09.2013	10.189			0.000
10:18:26	09.09.2013	10.189			0.000
10:18:27	09.09.2013	10.189			0.000
10:18:28	09.09.2013	10.189			0.000
10:18:29	09.09.2013	10.189			0.000
10:18:30	09.09.2013	10.189			0.000
10:18:31	09.09.2013	10.189			0.000
10:18:32	09.09.2013	10.189			0.000
10:18:33	09.09.2013	10.189			0.000
10:18:34	09.09.2013	10.190			0.000
10:18:35	09.09.2013	10.189			0.000
10:18:36	09.09.2013	10.189			0.000
10:18:37	09.09.2013	10.189			0.000
10:18:38	09.09.2013	10.189			0.000
10:18:39	09.09.2013	10.189			0.000
10:18:40	09.09.2013	10.189			0.000
10:18:41	09.09.2013	10.189			0.000
10:18:42	09.09.2013	10.189			0.000
10:18:43	09.09.2013	10.189			0.000
10:18:44	09.09.2013	10.189			0.000
10:18:45	09.09.2013	10.189			0.000
10:18:46	09.09.2013	10.189			0.000
10:18:47	09.09.2013	10.189			0.000
10:18:48	09.09.2013	10.189			0.000
10:18:49	09.09.2013	10.189			0.000
10:18:50	09.09.2013	10.189			0.000
10:18:51	09.09.2013	10.189			0.000
10:18:52	09.09.2013	10.189			0.000
10:18:53	09.09.2013	10.189			0.000
10:18:54	09.09.2013	10.189			0.000
10:18:55	09.09.2013	10.189			0.000
10:18:56	09.09.2013	10.189			0.000
10:18:57	09.09.2013	10.189			0.000
10:18:58	09.09.2013	10.189			0.000
10:18:59	09.09.2013	10.189			0.000
10:19:00	09.09.2013	10.189			0.000
10:19:01	09.09.2013	10.189			0.000
10:19:02	09.09.2013	10.189			0.000
10:19:03	09.09.2013	10.190			0.000
10:19:04	09.09.2013	10.189			0.000
10:19:05	09.09.2013	10.189			0.000
10:19:06	09.09.2013	10.189			0.000
10:19:07	09.09.2013	10.189			0.000
10:19:08	09.09.2013	10.189			0.000
10:19:09	09.09.2013	10.190			0.000
10:19:10	09.09.2013	10.188			0.000
10:19:11	09.09.2013	10.189			0.000
10:19:12	09.09.2013	10.189			0.000
10:19:13	09.09.2013	10.188			0.000
10:19:14	09.09.2013	10.189			0.000
10:19:15	09.09.2013	10.189			0.000
10:19:16	09.09.2013	10.189			0.000
10:19:17	09.09.2013	10.188			0.000
10:19:18	09.09.2013	10.188			0.000
10:19:19	09.09.2013	10.188			0.000
10:19:20	09.09.2013	10.188			0.000
10:19:21	09.09.2013	10.188			0.000
10:19:22	09.09.2013	10.188			0.000
10:19:23	09.09.2013	10.189			0.000
10:19:24	09.09.2013	10.189			0.000
10:19:25	09.09.2013	10.189			0.000
10:19:26	09.09.2013	10.189			0.000
10:19:27	09.09.2013	10.190			0.000
10:19:28	09.09.2013	10.190			0.000
10:19:29	09.09.2013	10.190			0.000
10:19:30	09.09.2013	10.190			0.000
10:19:31	09.09.2013	10.190			0.000
10:19:32	09.09.2013	10.190			0.000
10:19:33	09.09.2013	10.190			0.000
10:19:34	09.09.2013	10.191			0.000
10:19:35	09.09.2013	10.191			0.000
10:19:36	09.09.2013	10.191			0.000
10:19:37	09.09.2013	10.191			0.000
10:19:38	09.09.2013	10.191			0.000
10:19:39	09.09.2013	10.191			0.000
10:19:40	09.09.2013	10.191			0.000
10:19:41	09.09.2013	10.191			0.000
10:19:42	09.09.2013	10.191			0.000
10:19:43	09.09.2013	10.191			0.000
10:19:44	09.09.2013	10.191			0.000
10:19:45	09.09.2013	10.191			0.000
10:19:46	09.09.2013	10.191			0.000
10:19:47	09.09.2013	10.191			0.000
10:19:48	09.09.2013	10.191			0.000
10:19:49	09.09.2013	10.191			0.000
10:19:50	09.09.2013	10.191			0.000
10:19:51	09.09.2013	10.191			0.000
10:19:52	09.09.2013	10.191			0.000
10:19:53	09.09.2013	10.191			0.000
10:19:54	09.09.2013	10.191			0.000
10:19:55	09.09.2013	10.191			0.000
10:19:56	09.09.2013	10.191			0.000
10:19:57	09.09.2013	10.191			0.000
10:19:58	09.09.2013	10.190			0.000
10:19:59	09.09.2013	10.191			0.000
10:20:00	09.09.2013	10.190			0.000
10:20:01	09.09.2013	10.191			0.000
10:20:02	09.09.2013	10.191			0.000
10:20:03	09.09.2013	10.191			0.000
10:20:04	09.09.2013	10.191			0.000
10:20:05	09.09.2013	10.191			0.000
10:20:06	09.09.2013	10.190			0.000
10:20:07	09.09.2013	10.190			0.000
10:20:08	09.09.2013	10.190			0.000
10:20:09	09.09.2013	10.190			0.000
10:20:10	09.09.2013	10.191			0.000
10:20:11	09.09.2013	10.191			0.000
10:20:12	09.09.2013	10.190			0.000
10:20:13	09.09.2013	10.189			0.000
10:20:14	09.09.2013	10.190			0.000
10:20:15	09.09.2013	10.190			0.000
10:20:16	09.09.2013	10.189			0.000
10:20:17	09.09.2013	10.187			0.000
10:20:18	09.09.2013	10.185			0.000
10:20:19	09.09.2013	10.187			0.000
10:20:20	09.09.2013	10.188			0.000
10:20:21	09.09.2013	10.188			0.000
10:20:22	09.09.2013	10.188			0.000
10:20:23	09.09.2013	10.189			0.000
10:20:24	09.09.2013	10.189			0.000
10:20:25	09.09.2013	10.190			0.000
10:20:26	09.09.2013	10.188			0.000
10:20:27	09.09.2013	10.188			0.000
10:20:28	09.09.2013	10.189			0.000
10:20:29	09.09.2013	10.189			0.000
10:20:30	09.09.2013	10.189			0.000
10:20:31	09.09.2013	10.188			0.000
10:20:32	09.09.2013	10.189			0.000
10:20:33	09.09.2013	10.189			0.000
10:20:34	09.09.2013	10.189			0.000
10:20:35	09.09.2013	10.189			0.000
10:20:36	09.09.2013	10.189			0.000
10:20:37	09.09.2013	10.188			0.000
10:20:38	09.09.2013	10.189			0.000
10:20:39	09.09.2013	10.189			0.000
10:20:40	09.09.2013	10.189			0.000
10:20:41	09.09.2013	10.189			0.000
10:20:42	09.09.2013	10.189			0.000
10:20:43	09.09.2013	10.189			0.000
10:20:44	09.09.2013	10.189			0.000
10:20:45	09.09.2013	10.189			0.000
10:20:46	09.09.2013	10.189			0.000
10:20:47	09.09.2013	10.189			0.000
10:20:48	09.09.2013	10.189			0.000
10:20:49	09.09.2013	10.189			0.000
10:20:50	09.09.2013	10.189			0.000
10:20:51	09.09.2013	10.189			0.000
10:20:52	09.09.2013	10.189			0.000
10:20:53	09.09.2013	10.189			0.000
10:20:54	09.09.2013	10.189			0.000
10:20:55	09.09.2013	10.189			0.000
10:20:56	09.09.2013	10.189			0.000
10:20:57	09.09.2013	10.189			0.000
10:20:58	09.09.2013	10.189			0.000
10:20:59	09.09.2013	10.190			0.000
10:21:00	09.09.2013	10.189			0.000
10:21:01	09.09.2013	10.189			0.000
10:21:02	09.09.2013	10.189			0.000
10:21:03	09.09.2013	10.190			0.000
10:21:04	09.09.2013	10.190			0.000
10:21:05	09.09.2013	10.191			0.000
10:21:06	09.09.2013	10.191			0.000
10:21:07	09.09.2013	10.191			0.000
10:21:08	09.09.2013	10.191			0.000
10:21:09	09.09.2013	10.191			0.000
10:21:10	09.09.2013	10.191			0.000
10:21:11	09.09.2013	10.191			0.000
10:21:12	09.09.2013	10.190			0.000
10:21:13	09.09.2013	10.190			0.000
10:21:14	09.09.2013	10.190			0.000
10:21:15	09.09.2013	10.190			0.000
10:21:16	09.09.2013	10.190			0.000
10:21:17	09.09.2013	10.189			0.000
10:21:18	09.09.2013	10.190			0.000
10:21:19	09.09.2013	10.190			0.000
10:21:20	09.09.2013	10.190			0.000
10:21:21	09.09.2013	10.190			0.000
10:21:22	09.09.2013	10.190			0.000
10:21:23	09.09.2013	10.190			0.000
10:21:24	09.09.2013	10.190			0.000
10:21:25	09.09.2013	10.190			0.000
10:21:26	09.09.2013	10.190			0.000
10:21:27	09.09.2013	10.190			0.000
10:21:28	09.09.2013	10.190			0.000
10:21:29	09.09.2013	10.190			0.000
10:21:30	09.09.2013	10.190			0.000
10:21:31	09.09.2013	10.190			0.000
10:21:32	09.09.2013	10.190			0.000
10:21:33	09.09.2013	10.190			0.000
10:21:34	09.09.2013	10.190			0.000
10:21:35	09.09.2013	10.190			0.000
10:21:36	09.09.2013	10.190			0.000
10:21:37	09.09.2013	10.190			0.000
10:21:38	09.09.2013	10.189			0.000
10:21:39	09.09.2013	10.190			0.000
10:21:40	09.09.2013	10.189			0.000
10:21:41	09.09.2013	10.189			0.000
10:21:42	09.09.2013	10.189			0.000
10:21:43	09.09.2013	10.189			0.000
10:21:44	09.09.2013	10.189			0.000
10:21:45	09.09.2013	10.189			0.000
10:21:46	09.09.2013	10.189			0.000
10:21:47	09.09.2013	10.189			0.000
10:21:48	09.09.2013	10.190			0.000
10:21:49	09.09.2013	10.189			0.000
10:21:50	09.09.2013	10.189			0.000
10:21:51	09.09.2013	10.189			0.000
10:21:52	09.09.2013	10.189			0.000
10:21:53	09.09.2013	10.189			0.000
10:21:54	09.09.2013	10.189			0.000
10:21:55	09.09.2013	10.189			0.000
10:21:56	09.09.2013	10.189			0.000
10:21:57	09.09.2013	10.189			0.000
10:21:58	09.09.2013	10.189			0.000
10:21:59	09.09.2013	10.189			0.000
10:22:00	09.09.2013	10.189			0.000
10:22:01	09.09.2013	10.189			0.000
10:22:02	09.09.2013	10.189			0.000
10:22:03	09.09.2013	10.189			0.000
10:22:04	09.09.2013	10.189			0.000
10:22:05	09.09.2013	10.189			0.000
10:22:06	09.09.2013	10.189			0.000
10:22:07	09.09.2013	10.189			0.000
10:22:08	09.09.2013	10.189			0.000
10:22:09	09.09.2013	10.188			0.000
10:22:10	09.09.2013	10.189			0.000
10:22:11	09.09.2013	10.189			0.000
10:22:12	09.09.2013	10.189			0.000
10:22:13	09.09.2013	10.189			0.000
10:22:14	09.09.2013	10.189			0.000
10:22:15	09.09.2013	10.189			0.000
10:22:16	09.09.2013	10.189			0.000
10:22:17	09.09.2013	10.189			0.000
10:22:18	09.09.2013	10.189			0.000
10:22:19	09.09.2013	10.189			0.000
10:22:20	09.09.2013	10.189			0.000
10:22:21	09.09.2013	10.189			0.000
10:22:22	09.09.2013	10.189			0.000
10:22:23	09.09.2013	10.189			0.000
10:22:24	09.09.2013	10.189			0.000
10:22:25	09.09.2013	10.189			0.000
10:22:26	09.09.2013	10.189			0.000
10:22:27	09.09.2013	10.189			0.000
10:22:28	09.09.2013	10.189			0.000
10:22:29	09.09.2013	10.189			0.000
10:22:30	09.09.2013	10.189			0.000
10:22:31	09.09.2013	10.189			0.000
10:22:32	09.09.2013	10.189			0.000
10:22:33	09.09.2013	10.189			0.000
10:22:34	09.09.2013	10.189			0.000
10:22:35	09.09.2013	10.189			0.000
10:22:36	09.09.2013	10.188			0.000
10:22:37	09.09.2013	10.189			0.000
10:22:38	09.09.2013	10.189			0.000
10:22:39	09.09.2013	10.189			0.000
10:22:40	09.09.2013	10.189			0.000
10:22:41	09.09.2013	10.189			0.000
10:22:42	09.09.2013	10.189			0.000
10:22:43	09.09.2013	10.189			0.000
10:22:44	09.09.2013	10.188			0.000
10:22:45	09.09.2013	10.189			0.000
10:22:46	09.09.2013	10.189			0.000
10:22:47	09.09.2013	10.189			0.000
10:22:48	09.09.2013	10.189			0.000
10:22:49	09.09.2013	10.189			0.000
10:22:50	09.09.2013	10.189			0.000
10:22:51	09.09.2013	10.189			0.000
10:22:52	09.09.2013	10.189			0.000
10:22:53	09.09.2013	10.188			0.000
10:22:54	09.09.2013	10.189			0.000
10:22:55	09.09.2013	10.188			0.000
10:22:56	09.09.2013	10.188			0.000
10:22:57	09.09.2013	10.189			0.000
10:22:58	09.09.2013	10.188			0.000
10:22:59	09.09.2013	10.189			0.000
10:23:00	09.09.2013	10.189			0.000
10:23:01	09.09.2013	10.189			0.000
10:23:02	09.09.2013	10.189			0.000
10:23:03	09.09.2013	10.189			0.000
10:23:04	09.09.2013	10.188			0.000
10:23:05	09.09.2013	10.188			0.000
10:23:06	09.09.2013	10.188			0.000
10:23:07	09.09.2013	10.189			0.000
10:23:08	09.09.2013	10.188			0.000
10:23:09	09.09.2013	10.188			0.000
10:23:10	09.09.2013	10.189			0.000
10:23:11	09.09.2013	10.188			0.000
10:23:12	09.09.2013	10.188			0.000
10:23:13	09.09.2013	10.189			0.000
10:23:14	09.09.2013	10.188			0.000
10:23:15	09.09.2013	10.188			0.000
10:23:16	09.09.2013	10.188			0.000
10:23:17	09.09.2013	10.188			0.000
10:23:18	09.09.2013	10.189			0.000
10:23:19	09.09.2013	10.189			0.000
10:23:20	09.09.2013	10.188			0.000
10:23:21	09.09.2013	10.189			0.000
10:23:22	09.09.2013	10.189			0.000
10:23:23	09.09.2013	10.188			0.000
10:23:24	09.09.2013	10.189			0.000
10:23:25	09.09.2013	10.189			0.000
10:23:26	09.09.2013	10.188			0.000
10:23:27	09.09.2013	10.188			0.000
10:23:28	09.09.2013	10.189			0.000
10:23:29	09.09.2013	10.189			0.000
10:23:30	09.09.2013	10.189			0.000
10:23:31	09.09.2013	10.189			0.000
10:23:32	09.09.2013	10.189			0.000
10:23:33	09.09.2013	10.189			0.000
10:23:34	09.09.2013	10.189			0.000
10:23:35	09.09.2013	10.189			0.000
10:23:36	09.09.2013	10.189			0.000
10:23:37	09.09.2013	10.189			0.000
10:23:38	09.09.2013	10.189			0.000
10:23:39	09.09.2013	10.189			0.000
10:23:40	09.09.2013	10.189			0.000
10:23:41	09.09.2013	10.189			0.000
10:23:42	09.09.2013	10.189			0.000
10:23:43	09.09.2013	10.189			0.000
10:23:44	09.09.2013	10.189			0.000
10:23:45	09.09.2013	10.189			0.000
10:23:46	09.09.2013	10.189			0.000
10:23:47	09.09.2013	10.189			0.000
10:23:48	09.09.2013	10.189			0.000
10:23:49	09.09.2013	10.188			0.000
10:23:50	09.09.2013	10.189			0.000
10:23:51	09.09.2013	10.189			0.000
10:23:52	09.09.2013	10.189			0.000
10:23:53	09.09.2013	10.189			0.000
10:23:54	09.09.2013	10.188			0.000
10:23:55	09.09.2013	10.189			0.000
10:23:56	09.09.2013	10.188			0.000
10:23:57	09.09.2013	10.189			0.000
10:23:58	09.09.2013	10.189			0.000
10:23:59	09.09.2013	10.189			0.000
10:24:00	09.09.2013	10.189			0.000
10:24:01	09.09.2013	10.188			0.000
10:24:02	09.09.2013	10.189			0.000
10:24:03	09.09.2013	10.189			0.000
10:24:04	09.09.2013	10.188			0.000
10:24:05	09.09.2013	10.189			0.000
10:24:06	09.09.2013	10.188			0.000
10:24:07	09.09.2013	10.188			0.000
10:24:08	09.09.2013	10.189			0.000
10:24:09	09.09.2013	10.189			0.000
10:24:10	09.09.2013	10.188			0.000
10:24:11	09.09.2013	10.189			0.000
10:24:12	09.09.2013	10.189			0.000
10:24:13	09.09.2013	10.188			0.000
10:24:14	09.09.2013	10.188			0.000
10:24:15	09.09.2013	10.189			0.000
10:24:16	09.09.2013	10.188			0.000
10:24:17	09.09.2013	10.189			0.000
10:24:18	09.09.2013	10.188			0.000
10:24:19	09.09.2013	10.188			0.000
10:24:20	09.09.2013	10.189			0.000
10:24:21	09.09.2013	10.188			0.000
10:24:22	09.09.2013	10.188			0.000
10:24:23	09.09.2013	10.188			0.000
10:24:24	09.09.2013	10.188			0.000
10:24:25	09.09.2013	10.188			0.000
10:24:26	09.09.2013	10.188			0.000
10:24:27	09.09.2013	10.188			0.000
10:24:28	09.09.2013	10.188			0.000
10:24:29	09.09.2013	10.189			0.000
10:24:30	09.09.2013	10.188			0.000
10:24:31	09.09.2013	10.188			0.000
10:24:32	09.09.2013	10.188			0.000
10:24:33	09.09.2013	10.188			0.000
10:24:34	09.09.2013	10.188			0.000
10:24:35	09.09.2013	10.188			0.000
10:24:36	09.09.2013	10.189			0.000
10:24:37	09.09.2013	10.189			0.000
10:24:38	09.09.2013	10.189			0.000
10:24:39	09.09.2013	10.188			0.000
10:24:40	09.09.2013	10.189			0.000
10:24:41	09.09.2013	10.188			0.000
10:24:42	09.09.2013	10.189			0.000
10:24:43	09.09.2013	10.189			0.000
10:24:44	09.09.2013	10.188			0.000
10:24:45	09.09.2013	10.188			0.000
10:24:46	09.09.2013	10.188			0.000
10:24:47	09.09.2013	10.189			0.000
10:24:48	09.09.2013	10.188			0.000
10:24:49	09.09.2013	10.188			0.000
10:24:50	09.09.2013	10.189			0.000
10:24:51	09.09.2013	10.188			0.000
10:24:52	09.09.2013	10.189			0.000
10:24:53	09.09.2013	10.189			0.000
10:24:54	09.09.2013	10.188			0.000
10:24:55	09.09.2013	10.188			0.000
10:24:56	09.09.2013	10.188			0.000
10:24:57	09.09.2013	10.188			0.000
10:24:58	09.09.2013	10.189			0.000
10:24:59	09.09.2013	10.188			0.000
10:25:00	09.09.2013	10.188			0.000
10:25:01	09.09.2013	10.188			0.000
10:25:02	09.09.2013	10.188			0.000
10:25:03	09.09.2013	10.188			0.000
10:25:04	09.09.2013	10.188			0.000
10:25:05	09.09.2013	10.188			0.000
10:25:06	09.09.2013	10.188			0.000
10:25:07	09.09.2013	10.188			0.000
10:25:08	09.09.2013	10.188			0.000
10:25:09	09.09.2013	10.188			0.000
10:25:10	09.09.2013	10.189			0.000
10:25:11	09.09.2013	10.188			0.000
10:25:12	09.09.2013	10.188			0.000
10:25:13	09.09.2013	10.188			0.000
10:25:14	09.09.2013	10.188			0.000
10:25:15	09.09.2013	10.189			0.000
10:25:16	09.09.2013	10.188			0.000
10:25:17	09.09.2013	10.189			0.000
10:25:18	09.09.2013	10.188			0.000
10:25:19	09.09.2013	10.189			0.000
10:25:20	09.09.2013	10.188			0.000
10:25:21	09.09.2013	10.188			0.000
10:25:22	09.09.2013	10.188			0.000
10:25:23	09.09.2013	10.188			0.000
10:25:24	09.09.2013	10.188			0.000
10:25:25	09.09.2013	10.189			0.000
10:25:26	09.09.2013	10.188			0.000
10:25:27	09.09.2013	10.188			0.000
10:25:28	09.09.2013	10.188			0.000
10:25:29	09.09.2013	10.188			0.000
10:25:30	09.09.2013	10.188			0.000
10:25:31	09.09.2013	10.188			0.000
10:25:32	09.09.2013	10.189			0.000
10:25:33	09.09.2013	10.189			0.000
10:25:34	09.09.2013	10.188			0.000
10:25:35	09.09.2013	10.188			0.000
10:25:36	09.09.2013	10.188			0.000
10:25:37	09.09.2013	10.188			0.000
10:25:38	09.09.2013	10.188			0.000
10:25:39	09.09.2013	10.188			0.000
10:25:40	09.09.2013	10.188			0.000
10:25:41	09.09.2013	10.188			0.000
10:25:42	09.09.2013	10.188			0.000
10:25:43	09.09.2013	10.189			0.000
10:25:44	09.09.2013	10.188			0.000
10:25:45	09.09.2013	10.188			0.000
10:25:46	09.09.2013	10.189			0.000
10:25:47	09.09.2013	10.188			0.000
10:25:48	09.09.2013	10.189			0.000
10:25:49	09.09.2013	10.188			0.000
10:25:50	09.09.2013	10.188			0.000
10:25:51	09.09.2013	10.188			0.000
10:25:52	09.09.2013	10.188			0.000
10:25:53	09.09.2013	10.188			0.000
10:25:54	09.09.2013	10.189			0.000
10:25:55	09.09.2013	10.188			0.000
10:25:56	09.09.2013	10.188			0.000
10:25:57	09.09.2013	10.188			0.000
10:25:58	09.09.2013	10.188			0.000
10:25:59	09.09.2013	10.189			0.000
10:26:00	09.09.2013	10.188			0.000
10:26:01	09.09.2013	10.189			0.000
10:26:02	09.09.2013	10.188			0.000
10:26:03	09.09.2013	10.188			0.000
10:26:04	09.09.2013	10.189			0.000
10:26:05	09.09.2013	10.188			0.000
10:26:06	09.09.2013	10.188			0.000
10:26:07	09.09.2013	10.188			0.000
10:26:08	09.09.2013	10.188			0.000
10:26:09	09.09.2013	10.188			0.000
10:26:10	09.09.2013	10.188			0.000
10:26:11	09.09.2013	10.188			0.000
10:26:12	09.09.2013	10.188			0.000
10:26:13	09.09.2013	10.188			0.000
10:26:14	09.09.2013	10.188			0.000
10:26:15	09.09.2013	10.188			0.000
10:26:16	09.09.2013	10.188			0.000
10:26:17	09.09.2013	10.188			0.000
10:26:18	09.09.2013	10.188			0.000
10:26:19	09.09.2013	10.188			0.000
10:26:20	09.09.2013	10.188			0.000
10:26:21	09.09.2013	10.189			0.000
10:26:22	09.09.2013	10.188			0.000
10:26:23	09.09.2013	10.188			0.000
10:26:24	09.09.2013	10.188			0.000
10:26:25	09.09.2013	10.188			0.000
10:26:26	09.09.2013	10.188			0.000
10:26:27	09.09.2013	10.188			0.000
10:26:28	09.09.2013	10.189			0.000
10:26:29	09.09.2013	10.188			0.000
10:26:30	09.09.2013	10.188			0.000
10:26:31	09.09.2013	10.188			0.000
10:26:32	09.09.2013	10.189			0.000
10:26:33	09.09.2013	10.188			0.000
10:26:34	09.09.2013	10.188			0.000
10:26:35	09.09.2013	10.188			0.000
10:26:36	09.09.2013	10.189			0.000
10:26:37	09.09.2013	10.188			0.000
10:26:38	09.09.2013	10.188			0.000
10:26:39	09.09.2013	10.188			0.000
10:26:40	09.09.2013	10.188			0.000
10:26:41	09.09.2013	10.188			0.000
10:26:42	09.09.2013	10.188			0.000
10:26:43	09.09.2013	10.188			0.000
10:26:44	09.09.2013	10.188			0.000
10:26:45	09.09.2013	10.188			0.000
10:26:46	09.09.2013	10.189			0.000
10:26:47	09.09.2013	10.189			0.000
10:26:48	09.09.2013	10.189			0.000
10:26:49	09.09.2013	10.188			0.000
10:26:50	09.09.2013	10.189			0.000
10:26:51	09.09.2013	10.188			0.000
10:26:52	09.09.2013	10.188			0.000
