Identification: H_W1	SN/TD: 542755/LKY-117	Firmware: FW1.13
Minimum value 10.185 mWS	Maximum value 10.191 mWS	Average value 10.189 mWS	Pressure_Type="rel"	
Time	Date	Pressure [mWS]	Temperature [°C]	Conductivity [mS/cm]	Counter [mm]	
10:26:53	09.09.2013	10.188			0.000
10:26:54	09.09.2013	10.188			0.000
10:26:55	09.09.2013	10.188			0.000
10:26:56	09.09.2013	10.189			0.000
10:26:57	09.09.2013	10.188			0.000
10:26:58	09.09.2013	10.188			0.000
10:26:59	09.09.2013	10.188			0.000
10:27:00	09.09.2013	10.188			0.000
10:27:01	09.09.2013	10.188			0.000
10:27:02	09.09.2013	10.188			0.000
10:27:03	09.09.2013	10.188			0.000
10:27:04	09.09.2013	10.188			0.000
10:27:05	09.09.2013	10.188			0.000
10:27:06	09.09.2013	10.189			0.000
10:27:07	09.09.2013	10.188			0.000
10:27:08	09.09.2013	10.188			0.000
10:27:09	09.09.2013	10.188			0.000
10:27:10	09.09.2013	10.188			0.000
10:27:11	09.09.2013	10.188			0.000
10:27:12	09.09.2013	10.188			0.000
10:27:13	09.09.2013	10.188			0.000
10:27:14	09.09.2013	10.188			0.000
10:27:15	09.09.2013	10.189			0.000
10:27:16	09.09.2013	10.188			0.000
10:27:17	09.09.2013	10.188			0.000
10:27:18	09.09.2013	10.188			0.000
10:27:19	09.09.2013	10.189			0.000
10:27:20	09.09.2013	10.188			0.000
10:27:21	09.09.2013	10.188			0.000
10:27:22	09.09.2013	10.188			0.000
10:27:23	09.09.2013	10.188			0.000
10:27:24	09.09.2013	10.188			0.000
10:27:25	09.09.2013	10.188			0.000
10:27:26	09.09.2013	10.188			0.000
10:27:27	09.09.2013	10.188			0.000
10:27:28	09.09.2013	10.188			0.000
10:27:29	09.09.2013	10.188			0.000
10:27:30	09.09.2013	10.188			0.000
10:27:31	09.09.2013	10.189			0.000
10:27:32	09.09.2013	10.188			0.000
10:27:33	09.09.2013	10.189			0.000
10:27:34	09.09.2013	10.188			0.000
10:27:35	09.09.2013	10.189			0.000
10:27:36	09.09.2013	10.188			0.000
10:27:37	09.09.2013	10.189			0.000
10:27:38	09.09.2013	10.188			0.000
10:27:39	09.09.2013	10.189			0.000
10:27:40	09.09.2013	10.188			0.000
10:27:41	09.09.2013	10.188			0.000
10:27:42	09.09.2013	10.188			0.000
10:27:43	09.09.2013	10.188			0.000
10:27:44	09.09.2013	10.188			0.000
10:27:45	09.09.2013	10.188			0.000
10:27:46	09.09.2013	10.188			0.000
10:27:47	09.09.2013	10.188			0.000
10:27:48	09.09.2013	10.188			0.000
10:27:49	09.09.2013	10.188			0.000
10:27:50	09.09.2013	10.188			0.000
10:27:51	09.09.2013	10.188			0.000
10:27:52	09.09.2013	10.188			0.000
10:27:53	09.09.2013	10.188			0.000
10:27:54	09.09.2013	10.188			0.000
10:27:55	09.09.2013	10.189			0.000
10:27:56	09.09.2013	10.188			0.000
10:27:57	09.09.2013	10.188			0.000
10:27:58	09.09.2013	10.188			0.000
10:27:59	09.09.2013	10.188			0.000
10:28:00	09.09.2013	10.188			0.000
10:28:01	09.09.2013	10.188			0.000
10:28:02	09.09.2013	10.188			0.000
10:28:03	09.09.2013	10.188			0.000
10:28:04	09.09.2013	10.188			0.000
10:28:05	09.09.2013	10.188			0.000
10:28:06	09.09.2013	10.188			0.000
10:28:07	09.09.2013	10.188			0.000
10:28:08	09.09.2013	10.188			0.000
10:28:09	09.09.2013	10.188			0.000
10:28:10	09.09.2013	10.188			0.000
10:28:11	09.09.2013	10.188			0.000
10:28:12	09.09.2013	10.188			0.000
10:28:13	09.09.2013	10.188			0.000
10:28:14	09.09.2013	10.188			0.000
10:28:15	09.09.2013	10.188			0.000
10:28:16	09.09.2013	10.188			0.000
10:28:17	09.09.2013	10.188			0.000
10:28:18	09.09.2013	10.189			0.000
10:28:19	09.09.2013	10.188			0.000
10:28:20	09.09.2013	10.188			0.000
10:28:21	09.09.2013	10.189			0.000
10:28:22	09.09.2013	10.188			0.000
10:28:23	09.09.2013	10.188			0.000
10:28:24	09.09.2013	10.188			0.000
10:28:25	09.09.2013	10.188			0.000
10:28:26	09.09.2013	10.188			0.000
10:28:27	09.09.2013	10.189			0.000
10:28:28	09.09.2013	10.188			0.000
10:28:29	09.09.2013	10.189			0.000
10:28:30	09.09.2013	10.189			0.000
10:28:31	09.09.2013	10.188			0.000
10:28:32	09.09.2013	10.188			0.000
10:28:33	09.09.2013	10.188			0.000
10:28:34	09.09.2013	10.188			0.000
10:28:35	09.09.2013	10.188			0.000
10:28:36	09.09.2013	10.188			0.000
10:28:37	09.09.2013	10.188			0.000
10:28:38	09.09.2013	10.188			0.000
10:28:39	09.09.2013	10.188			0.000
10:28:40	09.09.2013	10.188			0.000
10:28:41	09.09.2013	10.188			0.000
10:28:42	09.09.2013	10.188			0.000
10:28:43	09.09.2013	10.188			0.000
10:28:44	09.09.2013	10.188			0.000
10:28:45	09.09.2013	10.188			0.000
10:28:46	09.09.2013	10.188			0.000
10:28:47	09.09.2013	10.188			0.000
10:28:48	09.09.2013	10.188			0.000
10:28:49	09.09.2013	10.188			0.000
10:28:50	09.09.2013	10.188			0.000
10:28:51	09.09.2013	10.188			0.000
10:28:52	09.09.2013	10.188			0.000
10:28:53	09.09.2013	10.189			0.000
10:28:54	09.09.2013	10.188			0.000
10:28:55	09.09.2013	10.188			0.000
10:28:56	09.09.2013	10.188			0.000
10:28:57	09.09.2013	10.188			0.000
10:28:58	09.09.2013	10.188			0.000
10:28:59	09.09.2013	10.188			0.000
10:29:00	09.09.2013	10.188			0.000
10:29:01	09.09.2013	10.189			0.000
10:29:02	09.09.2013	10.188			0.000
10:29:03	09.09.2013	10.188			0.000
10:29:04	09.09.2013	10.188			0.000
10:29:05	09.09.2013	10.188			0.000
10:29:06	09.09.2013	10.188			0.000
10:29:07	09.09.2013	10.188			0.000
10:29:08	09.09.2013	10.189			0.000
10:29:09	09.09.2013	10.188			0.000
10:29:10	09.09.2013	10.188			0.000
10:29:11	09.09.2013	10.188			0.000
10:29:12	09.09.2013	10.188			0.000
10:29:13	09.09.2013	10.188			0.000
10:29:14	09.09.2013	10.188			0.000
10:29:15	09.09.2013	10.188			0.000
10:29:16	09.09.2013	10.189			0.000
10:29:17	09.09.2013	10.188			0.000
10:29:18	09.09.2013	10.188			0.000
10:29:19	09.09.2013	10.188			0.000
10:29:20	09.09.2013	10.188			0.000
10:29:21	09.09.2013	10.188			0.000
10:29:22	09.09.2013	10.188			0.000
10:29:23	09.09.2013	10.188			0.000
10:29:24	09.09.2013	10.188			0.000
10:29:25	09.09.2013	10.188			0.000
10:29:26	09.09.2013	10.188			0.000
10:29:27	09.09.2013	10.189			0.000
10:29:28	09.09.2013	10.188			0.000
10:29:29	09.09.2013	10.188			0.000
10:29:30	09.09.2013	10.188			0.000
10:29:31	09.09.2013	10.188			0.000
10:29:32	09.09.2013	10.188			0.000
10:29:33	09.09.2013	10.188			0.000
10:29:34	09.09.2013	10.189			0.000
10:29:35	09.09.2013	10.188			0.000
10:29:36	09.09.2013	10.188			0.000
10:29:37	09.09.2013	10.188			0.000
10:29:38	09.09.2013	10.188			0.000
10:29:39	09.09.2013	10.188			0.000
10:29:40	09.09.2013	10.188			0.000
10:29:41	09.09.2013	10.188			0.000
10:29:42	09.09.2013	10.188			0.000
10:29:43	09.09.2013	10.188			0.000
10:29:44	09.09.2013	10.188			0.000
10:29:45	09.09.2013	10.188			0.000
10:29:46	09.09.2013	10.188			0.000
10:29:47	09.09.2013	10.188			0.000
10:29:48	09.09.2013	10.188			0.000
10:29:49	09.09.2013	10.189			0.000
10:29:50	09.09.2013	10.189			0.000
10:29:51	09.09.2013	10.188			0.000
10:29:52	09.09.2013	10.188			0.000
10:29:53	09.09.2013	10.188			0.000
10:29:54	09.09.2013	10.188			0.000
10:29:55	09.09.2013	10.188			0.000
10:29:56	09.09.2013	10.188			0.000
10:29:57	09.09.2013	10.188			0.000
10:29:58	09.09.2013	10.188			0.000
10:29:59	09.09.2013	10.188			0.000
10:30:00	09.09.2013	10.188			0.000
10:30:01	09.09.2013	10.188			0.000
10:30:02	09.09.2013	10.188			0.000
10:30:03	09.09.2013	10.188			0.000
10:30:04	09.09.2013	10.188			0.000
10:30:05	09.09.2013	10.188			0.000
10:30:06	09.09.2013	10.188			0.000
10:30:07	09.09.2013	10.188			0.000
10:30:08	09.09.2013	10.188			0.000
10:30:09	09.09.2013	10.188			0.000
10:30:10	09.09.2013	10.188			0.000
10:30:11	09.09.2013	10.188			0.000
10:30:12	09.09.2013	10.188			0.000
10:30:13	09.09.2013	10.188			0.000
10:30:14	09.09.2013	10.188			0.000
10:30:15	09.09.2013	10.188			0.000
10:30:16	09.09.2013	10.188			0.000
10:30:17	09.09.2013	10.188			0.000
10:30:18	09.09.2013	10.188			0.000
10:30:19	09.09.2013	10.188			0.000
10:30:20	09.09.2013	10.188			0.000
10:30:21	09.09.2013	10.189			0.000
10:30:22	09.09.2013	10.188			0.000
10:30:23	09.09.2013	10.188			0.000
10:30:24	09.09.2013	10.188			0.000
10:30:25	09.09.2013	10.188			0.000
10:30:26	09.09.2013	10.188			0.000
10:30:27	09.09.2013	10.188			0.000
10:30:28	09.09.2013	10.188			0.000
10:30:29	09.09.2013	10.188			0.000
10:30:30	09.09.2013	10.188			0.000
10:30:31	09.09.2013	10.188			0.000
10:30:32	09.09.2013	10.188			0.000
10:30:33	09.09.2013	10.188			0.000
10:30:34	09.09.2013	10.188			0.000
10:30:35	09.09.2013	10.188			0.000
10:30:36	09.09.2013	10.188			0.000
10:30:37	09.09.2013	10.188			0.000
10:30:38	09.09.2013	10.188			0.000
10:30:39	09.09.2013	10.189			0.000
10:30:40	09.09.2013	10.188			0.000
10:30:41	09.09.2013	10.188			0.000
10:30:42	09.09.2013	10.189			0.000
10:30:43	09.09.2013	10.188			0.000
10:30:44	09.09.2013	10.188			0.000
10:30:45	09.09.2013	10.189			0.000
10:30:46	09.09.2013	10.188			0.000
10:30:47	09.09.2013	10.189			0.000
10:30:48	09.09.2013	10.188			0.000
10:30:49	09.09.2013	10.188			0.000
10:30:50	09.09.2013	10.188			0.000
10:30:51	09.09.2013	10.188			0.000
10:30:52	09.09.2013	10.188			0.000
10:30:53	09.09.2013	10.188			0.000
10:30:54	09.09.2013	10.188			0.000
10:30:55	09.09.2013	10.188			0.000
10:30:56	09.09.2013	10.188			0.000
10:30:57	09.09.2013	10.188			0.000
10:30:58	09.09.2013	10.188			0.000
10:30:59	09.09.2013	10.188			0.000
10:31:00	09.09.2013	10.188			0.000
10:31:01	09.09.2013	10.188			0.000
10:31:02	09.09.2013	10.188			0.000
10:31:03	09.09.2013	10.188			0.000
10:31:04	09.09.2013	10.188			0.000
10:31:05	09.09.2013	10.188			0.000
10:31:06	09.09.2013	10.188			0.000
10:31:07	09.09.2013	10.188			0.000
10:31:08	09.09.2013	10.188			0.000
10:31:09	09.09.2013	10.189			0.000
10:31:10	09.09.2013	10.188			0.000
10:31:11	09.09.2013	10.188			0.000
10:31:12	09.09.2013	10.188			0.000
10:31:13	09.09.2013	10.188			0.000
10:31:14	09.09.2013	10.188			0.000
10:31:15	09.09.2013	10.188			0.000
10:31:16	09.09.2013	10.188			0.000
10:31:17	09.09.2013	10.188			0.000
10:31:18	09.09.2013	10.188			0.000
10:31:19	09.09.2013	10.188			0.000
10:31:20	09.09.2013	10.188			0.000
10:31:21	09.09.2013	10.188			0.000
10:31:22	09.09.2013	10.188			0.000
10:31:23	09.09.2013	10.188			0.000
10:31:24	09.09.2013	10.188			0.000
10:31:25	09.09.2013	10.188			0.000
10:31:26	09.09.2013	10.188			0.000
10:31:27	09.09.2013	10.188			0.000
10:31:28	09.09.2013	10.188			0.000
10:31:29	09.09.2013	10.188			0.000
10:31:30	09.09.2013	10.188			0.000
10:31:31	09.09.2013	10.188			0.000
10:31:32	09.09.2013	10.188			0.000
10:31:33	09.09.2013	10.188			0.000
10:31:34	09.09.2013	10.188			0.000
10:31:35	09.09.2013	10.188			0.000
10:31:36	09.09.2013	10.188			0.000
10:31:37	09.09.2013	10.188			0.000
10:31:38	09.09.2013	10.188			0.000
10:31:39	09.09.2013	10.188			0.000
10:31:40	09.09.2013	10.188			0.000
10:31:41	09.09.2013	10.188			0.000
10:31:42	09.09.2013	10.188			0.000
10:31:43	09.09.2013	10.188			0.000
10:31:44	09.09.2013	10.188			0.000
10:31:45	09.09.2013	10.189			0.000
10:31:46	09.09.2013	10.188			0.000
10:31:47	09.09.2013	10.188			0.000
10:31:48	09.09.2013	10.188			0.000
10:31:49	09.09.2013	10.188			0.000
10:31:50	09.09.2013	10.188			0.000
10:31:51	09.09.2013	10.188			0.000
10:31:52	09.09.2013	10.188			0.000
10:31:53	09.09.2013	10.188			0.000
10:31:54	09.09.2013	10.188			0.000
10:31:55	09.09.2013	10.188			0.000
10:31:56	09.09.2013	10.188			0.000
10:31:57	09.09.2013	10.188			0.000
10:31:58	09.09.2013	10.188			0.000
10:31:59	09.09.2013	10.188			0.000
10:32:00	09.09.2013	10.188			0.000
10:32:01	09.09.2013	10.188			0.000
10:32:02	09.09.2013	10.188			0.000
10:32:03	09.09.2013	10.188			0.000
10:32:04	09.09.2013	10.188			0.000
10:32:05	09.09.2013	10.188			0.000
10:32:06	09.09.2013	10.188			0.000
10:32:07	09.09.2013	10.188			0.000
10:32:08	09.09.2013	10.188			0.000
10:32:09	09.09.2013	10.188			0.000
10:32:10	09.09.2013	10.188			0.000
10:32:11	09.09.2013	10.188			0.000
10:32:12	09.09.2013	10.188			0.000
10:32:13	09.09.2013	10.188			0.000
10:32:14	09.09.2013	10.188			0.000
10:32:15	09.09.2013	10.188			0.000
10:32:16	09.09.2013	10.188			0.000
10:32:17	09.09.2013	10.188			0.000
10:32:18	09.09.2013	10.188			0.000
10:32:19	09.09.2013	10.188			0.000
10:32:20	09.09.2013	10.188			0.000
10:32:21	09.09.2013	10.188			0.000
10:32:22	09.09.2013	10.188			0.000
10:32:23	09.09.2013	10.188			0.000
10:32:24	09.09.2013	10.188			0.000
10:32:25	09.09.2013	10.188			0.000
10:32:26	09.09.2013	10.188			0.000
10:32:27	09.09.2013	10.188			0.000
10:32:28	09.09.2013	10.188			0.000
10:32:29	09.09.2013	10.188			0.000
10:32:30	09.09.2013	10.188			0.000
10:32:31	09.09.2013	10.188			0.000
10:32:32	09.09.2013	10.188			0.000
10:32:33	09.09.2013	10.188			0.000
10:32:34	09.09.2013	10.188			0.000
10:32:35	09.09.2013	10.188			0.000
10:32:36	09.09.2013	10.188			0.000
10:32:37	09.09.2013	10.188			0.000
10:32:38	09.09.2013	10.188			0.000
10:32:39	09.09.2013	10.188			0.000
10:32:40	09.09.2013	10.188			0.000
10:32:41	09.09.2013	10.188			0.000
10:32:42	09.09.2013	10.189			0.000
10:32:43	09.09.2013	10.189			0.000
10:32:44	09.09.2013	10.188			0.000
10:32:45	09.09.2013	10.188			0.000
10:32:46	09.09.2013	10.188			0.000
10:32:47	09.09.2013	10.188			0.000
10:32:48	09.09.2013	10.188			0.000
10:32:49	09.09.2013	10.188			0.000
10:32:50	09.09.2013	10.188			0.000
10:32:51	09.09.2013	10.188			0.000
10:32:52	09.09.2013	10.188			0.000
10:32:53	09.09.2013	10.188			0.000
10:32:54	09.09.2013	10.188			0.000
10:32:55	09.09.2013	10.188			0.000
10:32:56	09.09.2013	10.188			0.000
10:32:57	09.09.2013	10.188			0.000
10:32:58	09.09.2013	10.188			0.000
10:32:59	09.09.2013	10.188			0.000
10:33:00	09.09.2013	10.188			0.000
10:33:01	09.09.2013	10.188			0.000
10:33:02	09.09.2013	10.189			0.000
10:33:03	09.09.2013	10.188			0.000
10:33:04	09.09.2013	10.188			0.000
10:33:05	09.09.2013	10.188			0.000
10:33:06	09.09.2013	10.188			0.000
10:33:07	09.09.2013	10.188			0.000
10:33:08	09.09.2013	10.188			0.000
10:33:09	09.09.2013	10.188			0.000
10:33:10	09.09.2013	10.188			0.000
10:33:11	09.09.2013	10.188			0.000
10:33:12	09.09.2013	10.188			0.000
10:33:13	09.09.2013	10.188			0.000
10:33:14	09.09.2013	10.188			0.000
10:33:15	09.09.2013	10.188			0.000
10:33:16	09.09.2013	10.188			0.000
10:33:17	09.09.2013	10.188			0.000
10:33:18	09.09.2013	10.188			0.000
10:33:19	09.09.2013	10.188			0.000
10:33:20	09.09.2013	10.188			0.000
10:33:21	09.09.2013	10.188			0.000
10:33:22	09.09.2013	10.188			0.000
10:33:23	09.09.2013	10.188			0.000
10:33:24	09.09.2013	10.188			0.000
10:33:25	09.09.2013	10.188			0.000
10:33:26	09.09.2013	10.188			0.000
10:33:27	09.09.2013	10.188			0.000
10:33:28	09.09.2013	10.188			0.000
10:33:29	09.09.2013	10.188			0.000
10:33:30	09.09.2013	10.188			0.000
10:33:31	09.09.2013	10.188			0.000
10:33:32	09.09.2013	10.188			0.000
10:33:33	09.09.2013	10.188			0.000
10:33:34	09.09.2013	10.188			0.000
10:33:35	09.09.2013	10.188			0.000
10:33:36	09.09.2013	10.188			0.000
10:33:37	09.09.2013	10.188			0.000
10:33:38	09.09.2013	10.189			0.000
10:33:39	09.09.2013	10.189			0.000
10:33:40	09.09.2013	10.189			0.000
10:33:41	09.09.2013	10.189			0.000
10:33:42	09.09.2013	10.189			0.000
10:33:43	09.09.2013	10.189			0.000
10:33:44	09.09.2013	10.189			0.000
10:33:45	09.09.2013	10.189			0.000
10:33:46	09.09.2013	10.189			0.000
10:33:47	09.09.2013	10.189			0.000
10:33:48	09.09.2013	10.189			0.000
10:33:49	09.09.2013	10.189			0.000
10:33:50	09.09.2013	10.189			0.000
10:33:51	09.09.2013	10.189			0.000
10:33:52	09.09.2013	10.189			0.000
10:33:53	09.09.2013	10.189			0.000
10:33:54	09.09.2013	10.189			0.000
10:33:55	09.09.2013	10.189			0.000
10:33:56	09.09.2013	10.190			0.000
10:33:57	09.09.2013	10.190			0.000
10:33:58	09.09.2013	10.190			0.000
10:33:59	09.09.2013	10.189			0.000
10:34:00	09.09.2013	10.190			0.000
10:34:01	09.09.2013	10.189			0.000
10:34:02	09.09.2013	10.190			0.000
10:34:03	09.09.2013	10.189			0.000
10:34:04	09.09.2013	10.189			0.000
10:34:05	09.09.2013	10.189			0.000
10:34:06	09.09.2013	10.189			0.000
10:34:07	09.09.2013	10.190			0.000
10:34:08	09.09.2013	10.190			0.000
10:34:09	09.09.2013	10.190			0.000
10:34:10	09.09.2013	10.190			0.000
10:34:11	09.09.2013	10.190			0.000
10:34:12	09.09.2013	10.190			0.000
10:34:13	09.09.2013	10.191			0.000
10:34:14	09.09.2013	10.190			0.000
10:34:15	09.09.2013	10.190			0.000
10:34:16	09.09.2013	10.190			0.000
10:34:17	09.09.2013	10.190			0.000
10:34:18	09.09.2013	10.190			0.000
10:34:19	09.09.2013	10.190			0.000
10:34:20	09.09.2013	10.190			0.000
10:34:21	09.09.2013	10.190			0.000
10:34:22	09.09.2013	10.190			0.000
10:34:23	09.09.2013	10.190			0.000
10:34:24	09.09.2013	10.190			0.000
10:34:25	09.09.2013	10.190			0.000
10:34:26	09.09.2013	10.190			0.000
10:34:27	09.09.2013	10.190			0.000
10:34:28	09.09.2013	10.189			0.000
10:34:29	09.09.2013	10.189			0.000
10:34:30	09.09.2013	10.189			0.000
10:34:31	09.09.2013	10.190			0.000
10:34:32	09.09.2013	10.190			0.000
10:34:33	09.09.2013	10.189			0.000
10:34:34	09.09.2013	10.190			0.000
10:34:35	09.09.2013	10.189			0.000
10:34:36	09.09.2013	10.189			0.000
10:34:37	09.09.2013	10.189			0.000
10:34:38	09.09.2013	10.189			0.000
10:34:39	09.09.2013	10.189			0.000
10:34:40	09.09.2013	10.189			0.000
10:34:41	09.09.2013	10.189			0.000
10:34:42	09.09.2013	10.189			0.000
10:34:43	09.09.2013	10.189			0.000
10:34:44	09.09.2013	10.189			0.000
10:34:45	09.09.2013	10.189			0.000
10:34:46	09.09.2013	10.188			0.000
10:34:47	09.09.2013	10.189			0.000
10:34:48	09.09.2013	10.189			0.000
10:34:49	09.09.2013	10.189			0.000
10:34:50	09.09.2013	10.188			0.000
10:34:51	09.09.2013	10.189			0.000
10:34:52	09.09.2013	10.188			0.000
10:34:53	09.09.2013	10.189			0.000
10:34:54	09.09.2013	10.189			0.000
10:34:55	09.09.2013	10.188			0.000
10:34:56	09.09.2013	10.189			0.000
10:34:57	09.09.2013	10.189			0.000
10:34:58	09.09.2013	10.189			0.000
10:34:59	09.09.2013	10.189			0.000
10:35:00	09.09.2013	10.188			0.000
10:35:01	09.09.2013	10.189			0.000
10:35:02	09.09.2013	10.189			0.000
10:35:03	09.09.2013	10.188			0.000
10:35:04	09.09.2013	10.188			0.000
10:35:05	09.09.2013	10.188			0.000
10:35:06	09.09.2013	10.189			0.000
10:35:07	09.09.2013	10.188			0.000
10:35:08	09.09.2013	10.188			0.000
10:35:09	09.09.2013	10.188			0.000
10:35:10	09.09.2013	10.188			0.000
10:35:11	09.09.2013	10.189			0.000
10:35:12	09.09.2013	10.188			0.000
10:35:13	09.09.2013	10.188			0.000
10:35:14	09.09.2013	10.188			0.000
10:35:15	09.09.2013	10.188			0.000
10:35:16	09.09.2013	10.188			0.000
10:35:17	09.09.2013	10.189			0.000
10:35:18	09.09.2013	10.188			0.000
10:35:19	09.09.2013	10.188			0.000
10:35:20	09.09.2013	10.188			0.000
10:35:21	09.09.2013	10.189			0.000
10:35:22	09.09.2013	10.189			0.000
10:35:23	09.09.2013	10.188			0.000
10:35:24	09.09.2013	10.189			0.000
10:35:25	09.09.2013	10.188			0.000
10:35:26	09.09.2013	10.188			0.000
10:35:27	09.09.2013	10.188			0.000
10:35:28	09.09.2013	10.188			0.000
10:35:29	09.09.2013	10.189			0.000
10:35:30	09.09.2013	10.188			0.000
10:35:31	09.09.2013	10.188			0.000
10:35:32	09.09.2013	10.188			0.000
10:35:33	09.09.2013	10.188			0.000
10:35:34	09.09.2013	10.189			0.000
10:35:35	09.09.2013	10.188			0.000
10:35:36	09.09.2013	10.188			0.000
10:35:37	09.09.2013	10.188			0.000
10:35:38	09.09.2013	10.189			0.000
10:35:39	09.09.2013	10.188			0.000
10:35:40	09.09.2013	10.188			0.000
10:35:41	09.09.2013	10.188			0.000
10:35:42	09.09.2013	10.188			0.000
10:35:43	09.09.2013	10.188			0.000
10:35:44	09.09.2013	10.188			0.000
10:35:45	09.09.2013	10.188			0.000
10:35:46	09.09.2013	10.188			0.000
10:35:47	09.09.2013	10.188			0.000
10:35:48	09.09.2013	10.188			0.000
10:35:49	09.09.2013	10.188			0.000
10:35:50	09.09.2013	10.188			0.000
10:35:51	09.09.2013	10.188			0.000
10:35:52	09.09.2013	10.188			0.000
10:35:53	09.09.2013	10.188			0.000
10:35:54	09.09.2013	10.187			0.000
10:35:55	09.09.2013	10.188			0.000
10:35:56	09.09.2013	10.188			0.000
10:35:57	09.09.2013	10.187			0.000
10:35:58	09.09.2013	10.187			0.000
10:35:59	09.09.2013	10.188			0.000
10:36:00	09.09.2013	10.188			0.000
10:36:01	09.09.2013	10.187			0.000
10:36:02	09.09.2013	10.187			0.000
10:36:03	09.09.2013	10.188			0.000
10:36:04	09.09.2013	10.188			0.000
10:36:05	09.09.2013	10.188			0.000
10:36:06	09.09.2013	10.187			0.000
10:36:07	09.09.2013	10.187			0.000
10:36:08	09.09.2013	10.188			0.000
10:36:09	09.09.2013	10.188			0.000
10:36:10	09.09.2013	10.188			0.000
10:36:11	09.09.2013	10.187			0.000
10:36:12	09.09.2013	10.187			0.000
10:36:13	09.09.2013	10.188			0.000
