Date & Time;Conduct [uS/cm];Resist [ohm*cm];RawResist [ohm];Temp [C];OperTime [d];SerialNumber;I  [mA];I [mA];Latit GPS;Lontit GPS;Altit GPS [m];Battery [V];DeviceID
13.05.2013 10:30:00;1,9;513416,1;201669,8;15,1;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,53;002C885B
13.05.2013 10:35:00;1,9;520227,1;201822,4;15,3;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,53;002C885B
13.05.2013 10:40:00;1,9;516880,8;200524,2;15,33;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 10:45:00;1,9;519726,7;201628,3;15,46;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 10:50:00;1,9;514283;199516,4;15,55;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 10:55:00;1,9;520620,2;201974,9;15,72;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:00:00;1,9;537539;205995,4;15,89;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:05:00;1,8;548128,3;210053,4;15,99;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:10:00;1,9;530300,4;203221,5;15,79;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,57;002C885B
13.05.2013 11:15:00;1,9;531752,9;203778,1;15,78;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:20:00;1,9;521463;202301,9;15,75;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:25:00;1,9;521847;202450,9;15,71;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:30:00;1,9;522362,5;200179,5;15,89;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:35:00;1,9;533164,2;204318,9;15,78;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:40:00;1,9;536445,8;205576,5;15,9;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 11:45:00;1,9;523428,9;200588,2;15,86;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:50:00;1,9;530635,3;203349,8;15,87;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 11:55:00;1,9;520747,5;199560,6;15,76;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:00:00;1,9;537261,6;205889,1;15,89;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:05:00;1,9;529358,2;202860,4;15,92;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:10:00;1,9;534659,7;204892;16,06;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 12:15:00;1,9;532578,7;204094,5;16,16;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:20:00;1,9;527896,9;202300,4;16,18;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:25:00;1,8;541236,5;207412,4;16,19;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:30:00;1,9;532340,2;204003,1;16,18;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:35:00;1,8;543366,7;205719,9;16,26;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:40:00;1,8;543043,2;205597,4;16,38;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,57;002C885B
13.05.2013 12:45:00;1,8;541401,4;204975,8;16,26;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 12:50:00;1,8;544981,9;206331,4;16,34;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 12:55:00;1,8;548371,1;207614,6;16,47;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 13:00:00;1,8;545169,2;206402,3;16,54;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 13:05:00;1,8;545034,4;206351,3;16,52;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 13:10:00;1,8;548720,4;207746,9;16,43;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:15:00;1,9;539798,9;204369,2;16,41;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:20:00;1,9;540106,1;204485,5;16,42;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:25:00;1,8;551617,8;208843,8;16,49;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:30:00;1,8;550102,1;208270;16,64;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:35:00;1,8;548220,1;207557,4;16,61;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:40:00;1,8;547689,5;207356,5;16,57;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:45:00;1,9;538085,4;203720,4;16,47;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:50:00;1,8;551089,8;208643,9;16,39;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 13:55:00;1,8;541244,7;204916,5;16,42;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:00:00;1,8;547858,9;207420,7;16,28;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:10:00;1,9;538853,3;206499,1;16,09;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:15:00;1,8;540822,1;207253,6;16,12;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:20:00;1,9;529101,9;202762,2;16,15;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:25:00;1,8;544619,1;206194,1;16,36;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:30:00;1,8;547783,9;207392,3;16,37;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:35:00;1,8;556934,4;210856,7;16,44;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,6;002C885B
13.05.2013 14:40:00;1,8;551218,2;208692,5;16,56;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:45:00;1,8;548313,7;207592,9;16,61;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:50:00;1,8;550958;208594;16,52;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 14:55:00;1,8;552015,9;208994,5;16,41;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:00:00;1,9;534748,2;204925,9;16,23;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:05:00;1,8;542492,6;207893,8;16,14;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,62;002C885B
13.05.2013 15:10:00;1,8;542783,8;208005,3;16,1;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:15:00;1,8;549682,4;210649;16,13;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:20:00;1,8;542543,8;207913,4;16,11;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:25:00;1,8;543185,9;208159,4;16,09;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:30:00;1,9;540434,9;207105,2;16,18;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:35:00;1,9;531752,4;203777,9;16,2;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,59;002C885B
13.05.2013 15:40:00;1,8;542603,1;205430,8;16,28;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:45:00;1,9;539781,9;204362,7;16,37;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:50:00;1,8;540637,4;204686,6;16,42;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 15:55:00;1,9;539902,2;204408,3;16,46;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:00:00;1,8;546657,1;206965,7;16,48;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:05:00;1,8;546371,5;206857,5;16,53;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,59;002C885B
13.05.2013 16:10:00;1,8;541445,6;204992,6;16,5;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:15:00;1,8;544120;206005,1;16,5;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:20:00;1,8;543113,8;205624,2;16,42;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:25:00;1,8;546993,2;207092,9;16,29;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:30:00;1,8;542143,7;205256,9;16,3;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:35:00;1,8;550575,9;208449,3;16,27;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,61;002C885B
13.05.2013 16:40:00;1,8;546561,6;206929,5;16,29;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:45:00;1,8;544517,2;206155,5;16,35;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 16:50:00;1,8;549444,6;208021;16,29;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 16:55:00;1,8;544170,6;206024,3;16,26;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:00:00;1,9;536913,4;205755,7;16,22;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:05:00;1,8;545459;206512,1;16,32;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,59;002C885B
13.05.2013 17:10:00;1,8;547312,4;209740,8;16,15;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:15:00;1,9;536373,1;205548,6;16,03;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:20:00;1,9;537063,3;205813,1;16,06;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:25:00;1,9;534579,7;204861,3;16,05;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:30:00;1,9;537515,2;205986,3;15,98;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:35:00;1,9;534201,1;204716,3;15,81;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,59;002C885B
13.05.2013 17:40:00;1,9;519747,2;201636,2;15,66;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 17:45:00;1,9;524414;203446,7;15,67;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:50:00;1,9;532635,3;206636,2;15,62;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 17:55:00;1,9;519090,5;201381,5;15,52;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:00:00;1,9;522579;202734,8;15,45;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:05:00;1,9;519296,8;201461,5;15,38;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,6;002C885B
13.05.2013 18:10:00;1,9;517544,7;200781,8;15,33;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:15:00;1,9;526206,9;204142,3;15,37;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:20:00;1,9;521544,7;202333,6;15,33;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 18:25:00;1,9;516814,6;203004,7;15,25;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:30:00;1,9;517017;200577,1;15,29;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:35:00;1,9;517665,6;200828,7;15,41;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,58;002C885B
13.05.2013 18:40:00;1,9;521596,5;202353,7;15,34;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,56;002C885B
13.05.2013 18:45:00;2;508941,3;199912,1;15,17;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:50:00;2;505003,2;198365,2;15,07;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 18:55:00;2;511303,3;200839,9;15,11;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:00:00;2;509156,8;199996,8;15,01;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:05:00;2;506175,2;198825,6;15,09;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:10:00;2;499617,7;196249,8;14,98;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:15:00;2;509159,6;199997,9;14,94;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:20:00;2;509113,8;199979,9;14,91;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:25:00;1,9;519782,5;204170,5;14,79;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:30:00;2;506877,7;199101,5;14,77;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:35:00;2;503305,4;197698,3;14,82;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:40:00;2;498016;198096,9;14,68;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:45:00;2;503681,2;197845,9;14,76;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:50:00;2;501715,2;197073,7;14,79;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 19:55:00;2;500813,2;199209,5;14,71;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:00:00;2;501380,6;196942,3;14,76;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:05:00;2;510250,5;200426,4;14,79;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,57;002C885B
13.05.2013 20:10:00;2;494864,3;194382,7;14,76;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:15:00;2;502651,5;197441,5;14,84;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:20:00;2;502546,2;199898,8;14,72;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:25:00;2;504981;198356,5;14,8;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:30:00;2;494190,5;196575,2;14,69;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:35:00;2;501102,4;199324,6;14,75;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,57;002C885B
13.05.2013 20:40:00;2;498114,3;198136;14,56;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:45:00;2;494906;196859,8;14,65;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:50:00;2;493717,8;196387,2;14,58;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 20:55:00;2;493902,7;196460,7;14,52;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:00:00;2;496865,6;197639,3;14,54;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:05:00;2;494301,1;196619,2;14,6;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:10:00;2;497017,4;197699,7;14,55;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:15:00;2;492227,2;195794,3;14,53;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:20:00;2;507420,1;201837,5;14,48;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 21:25:00;2;495041,6;196913,7;14,58;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:30:00;2;503036,8;200094;14,62;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,66;002C885B
13.05.2013 21:35:00;2;499873,3;198835,7;14,6;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:40:00;2;490547,2;195126;14,65;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:45:00;2;508223,6;202157,2;14,65;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 21:50:00;2;493038,8;196117,1;14,6;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 21:55:00;2;501581;199515;14,62;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:00:00;2;499201,6;198568,5;14,62;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:05:00;2;497938,9;198066,2;14,53;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:10:00;2;494471,4;196686,9;14,52;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 22:15:00;2;497351;197832,3;14,6;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,55;002C885B
13.05.2013 22:20:00;2;499714;198772,3;14,71;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:25:00;2;500314,9;199011,3;14,74;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:30:00;2;498882,6;198441,6;14,67;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,6;002C885B
13.05.2013 22:35:00;2;498540;198305,3;14,75;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:40:00;2;511564,9;200942,7;14,78;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:45:00;2;505883,9;198711,2;14,85;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:50:00;1,9;513217,8;201591,9;14,92;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 22:55:00;1,9;518093,6;203507,2;14,93;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:00:00;2;504545;198185,3;14,98;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,62;002C885B
13.05.2013 23:05:00;1,9;515214,5;202376,3;15;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:10:00;2;505655,7;198621,5;14,88;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:15:00;2;492527,6;195913,8;14,71;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:20:00;2;500549,5;199104,6;14,57;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:25:00;2;505494,7;201071,7;14,5;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:30:00;2;492923,5;196071,2;14,44;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,58;002C885B
13.05.2013 23:35:00;2;508389,6;202223,2;14,38;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:40:00;2;494001,2;196499,9;14,4;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:45:00;2;503131,4;200131,7;14,44;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:50:00;2;501019,7;199291,7;14,5;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
13.05.2013 23:55:00;2;499440,4;198663,5;14,38;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
14.05.2013 00:00:00;2;507296,3;201788,3;14,37;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,59;002C885B
14.05.2013 00:05:00;2;507095,1;201708,3;14,33;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
14.05.2013 00:10:00;2;488343,9;196740;14,18;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
14.05.2013 00:15:00;2,1;484043,3;195007,4;14,17;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
14.05.2013 00:20:00;2;490052;197428,1;14,15;13;2060302;0;0;52.5004150 N;13.4522766 E;33;2,54;002C885B
