Date & Time;Höhe  [m];I [mA];Latit GPS;Lontit GPS;Altit GPS [m];Battery [V];DeviceID
09.01.2014 19:02:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:03:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,68;002C8A4B
09.01.2014 19:04:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:05:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,68;002C8A4B
09.01.2014 19:06:00;0,0174;4,58;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:07:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,68;002C8A4B
09.01.2014 19:08:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:09:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,68;002C8A4B
09.01.2014 19:10:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:11:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:12:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,68;002C8A4B
09.01.2014 19:13:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,68;002C8A4B
09.01.2014 19:14:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:15:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:16:00;0,0183;4,61;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:17:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:18:00;0,0181;4,61;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:19:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:20:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:21:00;0,0173;4,58;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:22:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:23:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:24:00;0,0177;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:25:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:26:00;0,0178;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:27:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:28:00;0,018;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:29:00;0,0179;4,6;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:30:00;0,0175;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:31:00;0,0182;4,61;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:32:00;0,0176;4,59;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:33:00;0,0194;4,65;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:34:00;0,0223;4,74;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:35:00;0,0225;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:36:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:37:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:38:00;0,0222;4,74;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:39:00;0,0233;4,78;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:40:00;0,0233;4,78;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:41:00;0,0226;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:42:00;0,0227;4,76;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:43:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:44:00;0,0227;4,76;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:45:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:46:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:47:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:48:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:49:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:50:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:51:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:52:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:53:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:54:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:55:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:56:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:57:00;0,0214;4,72;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:58:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 19:59:00;0,0216;4,72;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:00:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:01:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:02:00;0,0216;4,72;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:03:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:04:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:05:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:06:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:07:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:08:00;0,0217;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:09:00;0,022;4,74;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:10:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:11:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:12:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:13:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:14:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:15:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:16:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:17:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,67;002C8A4B
09.01.2014 20:18:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:19:00;0,0225;4,75;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:20:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:21:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:22:00;0,0217;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:23:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:24:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:25:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:26:00;0,0223;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:27:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:28:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:29:00;0,0227;4,76;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:30:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:31:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:32:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:33:00;0,0225;4,75;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:34:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:35:00;0,0222;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:36:00;0,022;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:37:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:38:00;0,0216;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:39:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:40:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:41:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:42:00;0,0222;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:43:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:44:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:45:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:46:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:47:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:48:00;0,0216;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:49:00;0,022;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:50:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:51:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:52:00;0,0222;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:53:00;0,022;4,74;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:54:00;0,0214;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:55:00;0,0214;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:56:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:57:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:58:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 20:59:00;0,0214;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:00:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:01:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:02:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:03:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:04:00;0,0208;4,7;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:05:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:06:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:07:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:08:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:09:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:10:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:11:00;0,0214;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:12:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:13:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:14:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:15:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:16:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:17:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:18:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:19:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:20:00;0,0204;4,68;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:21:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:22:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:23:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:24:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:25:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,66;002C8A4B
09.01.2014 21:26:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:27:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:28:00;0,0207;4,69;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:29:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:30:00;0,0227;4,76;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:31:00;0,0243;4,81;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:32:00;0,0264;4,88;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:33:00;0,0304;5,01;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:34:00;0,0341;5,14;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:35:00;0,0384;5,28;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:36:00;0,0431;5,44;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:37:00;0,0444;5,48;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:38:00;0,0455;5,52;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:39:00;0,0482;5,61;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:40:00;0,0487;5,63;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:41:00;0,0475;5,59;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:42:00;0,0451;5,51;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:43:00;0,0445;5,49;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:44:00;0,0432;5,44;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:45:00;0,0432;5,44;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:46:00;0,0431;5,44;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:47:00;0,0424;5,42;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:48:00;0,0405;5,35;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:49:00;0,039;5,3;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:50:00;0,0384;5,28;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:51:00;0,0382;5,28;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:52:00;0,0382;5,27;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:53:00;0,0375;5,25;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:54:00;0,0363;5,21;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:55:00;0,0353;5,18;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:56:00;0,0347;5,16;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:57:00;0,0341;5,14;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:58:00;0,0341;5,14;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 21:59:00;0,0334;5,12;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:00:00;0,0327;5,09;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:01:00;0,0329;5,1;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:02:00;0,0319;5,07;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:03:00;0,032;5,07;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:04:00;0,0309;5,03;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:05:00;0,0305;5,02;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:06:00;0,0298;5;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:07:00;0,03;5;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:08:00;0,0293;4,98;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:09:00;0,0286;4,95;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:10:00;0,028;4,93;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:11:00;0,028;4,93;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:12:00;0,0272;4,91;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:13:00;0,0272;4,91;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:14:00;0,0271;4,91;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:15:00;0,0269;4,9;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:16:00;0,0273;4,91;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:17:00;0,0267;4,89;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:18:00;0,0268;4,9;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:19:00;0,0266;4,89;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:20:00;0,0259;4,87;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:21:00;0,0257;4,86;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:22:00;0,0252;4,84;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:23:00;0,0254;4,85;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:24:00;0,0246;4,82;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:25:00;0,0241;4,81;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:26:00;0,024;4,8;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:27:00;0,0243;4,81;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:28:00;0,0239;4,8;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:29:00;0,0238;4,8;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:30:00;0,0236;4,79;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:31:00;0,0237;4,79;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:32:00;0,0236;4,79;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:33:00;0,0236;4,79;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:34:00;0,0237;4,79;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:35:00;0,0236;4,79;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:36:00;0,023;4,77;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:37:00;0,023;4,77;52.5402066 N;13.5171733 E;105;2,65;002C8A4B
09.01.2014 22:38:00;0,0225;4,75;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:39:00;0,0229;4,76;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:40:00;0,0231;4,77;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:41:00;0,023;4,77;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:42:00;0,0227;4,76;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:43:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:44:00;0,0228;4,76;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:45:00;0,0223;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:46:00;0,0222;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:47:00;0,023;4,77;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:48:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:49:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:50:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:51:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:52:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:53:00;0,0227;4,76;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:54:00;0,0223;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:55:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:56:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:57:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:58:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 22:59:00;0,0224;4,75;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:00:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:01:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:02:00;0,0216;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:03:00;0,0217;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:04:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:05:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:06:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:07:00;0,0223;4,75;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:08:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:09:00;0,0221;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:10:00;0,0217;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:11:00;0,0219;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:12:00;0,0222;4,74;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:13:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:14:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:15:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:16:00;0,0217;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:17:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:18:00;0,0208;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:19:00;0,0217;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:20:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:21:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:22:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:23:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:24:00;0,0214;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:25:00;0,0211;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:26:00;0,0218;4,73;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:27:00;0,0206;4,69;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:28:00;0,0213;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:29:00;0,0215;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:30:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:31:00;0,0209;4,7;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:32:00;0,0212;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:33:00;0,0211;4,71;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
09.01.2014 23:34:00;0,0214;4,72;52.5402066 N;13.5171733 E;105;2,64;002C8A4B
