NIVUS	ALT

CPU32:	V4.10	27/01/14	FLASH : 8000B	DSP   : (1)X1.83 24.09.07 (4)V1.59 24/05/13
Datum	27.03.2014	c:\ALTxxxxx.txt

		Fenster min[m]:	 0,060
		Fenster max[m]:	 1,190

Datum	Uhrzeit	Füllstand [m]	Geschw. [m/s]	Durchfluss [l/s]	T [°C]	ADC_1 [m]	ADC_2 [mA]	ADC_3 [V]	ADC_4 [m]	v1 [m/s]	v2 [m/s]	v3 [m/s]	v4 [m/s]	v5 [m/s]	v6 [m/s]	v7 [m/s]	v8 [m/s]	v9 [m/s]	v10 [m/s]	v11 [m/s]	v12 [m/s]	v13 [m/s]	v14 [m/s]	v15 [m/s]	v16 [m/s]	Geschw.(1) [m/s]	Wasser-US int [m]	Druck intern [m]	2 Leiter_Sonde [m]	Luft-US NIVUS [m]	

27.03.2014	10:04:00	0,032	0,000	0,000	9,5		202,824	12,771		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,032
27.03.2014	10:06:00	0,038	0,000	0,000	9,6		199,969	12,763		0,495	0,496	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,038
27.03.2014	10:08:00	0,040	0,000	0,000	9,6		205,367	12,764		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,040
27.03.2014	10:10:00	0,042	0,000	0,000	9,7		209,424	12,767		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,042
27.03.2014	10:12:00	0,042	0,000	0,000	9,7		205,023	12,770		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,042
		//Uhrzeit verstellt
27.03.2014	10:14:00	0,042	0,000	0,000	9,8		206,681	12,773		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,042
27.03.2014	10:16:00	0,042	0,000	0,000	9,8		212,340	12,775		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,042
27.03.2014	10:18:00	0,042	0,000	0,000	9,8		241,368	12,825		0,516	0,516	0,516	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,042
27.03.2014	10:20:00	0,042	0,000	0,000	9,7		214,738	12,869		0,340	0,416	0,404	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	#-1	#-1	0,042
