NIVUS	STR

CPU32:	V4.10	27/01/14	FLASH : 8000B	DSP   : (1)V1.62 11/10/13 (4)
Datum	04.04.2014	c:\STRxxxxx.txt

		Fenster min[m]:	 0,060
		Fenster max[m]:	 0,990

Datum	Uhrzeit	Füllstand [m]	Geschw. [m/s]	Durchfluss [l/s]	T [°C]	ADC_1 [m]	ADC_2 [mA]	ADC_3 [V]	ADC_4 [m]	

22.04.2014	23:58:00	0,010	0,000	0,000	9,2		131,261	12,747	
23.04.2014	00:00:00	0,010	0,000	0,000	9,2		128,569	12,746	
23.04.2014	00:02:00	0,010	0,000	0,000	9,2		134,021	12,746	
23.04.2014	00:04:00	0,010	0,000	0,000	9,2		127,397	12,746	
23.04.2014	00:06:00	0,010	0,000	0,000	9,2		133,603	12,747	
23.04.2014	00:08:00	0,009	0,000	0,000	9,2		131,937	12,746	
23.04.2014	00:10:00	0,009	0,000	0,000	9,2		131,617	12,746	
23.04.2014	00:12:00	0,009	0,000	0,000	9,2		134,129	12,746	
23.04.2014	00:14:00	0,009	0,000	0,000	9,2		133,220	12,746	
23.04.2014	00:16:00	0,009	0,000	0,000	9,2		128,290	12,746	
23.04.2014	00:18:00	0,009	0,000	0,000	9,2		122,244	12,746	
23.04.2014	00:20:00	0,009	0,000	0,000	9,2		130,960	12,746	
23.04.2014	00:22:00	0,009	0,000	0,000	9,2		131,009	12,746	
23.04.2014	00:24:00	0,009	0,000	0,000	9,2		128,227	12,746	
23.04.2014	00:26:00	0,009	0,000	0,000	9,2		133,896	12,746	
23.04.2014	00:28:00	0,009	0,000	0,000	9,2		134,479	12,746	
23.04.2014	00:30:00	0,009	0,000	0,000	9,2		127,544	12,746	
23.04.2014	00:32:00	0,009	0,000	0,000	9,2		121,889	12,746	
23.04.2014	00:34:00	0,009	0,000	0,000	9,2		134,954	12,746	
23.04.2014	00:36:00	0,009	0,000	0,000	9,2		130,594	12,746	
23.04.2014	00:38:00	0,009	0,000	0,000	9,2		124,380	12,746	
23.04.2014	00:40:00	0,009	0,000	0,000	9,3		125,546	12,746	
23.04.2014	00:42:00	0,009	0,000	0,000	9,3		129,088	12,745	
23.04.2014	00:44:00	0,009	0,000	0,000	9,3		130,553	12,745	
23.04.2014	00:46:00	0,009	0,000	0,000	9,3		130,610	12,745	
23.04.2014	00:48:00	0,009	0,000	0,000	9,3		129,600	12,745	
23.04.2014	00:50:00	0,009	0,000	0,000	9,3		130,917	12,745	
23.04.2014	00:52:00	0,008	0,000	0,000	9,3		130,398	12,745	
23.04.2014	00:54:00	0,008	0,000	0,000	9,3		125,669	12,746	
23.04.2014	00:56:00	0,008	0,000	0,000	9,3		133,855	12,744	
23.04.2014	00:58:00	0,008	0,000	0,000	9,3		134,154	12,745	
23.04.2014	01:00:00	0,008	0,000	0,000	9,3		130,936	12,745	
23.04.2014	01:02:00	0,009	0,000	0,000	9,3		131,364	12,744	
23.04.2014	01:04:00	0,009	0,000	0,000	9,3		133,817	12,745	
23.04.2014	01:06:00	0,009	0,000	0,000	9,3		131,294	12,745	
23.04.2014	01:08:00	0,009	0,000	0,000	9,3		130,936	12,744	
23.04.2014	01:10:00	0,009	0,000	0,000	9,3		131,470	12,744	
23.04.2014	01:12:00	0,009	0,000	0,000	9,3		131,142	12,744	
23.04.2014	01:14:00	0,009	0,000	0,000	9,3		133,437	12,744	
23.04.2014	01:16:00	0,009	0,000	0,000	9,3		125,709	12,745	
23.04.2014	01:18:00	0,009	0,000	0,000	9,3		130,501	12,744	
23.04.2014	01:20:00	0,008	0,000	0,000	9,3		128,268	12,744	
23.04.2014	01:22:00	0,008	0,000	0,000	9,3		132,024	12,744	
23.04.2014	01:24:00	0,008	0,000	0,000	9,3		128,195	12,744	
23.04.2014	01:26:00	0,008	0,000	0,000	9,3		130,987	12,743	
23.04.2014	01:28:00	0,008	0,000	0,000	9,3		128,569	12,744	
23.04.2014	01:30:00	0,008	0,000	0,000	9,3		134,550	12,744	
23.04.2014	01:32:00	0,008	0,000	0,000	9,3		115,059	12,744	
23.04.2014	01:34:00	0,008	0,000	0,000	9,3		130,794	12,743	
23.04.2014	01:36:00	0,008	0,000	0,000	9,3		134,827	12,744	
23.04.2014	01:38:00	0,008	0,000	0,000	9,3		128,792	12,743	
23.04.2014	01:40:00	0,008	0,000	0,000	9,3		128,670	12,743	
23.04.2014	01:42:00	0,008	0,000	0,000	9,3		131,915	12,743	
23.04.2014	01:44:00	0,008	0,000	0,000	9,3		130,781	12,743	
23.04.2014	01:46:00	0,008	0,000	0,000	9,3		127,951	12,743	
23.04.2014	01:48:00	0,008	0,000	0,000	9,3		132,276	12,743	
23.04.2014	01:50:00	0,008	0,000	0,000	9,3		128,594	12,743	
23.04.2014	01:52:00	0,008	0,000	0,000	9,3		128,046	12,743	
23.04.2014	01:54:00	0,008	0,000	0,000	9,3		130,955	12,743	
23.04.2014	01:56:00	0,008	0,000	0,000	9,3		130,860	12,742	
23.04.2014	01:58:00	0,008	0,000	0,000	9,3		133,503	12,742	
23.04.2014	02:00:00	0,008	0,000	0,000	9,3		130,944	12,742	
23.04.2014	02:02:00	0,008	0,000	0,000	9,3		128,477	12,742	
23.04.2014	02:04:00	0,008	0,000	0,000	9,3		127,538	12,743	
23.04.2014	02:06:00	0,008	0,000	0,000	9,3		128,537	12,742	
23.04.2014	02:08:00	0,008	0,000	0,000	9,3		130,822	12,742	
23.04.2014	02:10:00	0,008	0,000	0,000	9,3		130,659	12,743	
23.04.2014	02:12:00	0,008	0,000	0,000	9,3		128,613	12,742	
23.04.2014	02:14:00	0,008	0,000	0,000	9,3		130,968	12,742	
23.04.2014	02:16:00	0,008	0,000	0,000	9,3		130,862	12,742	
23.04.2014	02:18:00	0,008	0,000	0,000	9,3		132,732	12,742	
23.04.2014	02:20:00	0,008	0,000	0,000	9,3		129,378	12,742	
23.04.2014	02:22:00	0,008	0,000	0,000	9,3		131,486	12,742	
23.04.2014	02:24:00	0,008	0,000	0,000	9,3		134,211	12,742	
23.04.2014	02:26:00	0,008	0,000	0,000	9,3		130,548	12,742	
23.04.2014	02:28:00	0,008	0,000	0,000	9,3		133,475	12,742	
23.04.2014	02:30:00	0,008	0,000	0,000	9,3		133,611	12,742	
23.04.2014	02:32:00	0,008	0,000	0,000	9,3		131,139	12,742	
23.04.2014	02:34:00	0,008	0,000	0,000	9,3		134,276	12,742	
23.04.2014	02:36:00	0,008	0,000	0,000	9,3		128,488	12,741	
23.04.2014	02:38:00	0,008	0,000	0,000	9,3		130,702	12,742	
23.04.2014	02:40:00	0,008	0,000	0,000	9,3		130,957	12,741	
23.04.2014	02:42:00	0,008	0,000	0,000	9,3		130,765	12,742	
23.04.2014	02:44:00	0,008	0,000	0,000	9,3		128,594	12,741	
23.04.2014	02:46:00	0,008	0,000	0,000	9,3		130,982	12,741	
23.04.2014	02:48:00	0,008	0,000	0,000	9,3		133,494	12,742	
23.04.2014	02:50:00	0,008	0,000	0,000	9,3		130,683	12,741	
23.04.2014	02:52:00	0,008	0,000	0,000	9,3		131,722	12,741	
23.04.2014	02:54:00	0,008	0,000	0,000	9,3		131,560	12,741	
23.04.2014	02:56:00	0,008	0,000	0,000	9,3		131,337	12,741	
23.04.2014	02:58:00	0,008	0,000	0,000	9,3		131,142	12,741	
23.04.2014	03:00:00	0,008	0,000	0,000	9,3		128,664	12,741	
23.04.2014	03:02:00	0,008	0,000	0,000	9,3		128,607	12,741	
23.04.2014	03:04:00	0,008	0,000	0,000	9,3		128,550	12,740	
23.04.2014	03:06:00	0,008	0,000	0,000	9,3		128,634	12,741	
23.04.2014	03:08:00	0,008	0,000	0,000	9,3		131,169	12,741	
23.04.2014	03:10:00	0,008	0,000	0,000	9,3		130,862	12,741	
23.04.2014	03:12:00	0,008	0,000	0,000	9,3		130,881	12,741	
23.04.2014	03:14:00	0,008	0,000	0,000	9,3		128,914	12,740	
23.04.2014	03:16:00	0,008	0,000	0,000	9,3		130,860	12,740	
23.04.2014	03:18:00	0,008	0,000	0,000	9,3		131,003	12,740	
23.04.2014	03:20:00	0,008	0,000	0,000	9,3		131,074	12,741	
23.04.2014	03:22:00	0,008	0,000	0,000	9,3		131,587	12,740	
23.04.2014	03:24:00	0,008	0,000	0,000	9,3		133,977	12,740	
23.04.2014	03:26:00	0,008	0,000	0,000	9,3		130,510	12,740	
23.04.2014	03:28:00	0,008	0,000	0,000	9,3		128,515	12,740	
23.04.2014	03:30:00	0,008	0,000	0,000	9,3		128,841	12,740	
23.04.2014	03:32:00	0,008	0,000	0,000	9,3		134,135	12,740	
23.04.2014	03:34:00	0,008	0,000	0,000	9,3		128,754	12,740	
23.04.2014	03:36:00	0,008	0,000	0,000	9,3		132,992	12,740	
23.04.2014	03:38:00	0,008	0,000	0,000	9,3		130,813	12,740	
23.04.2014	03:40:00	0,008	0,000	0,000	9,3		134,021	12,739	
23.04.2014	03:42:00	0,008	0,000	0,000	9,3		134,281	12,740	
23.04.2014	03:44:00	0,008	0,000	0,000	9,3		131,478	12,739	
23.04.2014	03:46:00	0,008	0,000	0,000	9,3		130,933	12,739	
23.04.2014	03:48:00	0,008	0,000	0,000	9,3		130,553	12,739	
23.04.2014	03:50:00	0,008	0,000	0,000	9,3		133,234	12,739	
23.04.2014	03:52:00	0,008	0,000	0,000	9,3		128,534	12,739	
23.04.2014	03:54:00	0,008	0,000	0,000	9,3		128,550	12,739	
23.04.2014	03:56:00	0,008	0,000	0,000	9,3		134,081	12,739	
23.04.2014	03:58:00	0,008	0,000	0,000	9,3		130,816	12,739	
23.04.2014	04:00:00	0,008	0,000	0,000	9,3		129,972	12,739	
23.04.2014	04:02:00	0,008	0,000	0,000	9,3		127,913	12,738	
23.04.2014	04:04:00	0,008	0,000	0,000	9,3		128,580	12,739	
23.04.2014	04:06:00	0,008	0,000	0,000	9,3		130,860	12,739	
23.04.2014	04:08:00	0,008	0,000	0,000	9,3		133,500	12,738	
23.04.2014	04:10:00	0,008	0,000	0,000	9,3		125,587	12,739	
23.04.2014	04:12:00	0,008	0,000	0,000	9,3		130,974	12,738	
23.04.2014	04:14:00	0,008	0,000	0,000	9,3		131,223	12,738	
23.04.2014	04:16:00	0,008	0,000	0,000	9,3		131,047	12,738	
23.04.2014	04:18:00	0,008	0,000	0,000	9,3		129,131	12,738	
23.04.2014	04:20:00	0,007	0,000	0,000	9,3		132,968	12,739	
23.04.2014	04:22:00	0,007	0,000	0,000	9,3		131,264	12,738	
23.04.2014	04:24:00	0,007	0,000	0,000	9,3		132,846	12,739	
23.04.2014	04:26:00	0,007	0,000	0,000	9,3		134,043	12,738	
23.04.2014	04:28:00	0,007	0,000	0,000	9,3		127,888	12,738	
23.04.2014	04:30:00	0,007	0,000	0,000	9,3		134,129	12,738	
23.04.2014	04:32:00	0,007	0,000	0,000	9,3		132,952	12,739	
23.04.2014	04:34:00	0,007	0,000	0,000	9,3		133,299	12,738	
23.04.2014	04:36:00	0,007	0,000	0,000	9,3		128,610	12,738	
23.04.2014	04:38:00	0,007	0,000	0,000	9,3		131,427	12,738	
23.04.2014	04:40:00	0,007	0,000	0,000	9,3		134,336	12,738	
23.04.2014	04:42:00	0,007	0,000	0,000	9,3		125,926	12,738	
23.04.2014	04:44:00	0,007	0,000	0,000	9,3		128,461	12,737	
23.04.2014	04:46:00	0,007	0,000	0,000	9,3		128,496	12,738	
23.04.2014	04:48:00	0,007	0,000	0,000	9,3		130,683	12,737	
23.04.2014	04:50:00	0,007	0,000	0,000	9,3		131,134	12,737	
23.04.2014	04:52:00	0,007	0,000	0,000	9,3		134,344	12,737	
23.04.2014	04:54:00	0,007	0,000	0,000	9,3		128,355	12,737	
23.04.2014	04:56:00	0,007	0,000	0,000	9,3		130,718	12,738	
23.04.2014	04:58:00	0,007	0,000	0,000	9,3		131,478	12,737	
23.04.2014	05:00:00	0,007	0,000	0,000	9,3		130,488	12,737	
23.04.2014	05:02:00	0,007	0,000	0,000	9,3		131,641	12,737	
23.04.2014	05:04:00	0,007	0,000	0,000	9,3		131,020	12,737	
23.04.2014	05:06:00	0,007	0,000	0,000	9,3		131,511	12,737	
23.04.2014	05:08:00	0,007	0,000	0,000	9,3		131,448	12,737	
23.04.2014	05:10:00	0,007	0,000	0,000	9,3		131,619	12,737	
23.04.2014	05:12:00	0,007	0,000	0,000	9,3		131,552	12,737	
23.04.2014	05:14:00	0,007	0,000	0,000	9,3		131,163	12,737	
23.04.2014	05:16:00	0,007	0,000	0,000	9,3		125,603	12,737	
23.04.2014	05:18:00	0,007	0,000	0,000	9,3		134,100	12,736	
23.04.2014	05:20:00	0,007	0,000	0,000	9,3		131,169	12,737	
23.04.2014	05:22:00	0,007	0,000	0,000	9,3		131,077	12,736	
23.04.2014	05:24:00	0,008	0,000	0,000	9,3		131,644	12,736	
23.04.2014	05:26:00	0,008	0,000	0,000	9,3		128,594	12,736	
23.04.2014	05:28:00	0,008	0,000	0,000	9,3		131,372	12,736	
23.04.2014	05:30:00	0,008	0,000	0,000	9,3		131,088	12,736	
23.04.2014	05:32:00	0,008	0,000	0,000	9,3		133,055	12,737	
23.04.2014	05:34:00	0,008	0,000	0,000	9,3		128,694	12,736	
23.04.2014	05:36:00	0,008	0,000	0,000	9,3		131,210	12,736	
23.04.2014	05:38:00	0,008	0,000	0,000	9,3		131,275	12,736	
23.04.2014	05:40:00	0,008	0,000	0,000	9,3		131,055	12,736	
23.04.2014	05:42:00	0,008	0,000	0,000	9,3		130,512	12,736	
23.04.2014	05:44:00	0,007	0,000	0,000	9,3		130,680	12,736	
23.04.2014	05:46:00	0,007	0,000	0,000	9,3		133,872	12,736	
23.04.2014	05:48:00	0,007	0,000	0,000	9,3		131,017	12,735	
23.04.2014	05:50:00	0,007	0,000	0,000	9,3		128,868	12,735	
23.04.2014	05:52:00	0,007	0,000	0,000	9,3		128,070	12,735	
23.04.2014	05:54:00	0,007	0,000	0,000	9,3		131,386	12,735	
23.04.2014	05:56:00	0,007	0,000	0,000	9,3		133,158	12,736	
23.04.2014	05:58:00	0,007	0,000	0,000	9,3		131,088	12,735	
23.04.2014	06:00:00	0,007	0,000	0,000	9,3		131,421	12,735	
23.04.2014	06:02:00	0,007	0,000	0,000	9,3		127,462	12,736	
23.04.2014	06:04:00	0,007	0,000	0,000	9,3		130,979	12,736	
23.04.2014	06:06:00	0,007	0,000	0,000	9,3		130,922	12,735	
23.04.2014	06:08:00	0,006	0,000	0,000	9,3		132,018	12,735	
23.04.2014	06:10:00	0,006	0,000	0,000	9,3		122,353	12,735	
23.04.2014	06:12:00	0,006	0,000	0,000	9,3		125,669	12,735	
23.04.2014	06:14:00	0,007	0,000	0,000	9,3		122,203	12,735	
23.04.2014	06:16:00	0,007	0,000	0,000	9,3		131,649	12,734	
23.04.2014	06:18:00	0,007	0,000	0,000	9,3		130,813	12,735	
23.04.2014	06:20:00	0,007	0,000	0,000	9,3		130,960	12,734	
23.04.2014	06:22:00	0,007	0,000	0,000	9,3		133,446	12,734	
23.04.2014	06:24:00	0,007	0,000	0,000	9,3		128,488	12,734	
23.04.2014	06:26:00	0,007	0,000	0,000	9,3		134,279	12,735	
23.04.2014	06:28:00	0,007	0,000	0,000	9,3		130,699	12,734	
23.04.2014	06:30:00	0,007	0,000	0,000	9,3		136,699	12,735	
23.04.2014	06:32:00	0,007	0,000	0,000	9,3		131,245	12,734	
23.04.2014	06:34:00	0,007	0,000	0,000	9,3		130,870	12,734	
23.04.2014	06:36:00	0,007	0,000	0,000	9,3		132,675	12,734	
23.04.2014	06:38:00	0,007	0,000	0,000	9,3		131,470	12,734	
23.04.2014	06:40:00	0,007	0,000	0,000	9,3		131,579	12,734	
23.04.2014	06:42:00	0,007	0,000	0,000	9,3		131,345	12,734	
23.04.2014	06:44:00	0,007	0,000	0,000	9,3		130,919	12,734	
23.04.2014	06:46:00	0,007	0,000	0,000	9,3		131,096	12,733	
23.04.2014	06:48:00	0,007	0,000	0,000	9,3		131,413	12,733	
23.04.2014	06:50:00	0,007	0,000	0,000	9,3		128,928	12,733	
23.04.2014	06:52:00	0,007	0,000	0,000	9,3		128,569	12,733	
23.04.2014	06:54:00	0,007	0,000	0,000	9,3		128,846	12,733	
23.04.2014	06:56:00	0,007	0,000	0,000	9,3		133,956	12,733	
23.04.2014	06:58:00	0,007	0,000	0,000	9,3		133,261	12,733	
23.04.2014	07:00:00	0,007	0,000	0,000	9,3		128,005	12,733	
23.04.2014	07:02:00	0,007	0,000	0,000	9,3		134,010	12,733	
23.04.2014	07:04:00	0,007	0,000	0,000	9,3		133,253	12,733	
23.04.2014	07:06:00	0,007	0,000	0,000	9,3		131,253	12,733	
23.04.2014	07:08:00	0,007	0,000	0,000	9,3		133,429	12,733	
23.04.2014	07:10:00	0,007	0,000	0,000	9,3		131,326	12,732	
23.04.2014	07:12:00	0,007	0,000	0,000	9,3		127,888	12,733	
23.04.2014	07:14:00	0,007	0,000	0,000	9,3		131,136	12,733	
23.04.2014	07:16:00	0,007	0,000	0,000	9,3		131,126	12,733	
23.04.2014	07:18:00	0,007	0,000	0,000	9,3		129,994	12,733	
23.04.2014	07:20:00	0,007	0,000	0,000	9,3		115,205	12,733	
23.04.2014	07:22:00	0,007	0,000	0,000	9,3		131,571	12,732	
23.04.2014	07:24:00	0,007	0,000	0,000	9,3		134,748	12,733	
23.04.2014	07:26:00	0,007	0,000	0,000	9,3		131,003	12,732	
23.04.2014	07:28:00	0,007	0,000	0,000	9,3		128,925	12,732	
23.04.2014	07:30:00	0,007	0,000	0,000	9,3		131,356	12,732	
23.04.2014	07:32:00	0,007	0,000	0,000	9,3		128,784	12,732	
23.04.2014	07:34:00	0,007	0,000	0,000	9,3		131,014	12,732	
23.04.2014	07:36:00	0,007	0,000	0,000	9,3		130,816	12,732	
23.04.2014	07:38:00	0,006	0,000	0,000	9,3		131,679	12,732	
23.04.2014	07:40:00	0,006	0,000	0,000	9,3		133,106	12,732	
23.04.2014	07:42:00	0,006	0,000	0,000	9,3		133,296	12,732	
23.04.2014	07:44:00	0,007	0,000	0,000	9,3		131,489	12,731	
23.04.2014	07:46:00	0,007	0,000	0,000	9,3		134,118	12,732	
23.04.2014	07:48:00	0,007	0,000	0,000	9,3		133,500	12,732	
23.04.2014	07:50:00	0,007	0,000	0,000	9,3		131,739	12,732	
23.04.2014	07:52:00	0,007	0,000	0,000	9,3		134,211	12,731	
23.04.2014	07:54:00	0,007	0,000	0,000	9,3		130,830	12,731	
23.04.2014	07:56:00	0,007	0,000	0,000	9,3		128,835	12,731	
23.04.2014	07:58:00	0,007	0,000	0,000	9,3		131,641	12,731	
23.04.2014	08:00:00	0,007	0,000	0,000	9,3		130,713	12,731	
23.04.2014	08:02:00	0,007	0,000	0,000	9,3		130,917	12,731	
23.04.2014	08:04:00	0,007	0,000	0,000	9,3		134,295	12,731	
23.04.2014	08:06:00	0,007	0,000	0,000	9,3		136,973	12,731	
23.04.2014	08:08:00	0,007	0,000	0,000	9,3		135,653	12,691	
23.04.2014	08:10:00	0,006	0,000	0,000	9,3		137,810	12,664	
23.04.2014	08:12:00	0,006	0,000	0,000	9,3		142,568	12,653	
23.04.2014	08:14:00	0,006	#-1	#-1	#-1		138,038	12,649	
23.04.2014	08:16:00	0,006	0,000	0,000	9,3		139,901	12,700	
23.04.2014	08:18:00	0,006	0,000	0,000	9,3		143,830	12,708	
23.04.2014	08:20:00	0,007	0,000	0,000	9,4		139,421	12,670	
23.04.2014	08:22:00	0,007	0,000	0,000	9,4		140,021	12,651	
23.04.2014	08:24:00	0,007	#-1	#-1	#-1		135,505	12,650	
23.04.2014	08:26:00	0,007	0,000	0,000	9,4		143,852	12,707	
23.04.2014	08:28:00	0,007	0,000	0,000	9,4		137,839	12,712	
23.04.2014	08:30:00	0,007	0,000	0,000	9,4		141,931	12,714	
23.04.2014	08:32:00	0,007	0,000	0,000	9,4		141,043	12,716	
23.04.2014	08:34:00	0,007	0,000	0,000	9,4		127,568	12,724	
23.04.2014	08:36:00	0,007	#-1	#-1	9,4		128,533	12,720	
23.04.2014	08:38:00	0,007	0,000	0,000	9,4		139,809	12,675	
23.04.2014	08:40:00	0,006	#-1	#-1	#-1		138,085	12,655	
23.04.2014	08:44:00	0,006	0,000	0,000	9,4		75,200	12,683		0,529	0,529	0,529	0,529	0,529	0,529	0,529	0,529	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,006	#-1	#-1
23.04.2014	08:46:00	0,006	#-1	#-1	#-1		75,100	12,687		0,529	0,529	0,529	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,006	#-1	#-1
23.04.2014	08:48:00	0,006	0,000	0,000	9,4		140,967	12,698		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,006	#-1	#-1
23.04.2014	08:50:00	0,006	0,000	0,000	9,4		139,692	12,707		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,006	#-1	#-1
23.04.2014	08:52:00	0,006	0,000	0,000	9,4		147,523	12,710		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,006	#-1	#-1
23.04.2014	08:54:00	0,006	0,000	0,000	9,4		144,169	12,715		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,006	#-1	#-1
23.04.2014	08:56:00	0,007	0,000	0,000	9,4		133,190	12,722		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	08:58:00	0,007	0,000	0,000	9,4		133,676	12,725		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:00:00	0,007	0,000	0,000	9,4		129,834	12,726		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:02:00	0,007	0,000	0,000	9,4		128,811	12,727		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:04:00	0,007	0,000	0,000	9,4		132,469	12,728		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:06:00	0,007	0,000	0,000	9,4		130,938	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:08:00	0,007	0,000	0,000	9,4		136,648	12,729		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:10:00	0,007	0,000	0,000	9,4		134,113	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:12:00	0,007	0,000	0,000	9,3		132,414	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:14:00	0,007	0,000	0,000	9,3		129,204	12,730		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:16:00	0,007	0,000	0,000	9,3		128,276	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:18:00	0,007	0,000	0,000	9,3		130,686	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:20:00	0,007	0,000	0,000	9,3		132,792	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:22:00	0,007	0,000	0,000	9,3		130,567	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:24:00	0,007	0,000	0,000	9,3		130,683	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:26:00	0,007	0,000	0,000	9,3		131,223	12,731		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:28:00	0,007	0,000	0,000	9,3		131,036	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:30:00	0,007	0,000	0,000	9,3		129,489	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:32:00	0,007	0,000	0,000	9,3		130,949	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:34:00	0,007	0,000	0,000	9,3		133,888	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:36:00	0,007	0,000	0,000	9,3		129,335	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:38:00	0,007	0,000	0,000	9,3		119,281	12,733		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:40:00	0,007	0,000	0,000	9,3		129,544	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:42:00	0,007	0,000	0,000	9,3		132,767	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
23.04.2014	09:44:00	0,007	0,000	0,000	9,3		129,408	12,732		#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	#-1	0,000	#-1	0,007	#-1	#-1
